name	lon	lat	ele	lon_DEM	lat_DEM	ele_DEM	diff	mark
HSD_AT_100206	9.98028	47.09555	886	9.98041666666667	47.0954166666667	900	-14	NO
HSD_AT_100263	10.02889	47.12889	951	10.0290277777778	47.1290277777778	959	-8	OK
HSD_AT_100313	9.74583	47.10806	1000	9.74569444444444	47.1081944444444	1005	-5	OK
HSD_AT_100362	9.83778	47.23028	1138	9.83791666666667	47.2304166666667	1189	-51	NO
HSD_AT_100370	9.76278	47.19528	547	9.76291666666667	47.1954166666667	549	-2	OK
HSD_AT_100404	9.58028	47.30278	423	9.58041666666667	47.3029166666667	421	2	OK
HSD_AT_100412	9.74306	47.25694	1025	9.74319444444444	47.2568055555556	1038	-13	NO
HSD_AT_100420	9.60278	47.46695	399	9.60291666666667	47.4670833333333	399	0	OK
HSD_AT_100438	9.665	47.48167	400	9.66486111111111	47.4818055555556	396	4	OK
HSD_AT_100446	9.66889	47.43361	404	9.66902777777778	47.4334722222222	404	0	OK
HSD_AT_100453	9.74944	47.35111	1051	9.74930555555556	47.3509722222222	1073	-22	NO
HSD_AT_100461	9.77611	47.39306	530	9.77597222222222	47.3931944444444	556	-26	NO
HSD_AT_100479	9.73861	47.40472	441	9.73847222222222	47.4045833333333	444	-3	OK
HSD_AT_100487	9.77417	47.46639	720	9.77430555555556	47.4665277777778	737	-17	NO
HSD_AT_100503	9.685	47.33556	857	9.68513888888889	47.3356944444444	876	-19	NO
HSD_AT_100529	9.68	47.35667	422	9.68013888888889	47.3568055555556	427	-5	OK
HSD_AT_100560	9.98	47.32306	807	9.98013888888889	47.3231944444444	806	1	OK
HSD_AT_100602	9.93944	47.36722	705	9.93930555555556	47.3670833333333	715	-10	OK
HSD_AT_100628	9.80861	47.42111	1150	9.80847222222222	47.4209722222222	1147	3	OK
HSD_AT_100636	9.8775	47.40389	600	9.87763888888889	47.4040277777778	599	1	OK
HSD_AT_100644	9.91194	47.43639	660	9.91180555555556	47.4365277777778	666	-6	OK
HSD_AT_100651	10.02833	47.37333	1040	10.0281944444444	47.3731944444444	1037	3	OK
HSD_AT_100685	10.03639	47.425	906	10.0365277777778	47.4248611111111	913	-7	OK
HSD_AT_100701	9.93944	47.46861	802	9.93930555555556	47.4684722222222	793	9	OK
HSD_AT_100719	9.96139	47.50361	770	9.96152777777778	47.5034722222222	771	-1	OK
HSD_AT_100727	9.90194	47.5225	982	9.90180555555555	47.5226388888889	986	-4	OK
HSD_AT_100735	9.86139	47.49	710	9.86152777777778	47.4901388888889	696	14	NO
HSD_AT_100776	9.7075	47.50444	400	9.70763888888889	47.5043055555556	407	-7	OK
HSD_AT_100792	9.81556	47.56222	929	9.81569444444444	47.5620833333333	931	-2	OK
HSD_AT_100800	9.75278	47.55028	425	9.75291666666667	47.5504166666667	429	-4	OK
HSD_AT_100826	10.08667	47.13222	1057	10.0868055555556	47.1320833333333	1064	-7	OK
HSD_AT_100842	9.84917	47.45834	717	9.84930555555556	47.4584722222222	712	5	OK
HSD_AT_100875	9.78528	47.21778	967	9.78541666666667	47.2179166666667	1023	-56	NO
HSD_AT_100883	9.65472	47.35917	412	9.65458333333333	47.3593055555556	412	0	OK
HSD_AT_100917	9.78472	47.19278	550	9.78458333333333	47.1929166666667	555	-5	OK
HSD_AT_100925	9.63583	47.21667	487	9.63569444444444	47.2168055555556	488	-1	OK
HSD_AT_100933	9.61222	47.20834	760	9.61208333333333	47.2084722222222	774	-14	NO
HSD_AT_100941	9.65833	47.30416	533	9.65819444444444	47.3040277777778	538	-5	OK
HSD_AT_100966	10.10417	47.19917	1510	10.1043055555556	47.1993055555556	1516	-6	OK
HSD_AT_100974	9.78056	47.50861	1055	9.78069444444444	47.5084722222222	1051	4	OK
HSD_AT_101113	10.16333	47.17278	1707	10.1631944444444	47.1729166666667	1720	-13	NO
HSD_AT_101121	10.13611	47.20472	1470	10.1359722222222	47.2045833333333	1470	0	OK
