1.9383   2.13105   1.22168   0.770519
1.89126   2.13781   1.03043   0.742393
1.95726   2.05177   1.22453   0.783088
2.04145   2.08322   1.34987   0.712145
1.74934   1.75814   1.41785   0.620601
1.5837   1.51626   1.40831   0.634589
1.82364   1.5501   1.28316   0.562902
1.37128   1.83726   1.06625   0.626674
1.3528   2.28541   0.693708   0.530819
0.862342   2.70226   0.571287   0.633156
1.20995   2.30301   0.192358   0.650259
1.48459   2.09765   0.6482   0.601395
1.97371   1.84693   0.400513   0.497196
2.05561   1.61657   0.0879895   0.576055
2.54211   1.69007   0.578645   0.460167
2.83656   1.97108   0.210313   0.494027
2.69104   2.09968   0.127175   0.53965
3.18881   1.7879   0.482389   0.608213
3.38584   1.3432   0.904076   0.730577
3.13564   1.54278   1.31274   0.657018
2.86181   1.64022   1.00009   0.674685
2.69896   1.33286   1.20116   0.553347
2.4237   1.53191   1.41752   0.605279
2.87309   1.60968   1.49949   0.669216
2.84752   1.76403   1.54911   0.611458
2.85787   2.01831   1.17475   0.562645
2.4916   2.24372   1.61715   0.459399
2.03079   1.80841   1.65155   0.541559
1.73803   2.11467   1.50753   0.439901
2.04136   2.4322   1.58233   0.325996
2.1691   2.04943   1.53432   0.221049
1.68354   1.96992   1.61008   0.328703
1.81263   1.87546   1.77867   0.209097
1.43358   1.71948   1.33138   0.228429
1.69444   1.61925   1.46652   0.247779
1.68378   1.88762   1.82388   0.266205
1.74369   2.26923   1.79842   0.313031
1.50275   2.29798   1.67719   0.397557
1.73392   2.06666   1.88382   0.504809
1.30706   2.20042   1.71521   0.401575
0.973853   2.64206   1.39379   0.505535
1.21806   3.05719   1.64331   0.571816
1.38422   2.97278   1.38669   0.639416
0.903638   2.5613   1.60069   0.677754
1.3874   2.18888   1.53123   0.665665
1.77949   1.95696   1.87161   0.699191
2.20194   2.09662   2.02248   0.576374
2.04934   2.55109   1.63518   0.68473
2.454   2.68665   1.1354   0.600947
2.29926   2.40355   1.03962   0.638669
2.73079   2.78141   1.33296   0.719617
2.50729   2.5615   1.59852   0.670587
2.27405   2.90441   1.99626   0.707434
1.90268   3.28098   1.51707   0.710003
1.96425   2.91277   1.91818   0.776393
2.07815   2.83898   1.49876   0.695281
2.46411   3.15509   1.30786   0.715255
2.13748   3.60671   1.12754   0.700338
2.06552   3.9085   1.21466   0.614367
1.66522   4.03187   1.26308   0.652465
2.12161   4.23686   0.9336   0.703791
2.34793   3.8172   1.34946   0.711709
2.33956   3.64681   1.79377   0.604453
2.12447   3.60989   1.41395   0.653951
2.58398   4.03752   1.06587   0.543162
2.30968   3.79889   1.23613   0.505232
1.94257   3.65286   0.761636   0.444004
1.67972   4.05069   1.15271   0.35928
1.35471   3.87785   1.44772   0.373063
1.35248   3.97352   1.56718   0.254186
1.16491   3.60234   1.87116   0.295257
1.53183   3.49258   1.49264   0.325937
1.34585   3.20585   1.89841   0.311165
1.76274   2.87355   2.20242   0.255486
1.52802   2.43386   1.72552   0.357477
1.8198   2.62434   1.36537   0.350807
2.02719   2.43869   1.66305   0.245036
1.78698   2.446   1.43543   0.334862
2.10294   2.60987   1.38591   0.214263
2.34973   2.46683   0.977468   0.333616
1.92752   2.56218   1.1944   0.291203
2.26401   2.69519   1.38862   0.383052
2.24966   3.08759   1.63085   0.294237
2.42766   3.07354   2.13024   0.38141
2.9269   3.1364   2.12547   0.290692
2.52056   3.18556   2.34131   0.250034
2.10473   3.29617   2.34614   0.33312
1.96588   3.30361   2.04604   0.420753
2.41265   3.5271   2.44908   0.531085
2.09526   3.31265   2.36415   0.649799
1.66183   3.47074   2.2566   0.618995
1.3054   3.64261   2.60495   0.739068
1.47496   3.80421   2.90584   0.741196
1.87858   3.3856   2.93114   0.792899
1.52307   3.74968   3.07895   0.793237
1.90752   3.63568   3.17533   0.752847
2.12919   3.33594   3.30249   0.792524
2.05541   3.39645   2.88088   0.727071
1.77255   3.34576   2.97523   0.727247
2.25757   3.1616   2.87412   0.673437
2.10648   3.50677   2.52006   0.629792
2.50622   3.42   2.21772   0.50737
2.6397   3.29291   2.61598   0.423837
2.70224   2.98623   2.19153   0.323281
2.74491   3.23145   1.7854   0.222485
2.65121   3.00212   2.19949   0.323399
3.00052   2.88769   1.92364   0.351312
2.97726   3.12277   1.82366   0.320877
2.97472   3.59476   2.09848   0.316648
3.45769   3.16278   1.82655   0.303266
3.51164   3.26587   2.04328   0.274164
3.10827   3.15228   2.30137   0.274011
2.81601   3.34301   2.7767   0.215671
2.37839   3.42245   2.88596   0.219997
2.18513   3.20434   2.84338   0.220757
2.01079   3.45051   2.37669   0.329198
1.81868   3.37608   2.55389   0.347384
1.98322   3.53741   2.61889   0.470878
1.77221   3.17731   2.84012   0.483803
1.5223   3.16244   2.59591   0.451818
1.44277   3.17307   2.1167   0.392962
1.04498   2.91205   2.12912   0.392586
1.24252   2.86315   1.78971   0.341818
1.10642   2.62807   1.67441   0.400765
0.876549   2.21375   1.66444   0.276605
0.674147   2.21397   1.46248   0.333923
0.684343   1.97388   1.58996   0.322462
0.856426   2.07654   1.29077   0.40668
0.469786   2.02798   1.57331   0.374889
0.709142   1.85452   1.42685   0.263688
0.279341   1.75401   0.92714   0.33924
0.12117   1.54159   0.808935   0.248381
0.290588   1.49061   0.921637   0.310076
0.183192   1.60309   1.04538   0.221955
0.346773   1.56205   0.816454   0.273128
0.116092   1.50713   1.0168   0.315752
0.287797   1.41857   0.794314   0.276635
0.379322   1.56436   0.851658   0.370099
0.288893   1.50735   1.05697   0.401873
-0.103837   1.30072   0.663933   0.368252
-0.171509   1.42137   1.10471   0.278203
0.106299   1.37724   0.98439   0.216404
-0.0264332   1.36666   0.955714   0.228095
-1.40116e-05   1.35196   0.913664   0.316484
-0.132171   1.3624   0.872982   0.233973
0.0273433   1.51076   1.04672   0.31814
0.259507   1.56039   0.851567   0.307476
0.419738   1.64296   1.0168   0.363788
0.254546   1.64727   1.04934   0.353352
0.511299   1.63223   0.97486   0.316116
0.215846   1.57378   1.07856   0.277058
0.0714677   1.55262   0.981739   0.315618
0.158549   1.56421   0.997726   0.328539
0.174334   1.50921   0.997165   0.339794
0.386041   1.56658   0.79004   0.342882
0.401863   1.42516   0.792415   0.383175
0.237095   1.47587   0.905323   0.348705
0.163195   1.44045   0.834816   0.31172
0.123216   1.33005   0.796706   0.310295
0.265941   1.40194   0.711102   0.30595
0.265727   1.52489   0.734463   0.311366
0.219282   1.44982   0.732065   0.335007
0.389966   1.63941   0.996072   0.345407
0.542331   1.51554   0.829301   0.309044
0.351332   1.64328   0.996129   0.275601
0.438417   1.55578   1.05242   0.31662
0.418231   1.6214   1.07223   0.288761
0.239194   1.56154   1.01578   0.336877
0.273884   1.56577   0.958678   0.335483
0.372   1.449   0.849765   0.358756
0.400187   1.44757   0.814684   0.393824
0.470527   1.46078   0.855246   0.442887
0.495549   1.52304   0.815297   0.474169
0.323879   1.4598   0.780749   0.461796
0.323897   1.55687   0.9003   0.437961
0.367082   1.48783   0.902469   0.424852
0.442515   1.62198   0.950377   0.425032
0.421822   1.49486   0.83589   0.446623
0.38327   1.53681   0.860057   0.436517
0.480722   1.60997   0.909495   0.416696
0.520893   1.51159   0.818465   0.402094
0.422621   1.61159   0.992223   0.362018
0.321909   1.53795   0.854408   0.369058
0.328177   1.50883   0.829197   0.384021
0.378191   1.57951   0.927854   0.363778
0.443542   1.55534   0.954313   0.372998
0.349798   1.5393   0.910177   0.43546
0.469451   1.57657   0.927428   0.425449
0.594212   1.59571   0.894517   0.428132
0.577679   1.64036   0.973886   0.426214
0.540893   1.59027   0.958846   0.443987
0.622586   1.58701   0.879445   0.453763
0.548995   1.53229   0.889657   0.464003
0.455615   1.51652   0.937628   0.48752
0.589823   1.61413   0.913208   0.491666
0.552081   1.54532   0.876421   0.471934
0.549612   1.55916   0.936972   0.486633
0.532084   1.58516   0.956226   0.502381
0.418186   1.58289   0.960027   0.480999
0.33111   1.53759   0.925425   0.504197
0.30762   1.48079   0.880392   0.501218
0.319466   1.52237   0.925938   0.492264
0.309424   1.49886   0.959098   0.508142
0.289962   1.49285   0.925334   0.518697
0.365933   1.52573   0.895918   0.535725
0.404358   1.54398   0.919248   0.536383
0.380404   1.50391   0.871528   0.545819
0.416892   1.48951   0.880888   0.547536
0.483859   1.52013   0.907891   0.547215
0.410858   1.51375   0.94876   0.536868
0.462715   1.57089   0.904656   0.551709
0.534329   1.56313   0.871549   0.55361
0.505603   1.55418   0.870557   0.571694
0.463304   1.51978   0.916728   0.586054
0.494494   1.53836   0.940767   0.580722
0.457505   1.51805   0.936751   0.574601
0.464256   1.53575   0.941204   0.575931
0.433623   1.53539   0.94328   0.582248
0.440189   1.51124   0.934355   0.584547
0.44601   1.53388   0.902536   0.583324
0.424833   1.52669   0.896203   0.590032
0.426324   1.55038   0.927508   0.586901
0.44511   1.5384   0.914868   0.585822
0.471588   1.56018   0.910435   0.591458
0.509041   1.56531   0.916336   0.600147
0.540416   1.57079   0.950816   0.608347
0.514266   1.56108   0.915379   0.604359
0.499534   1.5316   0.94277   0.610284
0.495424   1.53628   0.923901   0.615245
0.518795   1.56096   0.907964   0.612884
0.513986   1.56796   0.903154   0.616796
0.497389   1.55546   0.909076   0.621698
0.514975   1.54926   0.928601   0.625336
0.502396   1.52966   0.912939   0.62958
0.516519   1.53229   0.912847   0.628234
0.524239   1.54698   0.921758   0.628125
0.53144   1.56256   0.912785   0.624765
0.518367   1.54748   0.894238   0.62047
0.517285   1.54776   0.8967   0.619933
0.507515   1.56005   0.899439   0.622251
0.514306   1.55342   0.908878   0.623728
0.515329   1.55394   0.903907   0.625371
0.51093   1.54747   0.900506   0.627359
0.511956   1.54466   0.893081   0.625518
0.518911   1.54939   0.897518   0.626818
0.513746   1.55292   0.903874   0.627917
0.523154   1.56309   0.909298   0.63042
0.531383   1.56052   0.90475   0.632223
0.530543   1.5588   0.911296   0.632805
0.53117   1.55158   0.908531   0.634564
0.532665   1.5474   0.898763   0.636819
0.52447   1.54891   0.899485   0.637818
0.51604   1.54588   0.895269   0.639617
0.51552   1.54493   0.894814   0.640101
0.50728   1.54184   0.899721   0.640992
0.512035   1.55058   0.908403   0.640003
0.519755   1.54822   0.900147   0.639152
0.517348   1.54435   0.8948   0.640835
0.52538   1.55267   0.903002   0.64141
0.519483   1.55095   0.89904   0.639975
0.518861   1.54987   0.899664   0.640906
0.516803   1.54817   0.899016   0.641653
0.519127   1.55025   0.900503   0.641409
0.520162   1.55078   0.902248   0.641914
0.522218   1.54815   0.904608   0.642506
0.526733   1.55221   0.903605   0.643252
0.52897   1.55451   0.907492   0.643907
0.525681   1.55674   0.907489   0.64285
