name lon lat ele ddf
HSD_AT_101212 10.58583 47.41972 910 2.04109943004462
HSD_AT_101246 10.74806 47.41167 1338 2.71019200714445
HSD_AT_101261 10.50389 47.50139 1110 2.99621257188182
HSD_AT_101279 10.63833 47.55167 810 1.22616661278155
HSD_AT_101287 11.26389 47.38945 959 1.79237288135593
HSD_AT_101303 11.1425 47.37111 1135 1.41475409836066
HSD_AT_101311 11.46389 47.48028 920 1.56332906395713
HSD_AT_101493 10.455897 47.572321 1118 3.27657068647115
HSD_AT_101519 10.41083 47.15223 1204 1.73862053832043
HSD_AT_101717 10.43639 46.95889 1643 2.39765652325988
HSD_AT_101790 10.66055 47.0575 895 1.36417691963368
HSD_AT_101816 10.64889 47.09722 1426 2.16162866449511
HSD_AT_101873 10.75306 47.04306 1269 1.08371979719928
HSD_AT_101956 10.47056 47.08472 1063 1.28517864845443
HSD_AT_102004 10.74111 47.24889 860 1.6087037037037
HSD_AT_102046 10.8675 46.9875 1605 1.85823429541596
HSD_AT_102061 10.83889 47.07611 1329 1.50848607014067
HSD_AT_102079 10.78194 47.1225 1120 1.49188075786876
HSD_AT_102228 11.01472 46.985 1332 2.32110579695398
HSD_AT_102236 10.97 47.07639 1180 1.76856015580314
HSD_AT_102251 10.88611 47.20583 760 1.15029042703407
HSD_AT_102269 10.91861 47.23 1695 2.18831330642474
HSD_AT_102277 10.98528 47.27444 711 1.00416446091406
HSD_AT_102285 10.92361 47.30083 950 2.90888399412628
HSD_AT_102301 11.08778 47.30889 618 2.05261826953004
HSD_AT_102319 11.1525 47.18861 1227 1.36955591225254
HSD_AT_102350 11.42639 47.01833 1360 2.62452944582607
HSD_AT_102368 11.41833 47.08444 1235 4.34486742424242
HSD_AT_102376 11.45389 47.13 991 2.72430958531067
HSD_AT_102384 11.40083 47.18389 1009 2.27657657657658
HSD_AT_102434 11.54139 47.27361 660 0.873781291172596
HSD_AT_102467 11.56167 47.32167 875 1.21634467954615
HSD_AT_102475 11.70555 47.30639 928 1.97632058287796
HSD_AT_102483 11.71139 47.34389 548 1.65341750990529
HSD_AT_102509 11.8 47.38889 563 1.35461248212678
HSD_AT_102517 11.82778 47.37639 960 1.25498370774632
HSD_AT_102632 11.7925 47.09139 1060 1.60613150957937
HSD_AT_102640 11.74389 47.16222 1250 2.0947731467988
HSD_AT_102681 12.03 47.22445 1263 1.58246427736672
HSD_AT_102723 11.96556 47.37361 1040 1.29525966716694
HSD_AT_102749 11.89556 47.49028 920 1.63385079775765
HSD_AT_102756 11.79333 47.52055 1013 1.81323877068558
HSD_AT_102764 12.02667 47.43028 790 1.33781669971359
HSD_AT_102772 12.13889 47.38639 801 1.39296424452134
HSD_AT_102780 12.15278 47.45417 591 1.49492023509656
HSD_AT_102830 12.42694 47.38277 950 2.82418952618454
HSD_AT_102863 12.31667 47.44639 830 2.06273000707714
HSD_AT_102889 12.62167 47.47028 960 2.06399561391955
HSD_AT_102905 12.40278 47.67167 590 2.73618954149015
HSD_AT_102954 10.84972 47.31055 854 1.29217414529915
HSD_AT_102962 11.94306 47.15778 1022 1.31215106732348
HSD_AT_102970 11.86306 47.30778 554 1.10658124666049
HSD_AT_103036 11.20722 47.27055 610 0.786941580756014
HSD_AT_103051 11.60444 47.10972 1632 2.57468717811101
HSD_AT_103085 11.14 46.9975 2290 3.539558829839
HSD_AT_103101 11.255 47.06916 1130 1.34945111713806
HSD_AT_103127 12.04167 47.58889 700 2.71617481051443
HSD_AT_103135 12.55028 47.46833 850 1.75350945850604
HSD_AT_103143 12.44222 47.52028 667 1.74609510995035
HSD_AT_103176 12.23806 47.6725 980 1.80892878094568
HSD_AT_103192 11.83 47.17583 1790 2.61356088560886
HSD_AT_103218 12.30806 47.38334 1005 1.88144518272426
HSD_AT_103226 12.21333 47.51445 660 1.67466837548417
HSD_AT_103309 11.27556 47.23056 890 1.08081980137012
HSD_AT_103333 12.22611 47.42806 995 1.59535864978903
HSD_AT_103358 12.59389 47.51111 870 1.64558929862617
HSD_AT_103382 11.04806 47.33167 967 2.00476510819599
HSD_AT_103986 12.55167 47.59 775 2.00292275574113
HSD_AT_105023 12.40528 47.645 660 1.57647594983635
HSD_AT_113001 12.415 46.74694 1079 1.3131780583646
HSD_AT_113019 12.36333 46.81528 1672 6.88801391524352
HSD_AT_113027 12.36472 46.80917 1376 1.73378378378378
HSD_AT_113043 12.37556 47.01805 1340 2.15636955636956
HSD_AT_113050 12.54333 47.00333 1001 1.27789330946669
HSD_AT_113084 12.62583 46.905 750 1.45208552400981
HSD_AT_113589 12.61917 46.70861 1400 1.80369092061851
HSD_AT_114900 12.50556 47.11833 1637 2.31071486728546
HSD_AT_114926 12.51278 46.91972 1096 0.73889928514014
HSD_AT_114934 12.79417 46.8675 1903 1.41700723043068
HSD_AT_114942 12.90472 46.78695 650 1.33095238095238
HSD_AT_119396 11.54556 47.13445 1385 1.76844722968268
HSD_AT_119412 11.3325 47.02833 1280 1.42017543859649
HSD_AT_119792 10.39611 47.07444 1490 2.89077837992925
HSD_AT_120022 11.49944 47.275 560 1.3155692181446
HSD_AT_100206 9.98028 47.09555 886 1.2791268869849
HSD_AT_100263 10.02889 47.12889 951 2.02153291094685
HSD_AT_100313 9.74583 47.10806 1000 1.79627255031924
HSD_AT_100362 9.83778 47.23028 1138 3.74889348026869
HSD_AT_100370 9.76278 47.19528 547 2.27661287595862
HSD_AT_100404 9.58028 47.30278 423 1.8204370851048
HSD_AT_100412 9.74306 47.25694 1025 2.23458145846045
HSD_AT_100420 9.60278 47.46695 399 2.55092081031308
HSD_AT_100438 9.665 47.48167 400 2.30786163522013
HSD_AT_100446 9.66889 47.43361 404 1.88266897746967
HSD_AT_100453 9.74944 47.35111 1051 1.52651053864169
HSD_AT_100461 9.77611 47.39306 530 1.70615254951538
HSD_AT_100479 9.73861 47.40472 441 1.54621337755666
HSD_AT_100487 9.77417 47.46639 720 1.35874922093047
HSD_AT_100503 9.685 47.33556 857 1.69699074074074
HSD_AT_100529 9.68 47.35667 422 1.74444444444444
HSD_AT_100560 9.98 47.32306 807 1.56265477057538
HSD_AT_100602 9.93944 47.36722 705 1.79761435802912
HSD_AT_100628 9.80861 47.42111 1150 1.09019043590675
HSD_AT_100636 9.8775 47.40389 600 1.68334843451123
HSD_AT_100644 9.91194 47.43639 660 1.80122685185185
HSD_AT_100651 10.02833 47.37333 1040 1.40039183894068
HSD_AT_100685 10.03639 47.425 906 2.59653267025832
HSD_AT_100701 9.93944 47.46861 802 1.60256564015269
HSD_AT_100719 9.96139 47.50361 770 2.15230336533799
HSD_AT_100727 9.90194 47.5225 982 1.47033114809212
HSD_AT_100735 9.86139 47.49 710 1.78100972545834
HSD_AT_100776 9.7075 47.50444 400 1.76664245750574
HSD_AT_100792 9.81556 47.56222 929 1.50244858919177
HSD_AT_100800 9.75278 47.55028 425 2.8024649859944
HSD_AT_100826 10.08667 47.13222 1057 1.4773783922171
HSD_AT_100842 9.84917 47.45834 717 1.41858553038005
HSD_AT_100875 9.78528 47.21778 967 1.72251636777683
HSD_AT_100883 9.65472 47.35917 412 1.90491082795989
HSD_AT_100917 9.78472 47.19278 550 1.25062656641604
HSD_AT_100925 9.63583 47.21667 487 1.20055413469736
HSD_AT_100933 9.61222 47.20834 760 2.35738928282122
HSD_AT_100941 9.65833 47.30416 533 3.02234042553191
HSD_AT_100966 10.10417 47.19917 1510 1.41361362232794
HSD_AT_100974 9.78056 47.50861 1055 1.36360889876925
HSD_AT_101113 10.16333 47.17278 1707 1.85676998368679
HSD_AT_101121 10.13611 47.20472 1470 1.86003966286564
HSD_AT_101543 10.12444 47.31111 1216 1.80507857110987
HSD_AT_121053 9.69944 47.48222 401 2.32748025677735
