name year month day tmin tmax
HSD_CH_DLFEB 2024 10 28 10.9 7.9
HSD_CH_DLFEB 2024 10 29 11 8.5
HSD_CH_DLFEB 2024 10 30 10.6 9.2
HSD_CH_DLFEB 2024 10 31 10.5 8.4
HSD_CH_DLFEB 2024 11 12 1.5 1.3
HSD_CH_DLFEB 2024 11 18 5.9 5
HSD_CH_DLFEB 2024 11 19 3.8 2.5
HSD_CH_DLFEB 2024 11 20 -1.2 -1.5
HSD_CH_DLFEB 2024 11 21 -2.4 -5.9
HSD_CH_DLFEB 2024 11 22 -2.8 -4.2
HSD_CH_DLFEB 2024 11 25 3.1 0.1
HSD_CH_DLFEB 2024 11 26 4.7 3.1
HSD_CH_DLFEB 2024 12 4 0.8 0.7
HSD_CH_DLFEB 2024 12 19 2.6 2.5
HSD_CH_DLFEB 2024 12 20 0.1 -1.5
HSD_CH_DLFEB 2024 12 22 -0.3 -0.4
HSD_CH_DLFEB 2024 12 23 -1.2 -3
HSD_CH_DLFEB 2025 1 2 0.2 -3
HSD_CH_DLFEB 2025 1 3 -2.5 -3.4
HSD_CH_DLFEB 2025 1 5 -0.1 -3.5
HSD_CH_DLFEB 2025 1 6 1.9 -3.6
HSD_CH_DLFEB 2025 1 7 -0.1 -1.6
HSD_CH_DLFEB 2025 1 8 -0.1 -1.7
HSD_CH_DLFEB 2025 1 9 1.1 -0.3
HSD_CH_DLFEB 2025 1 10 -0.2 -2.1
HSD_CH_DLFEB 2025 1 11 -2.6 -4.4
HSD_CH_DLFEB 2025 1 19 0.5 -2.1
HSD_CH_DLFEB 2025 1 20 1.5 -3.3
HSD_CH_DLFEB 2025 1 22 0.2 -3.4
HSD_CH_DLFEB 2025 1 23 1.7 -0.3
HSD_CH_DLFEB 2025 1 25 0.2 -0.7
HSD_CH_DLFEB 2025 1 26 0.6 -1.1
HSD_CH_DLFEB 2025 1 27 1.6 -2.6
HSD_CH_DLFEB 2025 1 28 0.5 -1.2
HSD_CH_DLFEB 2025 1 29 0.4 -0.3
HSD_CH_DLFEB 2025 1 30 -2.2 -3
HSD_CH_DLFEB 2025 2 1 3.2 -4.4
HSD_CH_DLFEB 2025 2 2 -1.2 -1.4
HSD_CH_DLFEB 2025 2 4 1.9 -0.1
HSD_CH_DLFEB 2025 2 7 -1.3 -7.9
HSD_CH_DLFEB 2025 2 8 -0.4 -7.2
HSD_CH_DLFEB 2025 2 9 2.8 -4
HSD_CH_DLFEB 2025 2 10 4.2 -2.1
HSD_CH_DLFEB 2025 2 11 4.6 -3.1
HSD_CH_DLFEB 2025 2 12 4.6 -2.3
HSD_CH_DLFEB 2025 2 13 3.9 -3
HSD_CH_DLFEB 2025 2 14 -1.5 -5.1
HSD_CH_DLFEB 2025 2 16 0 -1.4
HSD_CH_DLFEB 2025 2 17 -0.7 -5
HSD_CH_DLFEB 2025 2 18 -0.4 -1.6
HSD_CH_DLFEB 2025 2 19 0.7 -8.2
HSD_CH_DLFEB 2025 2 20 2.1 1.2
HSD_CH_DLFEB 2025 2 21 3.4 0.9
HSD_CH_DLFEB 2025 2 22 3 -2.7
HSD_CH_DLFEB 2025 2 23 3.4 1.3
HSD_CH_DLFEB 2025 2 24 3 0.3
HSD_CH_DLFEB 2025 2 25 4.3 -3.6
HSD_CH_DLFEB 2025 2 26 3.2 -2.2
HSD_CH_DLFEB 2025 2 27 2 -0.4
HSD_CH_DLFEB 2025 2 28 1.3 -1.1
HSD_CH_DLFEB 2025 3 1 -0.4 -6.1
HSD_CH_DLFEB 2025 3 2 -0.6 -1.5
HSD_CH_DLFEB 2025 3 5 3.1 2
HSD_CH_DLFEB 2025 3 6 3.5 0
HSD_CH_DLFEB 2025 3 7 3 -0.6
HSD_CH_DLFEB 2025 3 8 2.1 1.1
HSD_CH_DLFEB 2025 3 9 3.4 -1.6
HSD_CH_DLFEB 2025 3 10 5.8 -3.3
HSD_CH_DLFEB 2025 3 11 5.4 -3.1
HSD_CH_DLFEB 2025 3 12 6.3 -3.9
HSD_CH_DLFEB 2025 3 13 5.3 -3.6
HSD_CH_DLFEB 2025 3 14 5.2 -3.8
HSD_CH_DLFEB 2025 3 15 6.8 -3.7
HSD_CH_DLFEB 2025 3 16 4 -3.5
HSD_CH_DLFEB 2025 3 17 2.3 1.9
HSD_CH_DLFEB 2025 3 18 0.7 -5.9
HSD_CH_DLFEB 2025 3 20 1.1 0.9
HSD_CH_DLFEB 2025 3 21 3.9 -0.4
HSD_CH_DLFEB 2025 3 22 6.7 -3.9
HSD_CH_DLFEB 2025 3 23 6.2 -2.8
HSD_CH_DLFEB 2025 3 24 4.3 0.3
HSD_CH_DLFEB 2025 3 25 4.8 3.1
HSD_CH_DLFEB 2025 3 26 8.1 2
HSD_CH_DLFEB 2025 3 27 7.1 3.7
HSD_CH_DLFEB 2025 3 28 5.5 5
HSD_CH_DLFEB 2025 3 29 9.3 0.7
HSD_CH_DLFEB 2025 3 30 10.4 3.6
HSD_CH_DLFEB 2025 3 31 8.3 2.9
HSD_CH_DLFEB 2025 4 1 3.8 0.8
HSD_CH_DLFEB 2025 4 2 7.2 -1.3
HSD_CH_DLFEB 2025 4 3 7.3 6.9
HSD_CH_DLFEB 2025 4 6 9.1 9
HSD_CH_DLFEB 2025 4 7 6.4 4.2
HSD_CH_DLFEB 2025 4 8 4.8 2.3
HSD_CH_DLFEB 2025 4 9 5.1 4.8
HSD_CH_DLFEB 2025 4 12 9.6 7.2
HSD_CH_DLFEB 2025 4 13 10.3 1.3
HSD_CH_DLFEB 2025 4 14 10.1 1.9
HSD_CH_DLFEB 2025 4 15 10.3 2.4
HSD_CH_DLFEB 2025 4 16 8.7 1.1
HSD_CH_DLFEB 2025 4 17 8.1 0.7
HSD_CH_DLFEB 2025 4 18 6.9 4.8
HSD_CH_DLFEB 2025 4 19 9.7 0.6
HSD_CH_DLFEB 2025 4 20 7.2 -0.4
HSD_CH_DLFEB 2025 4 21 6.9 4.4
HSD_CH_DLFEB 2025 4 22 7.8 7.7
HSD_CH_DLFEB 2025 4 23 8.5 6.6
HSD_CH_DLFEB 2025 4 24 9.4 4.1
HSD_CH_DLFEB 2025 4 25 9 5.1
HSD_CH_DLFEB 2025 4 27 11.3 5.3
HSD_CH_DLFEB 2025 4 28 10.1 8.6
HSD_CH_DLFEB 2025 4 29 9.8 9.6
HSD_CH_DLFEB 2025 5 3 11.1 9.8
HSD_CH_DLFEB 2025 5 4 10.8 8.7
HSD_CH_DLFEB 2025 5 5 8.4 3.7
HSD_CH_DLFEB 2025 5 6 8.6 3.4
HSD_CH_DLFEB 2025 5 7 8 3.1
HSD_CH_DLFEB 2025 5 8 6 2.5
HSD_CH_DLFEB 2025 5 9 5.4 1.2
HSD_CH_DLFEB 2025 5 10 7 5.5
HSD_CH_DLFEB 2025 5 12 9.4 6.6
HSD_CH_DLFEB 2025 5 13 8.2 7.1
HSD_CH_DLFEB 2025 5 14 7.9 7.8
HSD_CH_DLFEB 2025 5 20 11.7 5.5
HSD_CH_DLFEB 2025 5 21 10.9 9.1
HSD_CH_DLFEB 2025 5 22 9.3 5.2
HSD_CH_DLFEB 2025 5 23 8.2 5.6
HSD_CH_DLFEB 2025 5 26 12.1 10.9
HSD_CH_DLFEB 2025 5 27 11.1 9.9
HSD_CH_DLFEB 2025 6 1 13.2 12.5
HSD_CH_DLFEB 2025 6 2 12.3 7.6
HSD_CH_DLFEB 2025 6 3 11.1 8.1
HSD_CH_DLFEB 2025 6 4 10.4 4.8
HSD_CH_DLFEB 2025 6 5 11.1 5.9
HSD_CH_DLFEB 2025 6 6 10.8 8.2
HSD_CH_DLFEB 2025 6 7 11.5 7.7
HSD_CH_DLFEB 2025 6 26 15.4 14.4
HSD_CH_DLFEB 2025 7 3 17.3 17
HSD_CH_DLFEB 2025 7 4 18.5 18.2
HSD_CH_DLFEB 2025 7 5 18.4 13.1
HSD_CH_DLFEB 2025 7 6 16.2 12
HSD_CH_DLFEB 2025 7 7 13.6 12.9
HSD_CH_DLFEB 2025 7 8 12.6 6.2
HSD_CH_DLFEB 2025 7 11 13 12.8
HSD_CH_DLFEB 2025 7 12 15.7 12.1
HSD_CH_DLFEB 2025 7 13 16.4 9.4
HSD_CH_DLFEB 2025 7 14 16.4 14.8
HSD_CH_DLFEB 2025 7 15 17.4 14.7
HSD_CH_DLFEB 2025 7 16 17.6 14.6
HSD_CH_DLFEB 2025 7 17 17.4 15.9
HSD_CH_DLFEB 2025 7 19 17.4 11
HSD_CH_DLFEB 2025 7 20 17.6 11
HSD_CH_DLFEB 2025 7 21 15.4 12.6
HSD_CH_DLFEB 2025 7 23 15.7 12.3
HSD_CH_DLFEB 2025 7 24 14.8 10.1
HSD_CH_DLFEB 2025 7 25 13.3 9
HSD_CH_DLFEB 2025 7 26 14.8 9.1
HSD_CH_DLFEB 2025 7 27 15.3 11.2
HSD_CH_DLFEB 2025 7 28 14.2 8.4
HSD_CH_DLFEB 2025 7 29 13.3 10.4
HSD_CH_DLFEB 2025 7 30 12.1 10
HSD_CH_DLFEB 2025 7 31 13.7 12.9
HSD_CH_DLFEB 2025 8 1 15.4 11.1
HSD_CH_DLFEB 2025 8 2 15.5 8.4
HSD_CH_DLFEB 2025 8 3 14.2 10.3
HSD_CH_DLFEB 2025 8 4 13.9 13.7
HSD_CH_DLFEB 2025 8 5 16 14.2
HSD_CH_DLFEB 2025 8 6 16.1 12.5
HSD_CH_DLFEB 2025 8 7 17.3 14
HSD_CH_DLFEB 2025 8 8 16.9 16.7
HSD_CH_DLFEB 2025 8 11 20.3 19.2
HSD_CH_DLFEB 2025 8 12 20.3 19.2
HSD_CH_DLFEB 2025 8 14 19.9 18.7
HSD_CH_DLFEB 2025 8 15 19.4 19.2
HSD_CH_DLFEB 2025 8 16 18.9 18.6
HSD_CH_DLFEB 2025 8 17 18.4 17.1
HSD_CH_DLFEB 2025 8 18 16.3 15.3
HSD_CH_DLFEB 2025 8 19 17.9 14.5
HSD_CH_DLFEB 2025 8 20 15.8 8.8
HSD_CH_DLFEB 2025 8 21 14.6 9.5
HSD_CH_DLFEB 2025 8 22 16.2 12.8
HSD_CH_DLFEB 2025 8 23 14.1 12.6
HSD_CH_DLFEB 2025 8 24 13 8.6
HSD_CH_DLFEB 2025 8 25 13.3 12.1
HSD_CH_DLFEB 2025 8 26 13.9 13.8
HSD_CH_DLFEB 2025 8 27 18 9.1
HSD_CH_DLFEB 2025 8 28 16.4 7.3
HSD_CH_DLFEB 2025 8 29 13.7 6.9
HSD_CH_DLFEB 2025 8 30 12.6 8.9
HSD_CH_DLFEB 2025 8 31 12 10.8
HSD_CH_DLFEB 2025 9 1 15.9 5.3
HSD_CH_DLFEB 2025 9 2 13.5 8.7
HSD_CH_DLFEB 2025 9 3 13.6 11.2
HSD_CH_DLFEB 2025 9 4 14.6 10.2
HSD_CH_DLFEB 2025 9 5 13 8.8
HSD_CH_DLFEB 2025 9 6 11.7 10.7
HSD_CH_DLFEB 2025 9 7 13.3 12.1
HSD_CH_DLFEB 2025 9 8 15.1 11.5
HSD_CH_DLFEB 2025 9 9 16.5 8
HSD_CH_DLFEB 2025 9 10 15.1 8
HSD_CH_DLFEB 2025 9 11 13.8 9.1
HSD_CH_DLFEB 2025 9 12 13.5 8.9
HSD_CH_DLFEB 2025 9 13 13.7 6.7
HSD_CH_DLFEB 2025 9 14 13.5 9.8
HSD_CH_DLFEB 2025 9 15 15.1 11
HSD_CH_DLFEB 2025 9 16 14.6 11.6
HSD_CH_DLFEB 2025 9 17 13.4 10.7
HSD_CH_DLFEB 2025 9 18 15 12.4
HSD_CH_DLFEB 2025 9 20 15.6 13.3
HSD_CH_DLFEB 2025 9 21 17 8.1
HSD_CH_DLFEB 2025 9 22 15.8 5.3
HSD_CH_DLFEB 2025 9 23 11 5
HSD_CH_DLFEB 2025 9 24 9.6 3.3
HSD_CH_DLFEB 2025 9 25 8.4 1
HSD_CH_DLFEB 2025 9 26 9.1 -1.5
HSD_CH_DLFEB 2025 9 27 7.6 1
HSD_CH_DLFEB 2025 9 28 7.1 6.7
HSD_CH_DLFEB 2025 9 29 8.4 7.2
HSD_CH_DLFEB 2025 9 30 8.2 6.4
HSD_CH_DLFEB 2025 10 1 8 5.8
HSD_CH_DLFEB 2025 10 2 5.9 4
HSD_CH_DLFEB 2025 10 3 6.3 4.1
HSD_CH_DLFEB 2025 10 4 9.8 5.7
HSD_CH_DLFEB 2025 10 5 8.9 2.6
HSD_CH_DLFEB 2025 10 6 9 5.8
HSD_CH_DLFEB 2025 10 7 12 10.3
HSD_CH_DLFEB 2025 10 8 10.8 9.1
HSD_CH_DLFEB 2025 10 9 11 9
HSD_CH_DLFEB 2025 10 10 11 9.9
HSD_CH_DLFEB 2025 10 11 12 10.1
HSD_CH_DLFEB 2025 10 12 10.8 8.2
HSD_CH_DLFEB 2025 10 13 10.4 6.9
HSD_CH_DLFEB 2025 10 14 10.3 5.9
HSD_CH_DLFEB 2025 10 15 10.6 5.9
HSD_CH_DLFEB 2025 10 16 10 4.8
HSD_CH_DLFEB 2025 10 17 8.5 3
HSD_CH_DLFEB 2025 10 18 7.5 5.2
HSD_CH_DLFEB 2025 10 19 10.9 0.7
HSD_CH_DLFEB 2025 10 20 9.3 -0.6
HSD_CH_DLFEB 2025 10 21 8.9 1.9
HSD_CH_DLFEB 2025 10 22 10.8 3.2
HSD_CH_DLFEB 2025 10 23 9.4 1.4
HSD_CH_DLFEB 2025 10 24 7.1 0.6
HSD_CH_DLFEB 2025 10 25 7.7 1
HSD_CH_DLFEB 2025 10 26 6.1 0.9
HSD_CH_DLFEB 2025 10 27 6.8 -1.1
HSD_CH_DLFEB 2025 10 28 6.7 6
HSD_CH_DLFEB 2025 10 29 5.8 0.1
HSD_CH_DLFEB 2025 10 30 8.9 4.4
HSD_CH_DLFEB 2025 10 31 11.1 4.7
HSD_CH_DLFEB 2025 11 1 11 6.8
HSD_CH_DLFEB 2025 11 2 7.3 4.9
HSD_CH_DLFEB 2025 11 14 4.6 4.5
HSD_CH_DLFEB 2025 11 15 8.4 3.2
HSD_CH_DLFEB 2025 11 16 7.5 2.4
HSD_CH_DLFEB 2025 11 18 -0.1 -0.3
HSD_CH_DLFEB 2025 11 19 0.5 -3.2
HSD_CH_DLFEB 2025 11 20 -1 -3.7
HSD_CH_DLFEB 2025 11 21 -2.8 -5.7
HSD_CH_DLFEB 2025 11 24 -1 -4.4
HSD_CH_DLFEB 2025 11 25 0 -1.4
HSD_CH_DLFEB 2025 11 26 0.4 -2
HSD_CH_DLFEB 2025 11 30 2.5 1.8
HSD_CH_DLFEB 2025 12 1 4.4 1.5
HSD_CH_DLFEB 2025 12 2 4.1 1.3
HSD_CH_DLFEB 2025 12 3 3.5 1.1
HSD_CH_DLFEB 2025 12 4 4.3 0.7
HSD_CH_DLFEB 2025 12 16 3.7 0.9
HSD_CH_DLFEB 2025 12 17 5.1 3.7
HSD_CH_DLFEB 2025 12 18 5.3 3
HSD_CH_DLFEB 2025 12 19 4.3 3.8
HSD_CH_DLFEB 2025 12 20 5 4.8
HSD_CH_DLFEB 2025 12 21 5.1 3.1
HSD_CH_DLFEB 2025 12 22 2.9 1.5
HSD_CH_DLFEB 2025 12 24 2.4 1.7
HSD_CH_DLFEB 2025 12 25 2.6 -0.4
HSD_CH_DOL 1950 4 22 1.8 1.4
HSD_CH_DOL 1950 4 23 0.5 0.1
HSD_CH_DOL 1950 9 1 5.6 5.2
HSD_CH_DOL 1950 10 28 -3.7 -4.2
HSD_CH_DOL 1951 5 14 -0.1 -0.2
HSD_CH_DOL 1951 6 9 5 4.9
HSD_CH_DOL 1951 6 23 8.5 8
HSD_CH_DOL 1951 7 16 6.3 4.7
HSD_CH_DOL 1951 8 21 7.3 7.1
HSD_CH_DOL 1952 3 21 0.5 0
HSD_CH_DOL 1952 4 24 0.4 -0.1
HSD_CH_DOL 1953 6 10 5 3.8
HSD_CH_DOL 1954 4 6 -4.5 -5.4
HSD_CH_DOL 1954 4 9 -1.6 -2.8
HSD_CH_DOL 1954 7 1 6.5 6.2
HSD_CH_DOL 1954 8 21 8 5.8
HSD_CH_DOL 1954 9 12 11 10.5
HSD_CH_DOL 1955 6 4 7.3 7.2
HSD_CH_DOL 1956 4 14 2.5 2
HSD_CH_DOL 1956 4 22 -0.8 -1.1
HSD_CH_DOL 1956 7 2 9 8.4
HSD_CH_DOL 1956 7 11 6.3 5.8
HSD_CH_DOL 1956 7 19 9.3 9
HSD_CH_DOL 1956 8 7 7.6 7.4
HSD_CH_DOL 1957 8 13 9.2 8.6
HSD_CH_DOL 1957 9 30 2.8 2.3
HSD_CH_DOL 1958 4 16 -2.1 -2.7
HSD_CH_DOL 1958 4 17 -3.5 -3.7
HSD_CH_DOL 1958 6 21 8.7 7.9
HSD_CH_DOL 1958 6 26 6.6 6.3
HSD_CH_DOL 1958 10 21 -0.3 -0.6
HSD_CH_DOL 1959 1 8 -3.7 -4.2
HSD_CH_DOL 1959 3 4 1.3 0.8
HSD_CH_DOL 1959 3 7 0.8 -1.1
HSD_CH_DOL 1959 3 12 -0.6 -2.5
HSD_CH_DOL 1959 3 25 2.6 0.7
HSD_CH_DOL 1959 4 7 0.7 0
HSD_CH_DOL 1959 4 9 0.5 0.1
HSD_CH_DOL 1959 4 19 0.7 -0.9
HSD_CH_DOL 1959 4 30 0.4 -0.8
HSD_CH_DOL 1959 6 8 8.5 8.2
HSD_CH_DOL 1959 8 22 9 8.7
HSD_CH_DOL 1959 10 11 4.4 4
HSD_CH_DOL 1959 10 28 -0.7 -1.5
HSD_CH_DOL 1959 10 29 -1.5 -2.5
HSD_CH_DOL 1960 3 2 -1.4 -2.1
HSD_CH_DOL 1960 3 9 -2.2 -2.5
HSD_CH_DOL 1960 7 11 8.9 8.7
HSD_CH_DOL 1960 7 18 12.1 11.5
HSD_CH_DOL 1960 9 4 9.6 8.1
HSD_CH_DOL 1960 9 5 7.1 6.8
HSD_CH_DOL 1960 9 20 4.7 3.4
HSD_CH_DOL 1960 10 10 3.9 3.6
HSD_CH_DOL 1960 10 16 -1.3 -1.5
HSD_CH_DOL 1960 11 28 1.8 1.7
HSD_CH_DOL 1961 4 14 4.8 4.7
HSD_CH_DOL 1961 4 23 1.9 0.7
HSD_CH_DOL 1961 4 26 2.7 2.1
HSD_CH_DOL 1961 5 27 4.5 3.2
HSD_CH_DOL 1961 6 3 4.5 4.4
HSD_CH_DOL 1961 6 27 10.6 10.4
HSD_CH_DOL 1961 7 28 11.4 10.7
HSD_CH_DOL 1961 8 7 11.2 10.7
HSD_CH_DOL 1961 10 7 5.4 3.5
HSD_CH_DOL 1961 10 17 5.3 5.2
HSD_CH_DOL 1961 10 19 -2.4 -2.5
HSD_CH_DOL 1962 2 14 -8.2 -8.3
HSD_CH_DOL 1962 3 1 -5.5 -6.6
HSD_CH_DOL 1962 3 2 -5.8 -6.7
HSD_CH_DOL 1962 3 5 -3.1 -3.6
HSD_CH_DOL 1962 3 13 -6.9 -7.2
HSD_CH_DOL 1962 3 31 2.7 2.2
HSD_CH_DOL 1962 4 5 -2.7 -3.6
HSD_CH_DOL 1962 5 19 4.6 4.2
HSD_CH_DOL 1962 6 1 2.4 0.3
HSD_CH_DOL 1962 9 7 11.7 11
HSD_CH_DOL 1962 9 16 10.2 9.5
HSD_CH_DOL 1962 9 27 7.1 4.6
HSD_CH_DOL 1962 10 29 -1.5 -1.8
HSD_CH_DOL 1962 11 22 -4.3 -4.8
HSD_CH_DOL 1962 12 22 -2.8 -3.4
HSD_CH_DOL 1963 3 12 -0.8 -1.9
HSD_CH_DOL 1963 3 20 -1.3 -1.7
HSD_CH_DOL 1963 3 21 -2.2 -4.3
HSD_CH_DOL 1963 3 22 -2.5 -4.4
HSD_CH_DOL 1963 3 23 -4.8 -5.6
HSD_CH_DOL 1963 3 27 0 -1.6
HSD_CH_DOL 1963 3 31 -2.9 -3
HSD_CH_DOL 1963 4 7 -1.3 -3.3
HSD_CH_DOL 1963 5 23 3.1 2.5
HSD_CH_DOL 1963 6 8 6.2 4.5
HSD_CH_DOL 1963 6 23 9.4 9
HSD_CH_DOL 1963 6 28 9.7 9.3
HSD_CH_DOL 1963 8 17 7.3 5.8
HSD_CH_DOL 1963 8 18 3.8 3.5
HSD_CH_DOL 1963 8 27 8.2 8.1
HSD_CH_DOL 1963 9 6 5.8 5.5
HSD_CH_DOL 1963 9 25 7.8 6.3
HSD_CH_DOL 1963 11 16 1.1 1
HSD_CH_DOL 1964 2 20 -3.1 -3.5
HSD_CH_DOL 1964 2 27 0.8 0.3
HSD_CH_DOL 1964 3 5 -6 -8
HSD_CH_DOL 1964 3 6 -8.9 -9.1
HSD_CH_DOL 1964 3 15 -0.5 -0.7
HSD_CH_DOL 1964 3 16 -2.5 -3.8
HSD_CH_DOL 1964 3 20 1.2 1.1
HSD_CH_DOL 1964 3 25 1.6 0.1
HSD_CH_DOL 1964 3 26 -1.3 -1.7
HSD_CH_DOL 1964 3 27 -3.1 -3.7
HSD_CH_DOL 1964 4 5 -0.6 -1
HSD_CH_DOL 1964 4 6 -1.5 -3.7
HSD_CH_DOL 1964 5 14 9.1 8.8
HSD_CH_DOL 1964 9 6 8 7.6
HSD_CH_DOL 1964 9 27 9 7.7
HSD_CH_DOL 1964 12 19 -2.4 -2.5
HSD_CH_DOL 1965 3 2 -5.5 -7.3
HSD_CH_DOL 1965 3 21 1.4 0.6
HSD_CH_DOL 1965 3 23 1.3 0.5
HSD_CH_DOL 1965 3 24 0 -0.6
HSD_CH_DOL 1965 4 11 0.9 0.5
HSD_CH_DOL 1965 4 18 -0.6 -0.9
HSD_CH_DOL 1965 4 19 -3.2 -4.2
HSD_CH_DOL 1965 5 19 2.7 1.4
HSD_CH_DOL 1965 5 27 4.7 4.6
HSD_CH_DOL 1965 6 4 4.6 4.3
HSD_CH_DOL 1965 6 5 4.9 3.4
HSD_CH_DOL 1965 6 10 3.9 3.6
HSD_CH_DOL 1965 7 25 10.3 10.2
HSD_CH_DOL 1965 8 14 8.9 6.9
HSD_CH_DOL 1965 8 22 8.1 7.9
HSD_CH_DOL 1965 9 1 5.8 3.5
HSD_CH_DOL 1965 9 9 7.9 7.4
HSD_CH_DOL 1965 10 17 5.1 4.7
HSD_CH_DOL 1966 3 1 -2.1 -2.3
HSD_CH_DOL 1966 3 4 -2.3 -2.8
HSD_CH_DOL 1966 3 5 -1.9 -2.1
HSD_CH_DOL 1966 3 24 -1.1 -1.4
HSD_CH_DOL 1966 3 25 -5.6 -5.8
HSD_CH_DOL 1966 3 28 -0.5 -1.4
HSD_CH_DOL 1966 4 20 1.4 0.7
HSD_CH_DOL 1966 4 21 -0.3 -1
HSD_CH_DOL 1966 4 25 0.7 0
HSD_CH_DOL 1966 7 17 7.2 6
HSD_CH_DOL 1966 7 18 4.1 3.7
HSD_CH_DOL 1966 8 15 12 10.5
HSD_CH_DOL 1966 9 30 8.8 7.7
HSD_CH_DOL 1966 10 19 3.4 3.1
HSD_CH_DOL 1966 10 26 4.5 4.2
HSD_CH_DOL 1966 10 27 0 -0.2
HSD_CH_DOL 1966 10 29 0.2 -1.2
HSD_CH_DOL 1966 10 30 -1 -2
HSD_CH_DOL 1967 1 2 0.4 0.3
HSD_CH_DOL 1967 3 1 -0.1 -0.3
HSD_CH_DOL 1967 3 13 -1.6 -4.2
HSD_CH_DOL 1967 3 18 -2.3 -3.4
HSD_CH_DOL 1967 3 19 -4.3 -4.5
HSD_CH_DOL 1967 3 20 -3.3 -3.5
HSD_CH_DOL 1967 4 6 -1.6 -2.6
HSD_CH_DOL 1967 5 2 0.8 0.6
HSD_CH_DOL 1967 6 8 7 5.1
HSD_CH_DOL 1967 9 15 5.5 3.7
HSD_CH_DOL 1967 9 16 4.9 4.6
HSD_CH_DOL 1967 12 25 0.4 -0.2
HSD_CH_DOL 1968 2 16 -2.5 -2.9
HSD_CH_DOL 1968 3 3 -3.9 -5.5
HSD_CH_DOL 1968 3 6 -3.6 -5.4
HSD_CH_DOL 1968 3 11 -2.7 -3.4
HSD_CH_DOL 1968 3 12 -4.4 -4.5
HSD_CH_DOL 1968 4 3 -0.5 -1.9
HSD_CH_DOL 1968 4 24 5.8 4.9
HSD_CH_DOL 1968 7 3 10.2 9.8
HSD_CH_DOL 1968 7 17 5 4.5
HSD_CH_DOL 1968 8 2 10.6 9.2
HSD_CH_DOL 1968 9 15 7.8 7.3
HSD_CH_DOL 1968 9 21 8 7.5
HSD_CH_DOL 1968 9 28 5.6 5.2
HSD_CH_DOL 1968 11 4 1.5 0.7
HSD_CH_DOL 1968 11 18 -7 -7.2
HSD_CH_DOL 1968 12 11 -4.2 -4.4
HSD_CH_DOL 1969 3 14 1.3 -0.5
HSD_CH_DOL 1969 3 23 -1.6 -2.2
HSD_CH_DOL 1969 3 24 -3.8 -5.7
HSD_CH_DOL 1969 3 25 -5.2 -6.3
HSD_CH_DOL 1969 3 28 -5.2 -5.9
HSD_CH_DOL 1969 4 23 -0.6 -0.8
HSD_CH_DOL 1969 4 27 5.1 3
HSD_CH_DOL 1969 5 6 3.1 1.5
HSD_CH_DOL 1969 5 16 7.6 6.9
HSD_CH_DOL 1969 6 4 2.8 2.5
HSD_CH_DOL 1969 6 24 4.3 3.4
HSD_CH_DOL 1970 1 31 -2.8 -3
HSD_CH_DOL 1970 3 15 -4.6 -5.1
HSD_CH_DOL 1970 4 7 -3.5 -4.1
HSD_CH_DOL 1970 4 19 2.5 2
HSD_CH_DOL 1970 4 20 -0.2 -0.5
HSD_CH_DOL 1970 6 28 9.2 9.1
HSD_CH_DOL 1970 9 11 8.8 8.6
HSD_CH_DOL 1970 10 1 4.8 4.2
HSD_CH_DOL 1970 10 20 -0.6 -1.7
HSD_CH_DOL 1971 2 2 -6.6 -6.9
HSD_CH_DOL 1971 3 4 -10.4 -10.6
HSD_CH_DOL 1971 3 15 -3.9 -4.2
HSD_CH_DOL 1971 3 21 -2.8 -3.3
HSD_CH_DOL 1971 3 22 -2.7 -3.2
HSD_CH_DOL 1971 3 23 -2.1 -2.7
HSD_CH_DOL 1971 4 24 1.7 -1.6
HSD_CH_DOL 1971 4 27 2.6 1.4
HSD_CH_DOL 1971 6 6 7.1 7
HSD_CH_DOL 1971 6 11 3.3 3
HSD_CH_DOL 1971 6 24 10.3 9.9
HSD_CH_DOL 1971 6 30 5.4 4.5
HSD_CH_DOL 1971 10 14 6.7 5.1
HSD_CH_DOL 1971 11 9 -0.3 -1.6
HSD_CH_DOL 1971 11 10 -1 -1.2
HSD_CH_DOL 1971 11 12 -1.3 -2.1
HSD_CH_DOL 1971 11 13 -1.4 -1.9
HSD_CH_DOL 1971 11 19 -0.7 -1.6
HSD_CH_DOL 1971 12 29 -0.9 -1.4
HSD_CH_DOL 1972 1 22 -4 -4.6
HSD_CH_DOL 1972 2 9 -1.6 -2.8
HSD_CH_DOL 1972 3 11 -1.3 -1.8
HSD_CH_DOL 1972 3 12 -1.4 -2.8
HSD_CH_DOL 1972 3 27 -1.1 -1.5
HSD_CH_DOL 1972 4 11 -0.8 -1.4
HSD_CH_DOL 1972 4 24 2.4 1.6
HSD_CH_DOL 1972 5 15 0.1 -0.4
HSD_CH_DOL 1972 6 10 4.4 4.1
HSD_CH_DOL 1972 9 10 8.2 8
HSD_CH_DOL 1972 10 28 1.5 0.8
HSD_CH_DOL 1972 11 23 -0.3 -0.9
HSD_CH_DOL 1972 11 24 -3 -4.2
HSD_CH_DOL 1973 2 11 -5.4 -6.2
HSD_CH_DOL 1973 2 24 -4.6 -5.8
HSD_CH_DOL 1973 3 7 -5.4 -5.6
HSD_CH_DOL 1973 3 26 0.1 -1.4
HSD_CH_DOL 1973 3 30 -0.6 -2.4
