name lon lat ele num
HSD_IT_BZ_La_Villa_in_Badia_Osservatore 11.90707591 46.58363024 1390 1
HSD_IT_BZ_Monte_Maria_Osservatore 10.52099558 46.70625056 1335 1
HSD_IT_BZ_Plata_Osservatore 11.17696798 46.82284696 1130 1
HSD_IT_BZ_S_Maddalena_in_Casies_Osservatore 12.23981675 46.83497359 1403 1
HSD_IT_BZ_San_Candido_Osservatore 12.27986491 46.73298667 1236 1
HSD_IT_BZ_San_Martino_Osservatore 11.41450085 46.70104913 1365 3
HSD_IT_BZ_Sesto_Osservatore 12.357688 46.691541 1322 3
HSD_IT_BZ_Valluzza_Osservatore 11.66281012 46.62357387 1350 6
HSD_IT_BZ_Vanga_Osservatore 11.3974726 46.55179481 920 2
HSD_IT_FVG_Aupa 13.299883 46.505177 900 46
HSD_IT_FVG_Casetta_in_Canada 12.9553 46.5919 1000 2
HSD_IT_FVG_Cave_del_Predil 13.5714 46.4403 910 1
HSD_IT_FVG_Claut 12.5142 46.2661 610 4
HSD_IT_FVG_Collina 12.8508 46.5886 1250 12
HSD_IT_FVG_Florianca 13.562777 46.506111 1658 63
HSD_IT_FVG_Gilberti 13.462498 46.371666 1840 330
HSD_IT_FVG_Lussari 13.52 46.481944 1770 192
HSD_IT_FVG_Monte_Zoncolan 12.926251 46.502355 1750 404
HSD_IT_FVG_Passo_del_Predil 13.578135 46.418514 1156 68
HSD_IT_FVG_Passo_Pramollo 13.275252 46.559823 1530 67
HSD_IT_FVG_Paularo 13.113888 46.531111 690 2
HSD_IT_FVG_Piancavallo 12.5161 46.1069 1280 66
HSD_IT_FVG_Pontebba 13.300555 46.497222 545 3
HSD_IT_FVG_Pradibosco 12.688888 46.509444 1230 24
HSD_IT_FVG_Prescudin 12.488888 46.192222 640 6
HSD_IT_FVG_Ravascletto 12.917483 46.519558 913 1
HSD_IT_FVG_Rifugio_Arneri 12.4967 46.109336 1610 478
HSD_IT_FVG_Rifugio_Zacchi 13.684293 46.459243 1380 57
HSD_IT_FVG_Sauris_di_Sopra 12.679722 46.468333 1425 20
HSD_IT_FVG_Sauris_di_Sopra_2 12.681944 46.467222 1420 18
HSD_IT_FVG_Sella_Lius 13.0853 46.5375 1010 5
HSD_IT_FVG_Sella_Nevea 13.47604 46.3906 1174 4
HSD_IT_FVG_Varmost 12.561388 46.45 1440 142
HSD_IT_PIE_AL_PIANI_DI_CARREGA 9.1875 44.61361 1245 47
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 8.53917 44.51833 773 75
HSD_IT_PIE_BI_BIELMONTE 8.07583 45.66111 1480 28
HSD_IT_PIE_BI_CAMPARIENT 8.085 45.73222 1515 19
HSD_IT_PIE_BI_GRAGLIA 7.95 45.56917 1005 13
HSD_IT_PIE_CN_ACCEGLIO_CHIAPPERA_MAN 6.95 44.4875 1661 6
HSD_IT_PIE_CN_ACCEGLIO_COLLET 6.90766 44.52081 1984 1
HSD_IT_PIE_CN_CASTELMAGNO 7.16806 44.4 1755 3
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 7.17667 44.39861 1630 3
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 6.97861 44.68083 2685 29
HSD_IT_PIE_CN_COLLE_LOMBARDA 7.14778 44.20778 2305 52
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 7.52722 44.37 575 10
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 7.33417 44.16111 2020 32
HSD_IT_PIE_CN_ELVA 7.08917 44.54611 1770 18
HSD_IT_PIE_CN_ELVA_B_TA_CLARI_MAN 7.07917 44.54472 1550 4
HSD_IT_PIE_CN_ELVA_B_TA_MEIRA_MAN 7.07778 44.54556 1700 6
HSD_IT_PIE_CN_ENTRACQUE_CHIOTAS_MAN 7.33389 44.16806 1970 20
HSD_IT_PIE_CN_FEISOGLIO 8.11222 44.54583 770 67
HSD_IT_PIE_CN_GARDETTA 7.01194 44.40917 2337 29
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 7.59102 44.16182 1885 42
HSD_IT_PIE_CN_LIMONE_PANCANI_2008m 7.59528 44.1575 2008 60
HSD_IT_PIE_CN_MONVISO_FINO_2010 7.08827 44.66025 3325 67
HSD_IT_PIE_CN_ORMEA_STANTI 7.8544 44.1872 1928 80
HSD_IT_PIE_CN_PAESANA 7.26276 44.66148 1257 28
HSD_IT_PIE_CN_PAESANA_PRATO_GUGLIELMO_MAN 7.24722 44.67167 1200 14
HSD_IT_PIE_CN_PALANFRE 7.48861 44.19333 1625 5
HSD_IT_PIE_CN_PIAGGIA 7.73139 44.07167 1645 29
HSD_IT_PIE_CN_PIAN_DELLE_BARACCHE 7.13333 44.54889 2135 34
HSD_IT_PIE_CN_PIAN_GIASSET 7.12861 44.68944 2150 37
HSD_IT_PIE_CN_PRIERO 8.10806 44.37722 610 3
HSD_IT_PIE_CN_RIFUGIO_MONDOVI 7.73222 44.19167 1760 1
HSD_IT_PIE_SV_SETTEPANI 8.19472 44.23611 1375 179
HSD_IT_PIE_TO_BARCENISIO 6.985 45.19167 1525 55
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 6.70423 45.06426 1585 13
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 6.70803 45.10627 2045 39
HSD_IT_PIE_TO_CAMINI_FREJUS 6.68861 45.11722 1740 5
HSD_IT_PIE_TO_CERESOLE_REALE_MAN 7.24444 45.43 1573 2
HSD_IT_PIE_TO_CHATEAU_BEAULARD 6.75384 45.02621 1831 38
HSD_IT_PIE_TO_CLAVIERE 6.75556 44.93361 2030 21
HSD_IT_PIE_TO_CLOT_DELLA_SOMA 6.94167 44.98278 2150 18
HSD_IT_PIE_TO_COLLE_BARANT 7.06056 44.77444 2294 52
HSD_IT_PIE_TO_COLLE_BERCIA 6.78306 44.92111 2200 36
HSD_IT_PIE_TO_COLLERETTO 7.65944 45.44222 1240 25
HSD_IT_PIE_TO_GRANGE_MARTINA 6.975 45.15778 1967 50
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 7.392851 45.486076 2365 1
HSD_IT_PIE_TO_LAGO_DIETRO_LA_TORRE 7.16417 45.25917 2360 12
HSD_IT_PIE_TO_LAGO_PILONE 6.87611 45.00222 2280 32
HSD_IT_PIE_TO_LE_SELLE 6.91722 45.05444 1980 33
HSD_IT_PIE_TO_LOCANA_EUGIO_MAN 7.4425 45.45889 1900 14
HSD_IT_PIE_TO_LOCANA_TELESSIO_MAN 7.37278 45.48361 1940 3
HSD_IT_PIE_TO_MALCIAUSSIA 7.14833 45.20778 1800 13
HSD_IT_PIE_TO_MONCENISIO_LAGO_MAN 6.94389 45.22389 2000 28
HSD_IT_PIE_TO_PRAGELATO 6.92306 44.99139 1620 4
HSD_IT_PIE_TO_PRERICHARD 6.71639 45.075 1302 5
HSD_IT_PIE_TO_RIFUGIO_GASTALDI 7.14333 45.29806 2659 6
HSD_IT_PIE_TO_RIFUGIO_VACCARONE 6.91639 45.15417 2745 30
HSD_IT_PIE_TO_ROCHEMOLLES_LAGO_MAN 6.76611 45.13056 1950 12
HSD_IT_PIE_TO_ROSONE 7.41951 45.43526 701 1
HSD_IT_PIE_TO_SALBERTRAND 6.89389 45.07111 1010 1
HSD_IT_PIE_TO_SAN_SICARIO 6.83611 44.9675 2087 27
HSD_IT_PIE_TO_SESTRIERE 6.87472 44.95111 2020 16
HSD_IT_PIE_TO_SESTRIERE_BANCHETTA 6.91111 44.95444 2480 31
HSD_IT_PIE_TO_SOMMEILLER 6.84353 45.13244 2981 31
HSD_IT_PIE_TO_USSEGLIO_CAPOLUOGO_MAN 7.24361 45.20528 1260 62
HSD_IT_PIE_TO_USSEGLIO_MALCIAUSSIA_MAN 7.14389 45.20667 1815 17
HSD_IT_PIE_TO_VAL_CLAREA 6.9634 45.14074 1040 2
HSD_IT_PIE_VB_ANTRONA_LAGO_CAMPOSECCO_MAN 8.05056 46.05917 2325 3
HSD_IT_PIE_VB_FORMAZZA 8.35833 46.43333 2453 5
HSD_IT_PIE_VB_FORMAZZA_LAGO_SABBIONE_MAN 8.34944 46.42167 2470 7
HSD_IT_PIE_VB_FORMAZZA_TOGGIA_MAN 8.42889 46.435 2165 1
HSD_IT_PIE_VB_LARECCHIO 8.43139 46.20472 1860 1
HSD_IT_PIE_VB_PASSO_DEL_MORO 7.97639 45.99694 2820 5
HSD_IT_VDA_AO_CHAMOIS-LAC_DE_LOU_1080 7.62275 45.8446 2020 1
HSD_IT_VDA_AO_COGNE-GRAND_CROT_1160 7.36744 45.588 2279 3
HSD_IT_VDA_AO_COURMAYEUR-FERRACHET_1170 7.02754 45.8668 2290 2
HSD_IT_VDA_AO_COURMAYEUR-MONT_DE_LA_SAXE_1200 6.98204 45.817 2120 1
HSD_IT_VDA_AO_GRESSAN-PILA_LEISSE_1250 7.30885 45.6643 2280 4
HSD_IT_VDA_AO_GRESSONEY_SAINT_JEAN-LAGO_DI_SEEBNA_2560 7.905219 45.740697 2270 28
HSD_IT_VDA_AO_GRESSONEY-SAINT_JEAN_WEISSMATTEN_1300 7.82505 45.7484 2038 1
HSD_IT_VDA_AO_LA_THUILE-LA_GRANDE_TETE_1340 6.91591 45.6837 2430 12
HSD_IT_VDA_AO_MORGEX-LAVANCHER_1390 7.02014 45.7952 2842 7
HSD_IT_VDA_AO_NUS-SAINT_BARTHELEMY_OSSERVATORIO_3080 7.47806 45.79 1675 5
HSD_IT_VDA_AO_PRE_SAINT_DIDIER-PLAN_PRAZ_1500 6.95213 45.7547 2118 5
HSD_IT_VDA_AO_SAINT_PIERRE-LAGO_DELLE_RANE_2530 7.19172 45.7636 2395 9
HSD_IT_VDA_AO_SAINT_RHEMY_EN_BOSSES-GRAN_SAN_BERNARDO_1600 7.15363 45.8695 2360 3
HSD_IT_VDA_AO_VALTOURNENCHE-GRANDES_MURAILLES_1710 7.60298 45.9295 2566 1
HSD_IT_VDA_AO_VALTOURNENCHE-LAGO_GOILLET_1700 7.66271 45.9313 2541 1
HSD_IT_VEN_BL_CASERA_COLTRONDO_395 12.44352778 46.66519444 1929 99
HSD_IT_VEN_BL_CASERA_DOANA_389 12.54097222 46.48119444 1887 206
HSD_IT_VEN_BL_CASERA_PALANTINA_397 12.47588889 46.11894444 1492 230
HSD_IT_VEN_BL_CIMA_PRADAZZO_383 11.82266667 46.3559 2195 12
HSD_IT_VEN_BL_COL_DEI_BALDI_384 12.07313333 46.41521667 1913 42
HSD_IT_VEN_BL_FAVERGHERA_388 12.30125 46.07508333 1603 550
HSD_IT_VEN_BL_MALGA_LOSCH_390 11.95947222 46.26238889 1757 38
HSD_IT_VEN_BL_MONTE_PIANA_394 12.25026333 46.6134225 2262 121
HSD_IT_VEN_BL_MONTI_ALTI_DI_ORNELLA_382 11.88627778 46.47569444 2227 13
HSD_IT_VEN_BL_PASSO_FALZAREGO_347 12.02802472 46.52016972 1988 2
HSD_IT_VEN_BL_RA_VALLES_385 12.07691972 46.54916889 2592 60
HSD_IT_VEN_TV_MONTE_GRAPPA_391 11.7824675 45.86939889 1540 182
HSD_IT_VEN_VI_CAMPOMOLON_396 11.27291667 45.87316667 1732 17
HSD_IT_VEN_VI_MONTE_LISSER_386 11.65097222 45.95425 1422 35
HSD_IT_VEN_VI_PASSO_CAMPOGROSSO_393 11.16838889 45.7285 1462 51
HSD_IT_VEN_VR_MONTE_BALDO_387 10.86569444 45.77313889 1756 208
HSD_IT_VEN_VR_MONTE_TOMBA_392 11.06888889 45.68341667 1624 169
HSD_LOM_BG_CASTIONE_DELLA_PRESOLANA_09035 10.06332908 45.92845581 1180 4
HSD_LOM_BG_OLTRE_IL_COLLE_ZAMBLA_09037 9.78893967 45.89119304 1138 12
HSD_LOM_BS_BRENO_LAGO_DELLA_VACCA_14364 10.4427287 45.95749967 2410 57
HSD_LOM_LC_BARZIO_PIANI_DI_BOBBIO_14279 9.50113918 45.95949713 1713 21
HSD_LOM_SO_APRICA_08017 10.14826598 46.12968795 1950 1
HSD_LOM_SO_CAMPODOLCINO_ALPE_MOTTA_14252 9.36883561 46.42312151 1880 23
HSD_LOM_SO_GEROLA_ALTA_PESCEGALLO_08014 9.57112074 46.0261969 1875 18
HSD_LOM_SO_LANZADA_PALU_08093 9.88452786 46.2929069 2151 7
HSD_LOM_SO_LANZADA_PASSO_MARINELLI_14205 9.91515411 46.34981046 3032 27
HSD_LOM_SO_LIVIGNO_LA_VALLACCIA_08028 10.18873661 46.47730866 2660 24
HSD_LOM_SO_PONTE_IN_VALTELLINA_LAGO_REGUZZO_14178 9.96999939 46.09651358 2440 16
HSD_LOM_SO_SAN_GIACOMO_FILIPPO_LAGO_TRUZZO_09041 9.31999148 46.36053879 2064 39
HSD_LOM_SO_VAL_MASINO_MERDAROLA_17592 9.58163635 46.22931619 2280 50
HSD_LOM_SO_VALDISOTTO_OGA_S_COLOMBANO_08009 10.30596404 46.45356516 2300 7
HSD_LOM_VA_VEDDASCA_MONTE_CADRIGNA_32384 8.76881513 46.07182708 1302 304
HSD_TAA_TN_CANAZEI_CIAMPAC 11.769081 46.445989 2150 1
HSD_TAA_TN_CAORIA 11.683911 46.192017 803 1
HSD_TAA_TN_CIMA_CAVAION 10.7150282 46.42302263 2895 3
HSD_TAA_TN_MARMOLADA_SAS_DEL_MUL 11.880813 46.443614 2606 12
HSD_TAA_TN_PAGANELLA_MALGA_TERLAGO 11.021504 46.143008 1790 1
HSD_TAA_TN_PASSO_BROCON 11.663267 46.116677 1610 1
HSD_TAA_TN_PASSO_BROCON_MAN 11.663267 46.116677 1610 1
HSD_TAA_TN_PASSO_MANGHEN 11.439944 46.174924 2035 1
HSD_TAA_TN_PASSO_MENDOLA 11.189336 46.419179 1315 1
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 11.174829 45.758997 1170 2
HSD_TAA_TN_PASSO_ROLLE 11.787124 46.297919 2012 2
HSD_TAA_TN_PASSO_SOMMO 11.206083 45.918646 1360 1
HSD_TAA_TN_PASSO_SOMMO_MAN 11.206083 45.918646 1360 1
HSD_TAA_TN_PEIO_CROZZI_TAVIELA 10.631882 46.384283 2960 9
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 11.058163 45.807557 1620 24
HSD_TAA_TN_TONADICO_CASTELPIETRA 11.865668 46.198934 1045 1
HSD_TAA_TN_TREMALZO 10.684142 45.841658 1560 19
HSD_TAA_TN_TREMALZO_MAN 10.684142 45.841658 1560 19
HSD_TAA_TN_VERMIGLIO_CAPANNA_PRESENA 10.57871469 46.22882248 2715 6
HSD_TAA_TN_VERMIGLIO_CAPANNA_PRESENA_MAN 10.57871469 46.22882248 2715 6
