HSD_AT_105932 1972
HSD_AT_105932 1973
HSD_AT_105932 1976
HSD_AT_105932 1977
HSD_AT_105932 1978
HSD_AT_105932 1979
HSD_AT_105932 1980
HSD_AT_105932 1981
HSD_AT_105932 1982
HSD_AT_105932 1983
HSD_AT_105932 1984
HSD_AT_105932 1986
HSD_AT_105932 1989
HSD_AT_105932 1991
HSD_AT_105932 1992
HSD_AT_105932 1994
HSD_AT_105932 1995
HSD_AT_105932 1996
HSD_AT_105932 1997
HSD_AT_105940 1971
HSD_AT_105940 1972
HSD_AT_105940 1973
HSD_AT_105940 1974
HSD_AT_105940 1975
HSD_AT_105940 1976
HSD_AT_105940 1977
HSD_AT_105940 1978
HSD_AT_105940 1979
HSD_AT_105940 1980
HSD_AT_105940 1981
HSD_AT_105940 1982
HSD_AT_105940 1983
HSD_AT_105940 1984
HSD_AT_105940 1985
HSD_AT_105940 1986
HSD_AT_105940 1987
HSD_AT_105940 1988
HSD_AT_105940 1989
HSD_AT_105940 1990
HSD_AT_105940 1991
HSD_AT_105940 1992
HSD_AT_105940 1993
HSD_AT_105940 1994
HSD_AT_105940 1995
HSD_AT_105940 1996
HSD_AT_105940 1997
HSD_AT_105940 1998
HSD_AT_105940 1999
HSD_AT_105940 2000
HSD_AT_105940 2001
HSD_AT_105940 2002
HSD_AT_105940 2003
HSD_AT_105940 2004
HSD_AT_105940 2005
HSD_AT_105940 2006
HSD_AT_106682 2008
HSD_AT_106682 2009
HSD_AT_106682 2010
HSD_AT_106682 2011
HSD_AT_106682 2012
HSD_AT_106682 2013
HSD_AT_106682 2014
HSD_AT_106682 2015
HSD_AT_106682 2016
HSD_AT_106682 2017
HSD_AT_106682 2018
HSD_AT_106682 2019
HSD_AT_106682 2020
HSD_AT_106682 2021
HSD_AT_106690 2008
HSD_AT_106690 2009
HSD_AT_106690 2010
HSD_AT_106690 2011
HSD_AT_106690 2012
HSD_AT_106690 2013
HSD_AT_106690 2014
HSD_AT_106690 2015
HSD_AT_106690 2016
HSD_AT_106690 2017
HSD_AT_106690 2018
HSD_AT_106690 2019
HSD_AT_106690 2020
HSD_AT_106690 2021
HSD_AT_110163 2008
HSD_AT_110163 2009
HSD_AT_110163 2010
HSD_AT_110163 2011
HSD_AT_110163 2012
HSD_AT_110163 2013
HSD_AT_110163 2014
HSD_AT_110163 2015
HSD_AT_110163 2016
HSD_AT_110163 2017
HSD_AT_110163 2018
HSD_AT_110163 2019
HSD_AT_110163 2020
HSD_AT_110163 2021
HSD_AT_110189 2008
HSD_AT_110189 2009
HSD_AT_110189 2010
HSD_AT_111500 1971
HSD_AT_111500 1972
HSD_AT_111500 1973
HSD_AT_111500 1974
HSD_AT_111500 1975
HSD_AT_111500 1976
HSD_AT_111500 1977
HSD_AT_111500 1978
HSD_AT_111500 1979
HSD_AT_111500 1980
HSD_AT_111500 1981
HSD_AT_111500 1982
HSD_AT_111500 1983
HSD_AT_111500 1984
HSD_AT_111500 1985
HSD_AT_111500 1986
HSD_AT_111500 1987
HSD_AT_111500 1988
HSD_AT_111500 1989
HSD_AT_111500 1990
HSD_AT_111500 1991
HSD_AT_111500 1992
HSD_AT_111500 1993
HSD_AT_111500 1994
HSD_AT_111500 1995
HSD_AT_111500 1996
HSD_AT_111500 1997
HSD_AT_111500 1998
HSD_AT_111500 1999
HSD_AT_111500 2000
HSD_AT_111500 2001
HSD_AT_111500 2002
HSD_AT_111500 2003
HSD_AT_111500 2004
HSD_AT_111500 2005
HSD_AT_111500 2006
HSD_AT_111500 2007
HSD_AT_111500 2008
HSD_AT_111500 2009
HSD_AT_111500 2010
HSD_AT_111500 2011
HSD_AT_111500 2012
HSD_AT_111500 2013
HSD_AT_111500 2014
HSD_AT_111500 2015
HSD_AT_111500 2016
HSD_AT_111500 2017
HSD_AT_111500 2018
HSD_AT_111500 2019
HSD_AT_111500 2020
HSD_AT_111500 2021
HSD_AT_111526 1971
HSD_AT_111526 1972
HSD_AT_111526 1973
HSD_AT_111526 1974
HSD_AT_111526 1975
HSD_AT_111526 1976
HSD_AT_111526 1977
HSD_AT_111526 1978
HSD_AT_111526 1979
HSD_AT_111526 1980
HSD_AT_111526 1981
HSD_AT_111526 1982
HSD_AT_111526 1983
HSD_AT_111526 1984
HSD_AT_111526 1985
HSD_AT_111526 1986
HSD_AT_111526 1987
HSD_AT_111526 1988
HSD_AT_111526 1989
HSD_AT_111526 1990
HSD_AT_111526 1991
HSD_AT_111526 1992
HSD_AT_111526 1993
HSD_AT_111526 1994
HSD_AT_111526 1995
HSD_AT_111526 1996
HSD_AT_111526 1997
HSD_AT_111526 1998
HSD_AT_111526 1999
HSD_AT_111526 2000
HSD_AT_111526 2001
HSD_AT_111526 2002
HSD_AT_111526 2003
HSD_AT_111526 2004
