2   0.5   4
2.07223   0.428389   3.86214
2.24197   0.543535   3.96768
2.37555   0.664326   3.83929
2.4543   0.813817   3.84458
2.26904   0.666913   3.80288
2.2717   0.740405   3.83005
2.17003   0.819341   3.67391
2.34907   0.868579   3.6041
2.36782   0.855194   3.70934
2.35627   0.964179   3.746
2.15614   1.06063   3.77043
1.93363   1.21168   3.56349
2.0038   1.08456   3.69499
2.06422   1.06739   3.52979
2.20691   0.942922   3.60126
2.02747   0.931973   3.58782
2.06559   1.0932   3.72354
1.88166   1.0971   3.84476
1.97097   1.23657   3.96625
1.83065   1.19565   4.09361
2.13052   1.13701   4.36545
1.87198   1.04891   4.32342
1.87811   0.789532   4.16012
1.85695   0.752041   3.99306
1.98262   0.647515   3.71443
1.74533   0.747228   3.65116
1.54108   0.577564   3.87845
1.735   0.594063   3.77816
1.70005   0.509931   3.75465
1.97884   0.530805   3.56469
1.75204   0.845689   3.51094
1.62723   0.907396   3.82571
1.94214   0.946352   3.80419
2.00408   0.862736   3.76725
2.26445   0.914519   4.12952
2.19557   1.09976   4.48082
2.11552   1.25382   4.47388
2.02785   1.28428   4.11416
2.05092   1.15787   4.12637
2.08011   1.04378   4.33387
1.99482   1.27172   4.20956
2.28092   1.10589   3.8517
2.09495   1.26287   3.63419
2.03557   0.846653   3.54785
1.78813   1.10597   3.9911
2.15127   0.772827   4.17148
2.44092   0.766321   4.49348
2.06567   0.580765   4.04354
1.99001   0.632638   4.40236
1.66099   1.10361   4.15323
1.7172   1.20037   3.8201
2.18397   1.00266   3.51924
2.44847   1.23977   3.83817
2.21365   0.895299   4.05594
2.31655   1.11342   3.69378
2.44455   0.909569   3.91696
2.30793   0.638661   4.1264
2.33202   0.906736   4.47704
2.48093   0.940151   4.28417
2.11484   0.818524   4.04725
2.04357   1.26812   4.23134
1.64222   0.800519   4.33373
1.925   0.600111   4.36034
1.66207   0.663817   3.99394
1.61988   0.424058   4.45743
1.85799   0.676431   4.49588
2.21783   0.46372   4.28935
1.97008   0.41649   3.99678
1.77089   0.608203   3.73958
