station year duration start
HSD_TAA_TN_MONTE_BONDONE_VIOTE 2020 52 100
HSD_TAA_TN_MONTE_BONDONE_VIOTE 2021 112 98
HSD_TAA_TN_MONTE_BONDONE_VIOTE 2022 35 88
HSD_TAA_TN_MONTE_BONDONE_VIOTE 2023 22 130
HSD_TAA_TN_MONTE_BONDONE_VIOTE 2024 20 181
HSD_TAA_TN_PASSO_SOMMO 2012 16 154
HSD_TAA_TN_PASSO_SOMMO 2013 135 90
HSD_TAA_TN_PASSO_SOMMO 2014 61 138
HSD_TAA_TN_PASSO_SOMMO 2015 52 141
HSD_TAA_TN_PASSO_SOMMO 2016 54 162
HSD_TAA_TN_PASSO_SOMMO 2017 30 156
HSD_TAA_TN_PASSO_SOMMO 2018 51 155
HSD_TAA_TN_PASSO_SOMMO 2019 30 149
HSD_TAA_TN_PASSO_SOMMO 2020 22 67
HSD_TAA_TN_PASSO_SOMMO 2021 87 98
HSD_TAA_TN_PASSO_SOMMO 2022 24 98
HSD_TAA_TN_PASSO_SOMMO 2023 23 136
HSD_TAA_TN_PASSO_SOMMO 2024 17 130
HSD_TAA_TN_DAONE_MALGA_BISSINA 2012 105 103
HSD_TAA_TN_DAONE_MALGA_BISSINA 2013 163 88
HSD_TAA_TN_DAONE_MALGA_BISSINA 2014 191 76
HSD_TAA_TN_DAONE_MALGA_BISSINA 2015 158 70
HSD_TAA_TN_DAONE_MALGA_BISSINA 2016 105 124
HSD_TAA_TN_DAONE_MALGA_BISSINA 2017 60 146
HSD_TAA_TN_DAONE_MALGA_BISSINA 2018 138 101
HSD_TAA_TN_DAONE_MALGA_BISSINA 2019 72 136
HSD_TAA_TN_DAONE_MALGA_BISSINA 2020 180 61
HSD_TAA_TN_DAONE_MALGA_BISSINA 2021 163 93
HSD_TAA_TN_DAONE_MALGA_BISSINA 2022 63 87
HSD_TAA_TN_DAONE_MALGA_BISSINA 2023 120 83
HSD_TAA_TN_DAONE_MALGA_BISSINA 2024 177 92
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 2013 25 199
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 2014 39 150
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 2015 20 159
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 2016 29 162
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 2017 5 156
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 2018 20 167
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 2019 9 152
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 2020 11 104
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 2021 71 98
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 2022 7 126
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 2023 8 104
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 2024 7 130
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 2013 140 89
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 2014 148 99
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 2015 79 134
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 2016 91 129
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 2017 44 149
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 2018 95 140
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 2019 63 84
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 2020 101 67
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 2021 94 93
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 2022 113 62
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 2023 76 83
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 2024 190 62
HSD_TAA_TN_PASSO_MANGHEN 2012 34 151
HSD_TAA_TN_PASSO_MANGHEN 2013 157 90
HSD_TAA_TN_PASSO_MANGHEN 2014 155 110
HSD_TAA_TN_PASSO_MANGHEN 2015 83 139
HSD_TAA_TN_PASSO_MANGHEN 2016 44 161
HSD_TAA_TN_PASSO_MANGHEN 2017 50 154
HSD_TAA_TN_PASSO_MANGHEN 2018 187 67
HSD_TAA_TN_PASSO_MANGHEN 2019 52 150
HSD_TAA_TN_PASSO_MANGHEN 2020 160 65
HSD_TAA_TN_PASSO_MANGHEN 2021 132 98
HSD_TAA_TN_PASSO_MANGHEN 2022 61 87
HSD_TAA_TN_PASSO_MANGHEN 2023 112 83
HSD_TAA_TN_PASSO_MANGHEN 2024 90 163
HSD_TAA_TN_CANAZEI_CIAMPAC 2020 164 64
HSD_TAA_TN_CANAZEI_CIAMPAC 2021 186 81
HSD_TAA_TN_CANAZEI_CIAMPAC 2022 160 62
HSD_TAA_TN_CANAZEI_CIAMPAC 2023 97 83
HSD_TAA_TN_CANAZEI_CIAMPAC 2024 173 83
HSD_TAA_TN_MARMOLADA_SAS_DEL_MUL 2015 63 173
HSD_TAA_TN_MARMOLADA_SAS_DEL_MUL 2016 80 204
HSD_TAA_TN_MARMOLADA_SAS_DEL_MUL 2017 125 151
HSD_TAA_TN_MARMOLADA_SAS_DEL_MUL 2018 102 135
HSD_TAA_TN_MARMOLADA_SAS_DEL_MUL 2019 156 143
HSD_TAA_TN_MARMOLADA_SAS_DEL_MUL 2020 140 146
HSD_TAA_TN_MARMOLADA_SAS_DEL_MUL 2021 116 187
HSD_TAA_TN_MARMOLADA_SAS_DEL_MUL 2022 54 62
HSD_TAA_TN_MARMOLADA_SAS_DEL_MUL 2023 111 173
HSD_TAA_TN_MARMOLADA_SAS_DEL_MUL 2024 248 60
HSD_TAA_TN_PAGANELLA_MALGA_TERLAGO 2017 77 140
HSD_TAA_TN_PAGANELLA_MALGA_TERLAGO 2018 175 67
HSD_TAA_TN_PAGANELLA_MALGA_TERLAGO 2019 185 84
HSD_TAA_TN_PAGANELLA_MALGA_TERLAGO 2020 174 67
HSD_TAA_TN_PAGANELLA_MALGA_TERLAGO 2021 156 86
HSD_TAA_TN_PAGANELLA_MALGA_TERLAGO 2022 149 81
HSD_TAA_TN_PAGANELLA_MALGA_TERLAGO 2023 67 83
HSD_TAA_TN_PAGANELLA_MALGA_TERLAGO 2024 129 124
HSD_TAA_TN_GRIGNO_BARRICATA 2013 148 90
HSD_TAA_TN_GRIGNO_BARRICATA 2014 140 84
HSD_TAA_TN_GRIGNO_BARRICATA 2015 77 141
HSD_TAA_TN_GRIGNO_BARRICATA 2016 60 162
HSD_TAA_TN_GRIGNO_BARRICATA 2017 39 159
HSD_TAA_TN_GRIGNO_BARRICATA 2018 121 107
HSD_TAA_TN_GRIGNO_BARRICATA 2019 45 145
HSD_TAA_TN_GRIGNO_BARRICATA 2020 21 103
HSD_TAA_TN_GRIGNO_BARRICATA 2021 121 98
HSD_TAA_TN_GRIGNO_BARRICATA 2022 74 91
HSD_TAA_TN_GRIGNO_BARRICATA 2023 116 83
HSD_TAA_TN_GRIGNO_BARRICATA 2024 46 127
HSD_TAA_TN_VAL_DAMBIEZ 2012 96 98
HSD_TAA_TN_VAL_DAMBIEZ 2013 167 94
HSD_TAA_TN_VAL_DAMBIEZ 2014 193 76
HSD_TAA_TN_VAL_DAMBIEZ 2015 134 95
HSD_TAA_TN_VAL_DAMBIEZ 2016 102 124
HSD_TAA_TN_VAL_DAMBIEZ 2017 54 156
HSD_TAA_TN_VAL_DAMBIEZ 2018 189 70
HSD_TAA_TN_VAL_DAMBIEZ 2019 76 70
HSD_TAA_TN_VAL_DAMBIEZ 2020 181 61
HSD_TAA_TN_VAL_DAMBIEZ 2021 170 98
HSD_TAA_TN_VAL_DAMBIEZ 2022 98 88
HSD_TAA_TN_VAL_DAMBIEZ 2023 90 90
HSD_TAA_TN_VAL_DAMBIEZ 2024 202 61
HSD_TAA_TN_RUMO_LANZA 2013 53 137
HSD_TAA_TN_RUMO_LANZA 2014 78 113
HSD_TAA_TN_RUMO_LANZA 2015 16 150
HSD_TAA_TN_RUMO_LANZA 2016 15 162
HSD_TAA_TN_RUMO_LANZA 2017 8 156
HSD_TAA_TN_RUMO_LANZA 2018 94 102
HSD_TAA_TN_RUMO_LANZA 2019 18 154
HSD_TAA_TN_RUMO_LANZA 2020 17 73
HSD_TAA_TN_RUMO_LANZA 2021 93 98
HSD_TAA_TN_RUMO_LANZA 2022 23 88
HSD_TAA_TN_RUMO_LANZA 2023 14 100
HSD_TAA_TN_RUMO_LANZA 2024 7 130
HSD_TAA_TN_TONADICO_CASTELPIETRA 2012 17 154
HSD_TAA_TN_TONADICO_CASTELPIETRA 2013 31 163
HSD_TAA_TN_TONADICO_CASTELPIETRA 2014 15 175
HSD_TAA_TN_TONADICO_CASTELPIETRA 2015 21 161
HSD_TAA_TN_TONADICO_CASTELPIETRA 2016 39 162
HSD_TAA_TN_TONADICO_CASTELPIETRA 2017 3 136
HSD_TAA_TN_TONADICO_CASTELPIETRA 2018 13 151
HSD_TAA_TN_TONADICO_CASTELPIETRA 2019 30 142
HSD_TAA_TN_TONADICO_CASTELPIETRA 2020 10 184
HSD_TAA_TN_TONADICO_CASTELPIETRA 2021 80 97
HSD_TAA_TN_TONADICO_CASTELPIETRA 2022 16 88
HSD_TAA_TN_TONADICO_CASTELPIETRA 2023 20 137
HSD_TAA_TN_TONADICO_CASTELPIETRA 2024 31 92
HSD_TAA_TN_CAORIA 2012 7 154
HSD_TAA_TN_CAORIA 2013 19 164
HSD_TAA_TN_CAORIA 2014 31 143
HSD_TAA_TN_CAORIA 2015 13 161
HSD_TAA_TN_CAORIA 2016 16 184
HSD_TAA_TN_CAORIA 2017 1 131
HSD_TAA_TN_CAORIA 2018 26 155
HSD_TAA_TN_CAORIA 2019 7 154
HSD_TAA_TN_CAORIA 2020 7 104
HSD_TAA_TN_CAORIA 2021 41 113
HSD_TAA_TN_CAORIA 2022 3 97
HSD_TAA_TN_CAORIA 2023 13 134
HSD_TAA_TN_CAORIA 2024 3 50
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 2013 57 162
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 2014 19 150
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 2015 30 159
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 2016 40 162
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 2017 11 157
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 2018 38 154
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 2019 10 152
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 2020 8 103
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 2021 36 130
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 2022 19 88
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 2023 8 135
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 2024 6 130
HSD_TAA_TN_LAGO_DI_CALAITA 2012 22 117
HSD_TAA_TN_LAGO_DI_CALAITA 2013 62 129
HSD_TAA_TN_LAGO_DI_CALAITA 2014 107 117
HSD_TAA_TN_LAGO_DI_CALAITA 2015 38 173
HSD_TAA_TN_LAGO_DI_CALAITA 2016 57 162
HSD_TAA_TN_LAGO_DI_CALAITA 2017 45 159
HSD_TAA_TN_LAGO_DI_CALAITA 2018 77 151
HSD_TAA_TN_LAGO_DI_CALAITA 2019 15 152
