station year duration start flag
HSD_IT_PIE_AL_BRIC_CASTELLARO 2014 0 NA REV
HSD_IT_PIE_AL_BRIC_CASTELLARO 2015 7 140 REV
HSD_IT_PIE_AL_BRIC_CASTELLARO 2016 5 187 REV
HSD_IT_PIE_AL_BRIC_CASTELLARO 2017 0 NA REV
HSD_IT_PIE_AL_BRIC_CASTELLARO 2018 7 157 REV
HSD_IT_PIE_AL_BRIC_CASTELLARO 2019 7 154 REV
HSD_IT_PIE_AL_BRIC_CASTELLARO 2020 0 NA REV
HSD_IT_PIE_AL_BRIC_CASTELLARO 2021 39 99 REV
HSD_IT_PIE_AL_BRIC_CASTELLARO 2022 5 100 REV
HSD_IT_PIE_AL_BRIC_CASTELLARO 2023 8 137 REV
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2001 14 114 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2002 6 29 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2003 6 128 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2004 25 174 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2005 21 173 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2006 17 91 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2007 5 201 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2008 12 131 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2009 70 92 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2010 53 132 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2011 16 109 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2012 20 152 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2013 25 165 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2014 7 182 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2015 23 140 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2016 10 174 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2017 2 114 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2018 13 157 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2019 9 154 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2020 6 103 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2021 59 91 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2022 5 100 OK
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 2023 7 144 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2002 5 159 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2003 9 98 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2004 22 177 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2005 23 173 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2006 38 150 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2007 5 98 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2008 10 131 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2009 55 89 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2010 94 109 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2011 16 168 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2012 24 152 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2013 31 160 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2014 14 82 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2015 17 155 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2016 15 174 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2017 2 111 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2018 16 154 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2019 7 155 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2020 8 77 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2021 70 93 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2022 7 100 OK
HSD_IT_PIE_AL_PIANI_DI_CARREGA 2023 8 138 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2001 14 114 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2002 7 168 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2003 18 103 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2004 20 174 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2005 21 173 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2006 35 150 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2007 0 NA OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2008 18 131 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2009 101 89 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2010 51 129 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2011 13 88 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2012 24 152 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2013 25 134 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2014 10 151 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2015 26 155 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2016 10 174 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2017 10 150 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2018 12 158 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2019 18 145 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2020 2 290 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2021 62 91 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2022 5 100 OK
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 2023 6 179 OK
HSD_IT_PIE_AT_ASTI 2010 15 156 OK
HSD_IT_PIE_AT_ASTI 2011 3 89 OK
HSD_IT_PIE_AT_ASTI 2012 25 152 OK
HSD_IT_PIE_AT_ASTI 2013 4 164 OK
HSD_IT_PIE_AT_ASTI 2014 1 92 OK
HSD_IT_PIE_AT_ASTI 2015 0 NA OK
HSD_IT_PIE_AT_ASTI 2016 9 167 OK
HSD_IT_PIE_AT_ASTI 2017 0 NA OK
HSD_IT_PIE_AT_ASTI 2018 0 NA OK
HSD_IT_PIE_AT_ASTI 2019 4 145 OK
HSD_IT_PIE_AT_ASTI 2020 0 NA OK
HSD_IT_PIE_AT_ASTI 2021 0 NA OK
HSD_IT_PIE_AT_ASTI 2022 7 99 OK
HSD_IT_PIE_AT_ASTI 2023 15 107 OK
HSD_IT_PIE_BI_BIELMONTE 2003 17 156 OK
HSD_IT_PIE_BI_BIELMONTE 2004 116 92 OK
HSD_IT_PIE_BI_BIELMONTE 2005 18 91 OK
HSD_IT_PIE_BI_BIELMONTE 2006 63 150 OK
HSD_IT_PIE_BI_BIELMONTE 2007 14 99 OK
HSD_IT_PIE_BI_BIELMONTE 2008 47 127 OK
HSD_IT_PIE_BI_BIELMONTE 2009 126 91 OK
HSD_IT_PIE_BI_BIELMONTE 2010 152 91 OK
HSD_IT_PIE_BI_BIELMONTE 2011 56 79 OK
HSD_IT_PIE_BI_BIELMONTE 2012 23 154 OK
HSD_IT_PIE_BI_BIELMONTE 2013 40 176 OK
HSD_IT_PIE_BI_BIELMONTE 2014 105 114 OK
HSD_IT_PIE_BI_BIELMONTE 2015 73 140 OK
HSD_IT_PIE_BI_BIELMONTE 2016 44 161 OK
HSD_IT_PIE_BI_BIELMONTE 2017 11 161 OK
HSD_IT_PIE_BI_BIELMONTE 2018 99 118 OK
HSD_IT_PIE_BI_BIELMONTE 2019 9 154 OK
HSD_IT_PIE_BI_BIELMONTE 2020 15 82 OK
HSD_IT_PIE_BI_BIELMONTE 2021 82 97 OK
HSD_IT_PIE_BI_BIELMONTE 2022 3 86 OK
HSD_IT_PIE_BI_BIELMONTE 2023 13 95 OK
HSD_IT_PIE_BI_CAMPARIENT 2001 46 109 OK
HSD_IT_PIE_BI_CAMPARIENT 2002 43 159 OK
HSD_IT_PIE_BI_CAMPARIENT 2003 18 163 OK
HSD_IT_PIE_BI_CAMPARIENT 2004 78 122 OK
HSD_IT_PIE_BI_CAMPARIENT 2005 16 116 OK
HSD_IT_PIE_BI_CAMPARIENT 2006 62 149 OK
HSD_IT_PIE_BI_CAMPARIENT 2007 23 100 OK
HSD_IT_PIE_BI_CAMPARIENT 2008 20 127 OK
HSD_IT_PIE_BI_CAMPARIENT 2009 118 94 OK
HSD_IT_PIE_BI_CAMPARIENT 2010 129 91 OK
HSD_IT_PIE_BI_CAMPARIENT 2011 38 103 OK
HSD_IT_PIE_BI_CAMPARIENT 2012 19 154 OK
HSD_IT_PIE_BI_CAMPARIENT 2013 35 177 OK
HSD_IT_PIE_BI_CAMPARIENT 2014 107 105 OK
HSD_IT_PIE_BI_CAMPARIENT 2015 79 141 OK
HSD_IT_PIE_BI_CAMPARIENT 2016 53 164 OK
HSD_IT_PIE_BI_CAMPARIENT 2017 29 162 OK
HSD_IT_PIE_BI_CAMPARIENT 2018 33 119 OK
HSD_IT_PIE_BI_CAMPARIENT 2019 14 216 OK
HSD_IT_PIE_BI_CAMPARIENT 2020 44 74 OK
HSD_IT_PIE_BI_CAMPARIENT 2021 84 93 OK
HSD_IT_PIE_BI_CAMPARIENT 2022 4 101 OK
HSD_IT_PIE_BI_CAMPARIENT 2023 24 97 OK
HSD_IT_PIE_BI_GRAGLIA 2012 21 153 OK
HSD_IT_PIE_BI_GRAGLIA 2013 13 176 OK
HSD_IT_PIE_BI_GRAGLIA 2014 13 157 OK
HSD_IT_PIE_BI_GRAGLIA 2015 10 140 OK
HSD_IT_PIE_BI_GRAGLIA 2016 0 NA OK
HSD_IT_PIE_BI_GRAGLIA 2017 0 NA OK
HSD_IT_PIE_BI_GRAGLIA 2018 10 177 OK
HSD_IT_PIE_BI_GRAGLIA 2019 0 NA OK
HSD_IT_PIE_BI_GRAGLIA 2020 0 NA OK
HSD_IT_PIE_BI_GRAGLIA 2021 25 112 OK
HSD_IT_PIE_BI_GRAGLIA 2022 3 101 OK
HSD_IT_PIE_BI_GRAGLIA 2023 0 NA OK
HSD_IT_PIE_CN_ACCEGLIO 2001 104 67 OK
HSD_IT_PIE_CN_ACCEGLIO 2002 33 160 OK
HSD_IT_PIE_CN_ACCEGLIO 2003 77 77 OK
HSD_IT_PIE_CN_ACCEGLIO 2004 79 85 OK
HSD_IT_PIE_CN_ACCEGLIO 2005 23 91 OK
HSD_IT_PIE_CN_ACCEGLIO 2006 113 91 OK
HSD_IT_PIE_CN_ACCEGLIO 2007 13 103 OK
HSD_IT_PIE_CN_ACCEGLIO 2008 40 126 OK
HSD_IT_PIE_CN_ACCEGLIO 2009 144 85 OK
HSD_IT_PIE_CN_ACCEGLIO 2010 128 91 OK
HSD_IT_PIE_CN_ACCEGLIO 2011 83 76 OK
HSD_IT_PIE_CN_ACCEGLIO 2012 20 153 OK
HSD_IT_PIE_CN_ACCEGLIO 2013 48 137 OK
HSD_IT_PIE_CN_ACCEGLIO 2014 117 80 OK
HSD_IT_PIE_CN_ACCEGLIO 2015 68 138 OK
HSD_IT_PIE_CN_ACCEGLIO 2016 34 171 OK
HSD_IT_PIE_CN_ACCEGLIO 2017 26 151 OK
HSD_IT_PIE_CN_ACCEGLIO 2018 96 130 OK
HSD_IT_PIE_CN_ACCEGLIO 2019 23 146 OK
HSD_IT_PIE_CN_ACCEGLIO 2020 49 73 OK
HSD_IT_PIE_CN_ACCEGLIO 2021 56 95 OK
HSD_IT_PIE_CN_ACCEGLIO 2022 34 74 OK
HSD_IT_PIE_CN_ACCEGLIO 2023 26 142 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2001 137 67 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2002 17 71 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2003 128 77 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2004 80 88 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2005 18 91 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2006 60 148 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2007 15 146 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2008 73 81 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2009 162 85 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2010 127 91 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2011 137 76 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2012 28 152 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2013 57 82 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2014 103 113 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2015 74 138 OK
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 2016 52 162 OK
HSD_IT_PIE_CN_ARGENTERA 2001 143 69 OK
HSD_IT_PIE_CN_ARGENTERA 2002 23 169 OK
HSD_IT_PIE_CN_ARGENTERA 2003 131 76 OK
HSD_IT_PIE_CN_ARGENTERA 2004 84 85 OK
HSD_IT_PIE_CN_ARGENTERA 2005 26 89 OK
HSD_IT_PIE_CN_ARGENTERA 2006 66 146 OK
HSD_IT_PIE_CN_ARGENTERA 2007 21 98 OK
HSD_IT_PIE_CN_ARGENTERA 2008 95 81 OK
HSD_IT_PIE_CN_ARGENTERA 2009 136 118 OK
HSD_IT_PIE_CN_ARGENTERA 2010 128 104 OK
HSD_IT_PIE_CN_ARGENTERA 2011 72 146 OK
HSD_IT_PIE_CN_ARGENTERA 2012 25 153 OK
HSD_IT_PIE_CN_ARGENTERA 2013 97 141 OK
HSD_IT_PIE_CN_ARGENTERA 2014 105 113 OK
HSD_IT_PIE_CN_ARGENTERA 2015 78 138 OK
HSD_IT_PIE_CN_ARGENTERA 2016 54 162 OK
HSD_IT_PIE_CN_ARGENTERA 2017 48 144 OK
HSD_IT_PIE_CN_ARGENTERA 2018 68 99 OK
HSD_IT_PIE_CN_ARGENTERA 2019 28 145 OK
HSD_IT_PIE_CN_ARGENTERA 2020 91 75 OK
HSD_IT_PIE_CN_ARGENTERA 2021 61 93 OK
HSD_IT_PIE_CN_ARGENTERA 2022 21 74 OK
HSD_IT_PIE_CN_ARGENTERA 2023 27 138 OK
HSD_IT_PIE_CN_BELLINO_RIBIERA_MAN 2001 137 67 NO
HSD_IT_PIE_CN_BELLINO_RIBIERA_MAN 2002 16 169 NO
HSD_IT_PIE_CN_BELLINO_RIBIERA_MAN 2003 132 74 NO
HSD_IT_PIE_CN_BELLINO_RIBIERA_MAN 2004 73 96 NO
HSD_IT_PIE_CN_BELLINO_RIBIERA_MAN 2005 25 90 NO
HSD_IT_PIE_CN_BELLINO_RIBIERA_MAN 2006 73 140 NO
HSD_IT_PIE_CN_BELLINO_RIBIERA_MAN 2007 17 97 NO
HSD_IT_PIE_CN_BOVES 2023 11 106 OK
HSD_IT_PIE_CN_BRA 2001 6 181 OK
HSD_IT_PIE_CN_BRA 2002 4 159 OK
HSD_IT_PIE_CN_BRA 2003 5 85 OK
HSD_IT_PIE_CN_BRA 2004 7 173 OK
HSD_IT_PIE_CN_BRA 2005 0 NA OK
HSD_IT_PIE_CN_BRA 2006 0 NA OK
HSD_IT_PIE_CN_BRA 2007 0 NA OK
HSD_IT_PIE_CN_BRA 2008 6 108 OK
HSD_IT_PIE_CN_BRA 2009 27 117 OK
HSD_IT_PIE_CN_BRA 2010 7 131 OK
HSD_IT_PIE_CN_BRA 2011 9 89 OK
HSD_IT_PIE_CN_BRA 2012 21 152 OK
HSD_IT_PIE_CN_BRA 2013 5 164 OK
HSD_IT_PIE_CN_BRA 2014 1 92 OK
HSD_IT_PIE_CN_BRA 2015 8 159 OK
HSD_IT_PIE_CN_BRA 2016 2 187 OK
HSD_IT_PIE_CN_BRA 2017 0 NA OK
HSD_IT_PIE_CN_BRA 2018 10 174 OK
HSD_IT_PIE_CN_BRA 2019 4 154 OK
HSD_IT_PIE_CN_BRA 2020 4 61 OK
HSD_IT_PIE_CN_BRA 2021 8 91 OK
HSD_IT_PIE_CN_BRA 2022 3 99 OK
HSD_IT_PIE_CN_BRA 2023 11 108 OK
HSD_IT_PIE_CN_CANOSIO_CAPOLUOGO_MAN 2001 58 115 OK
HSD_IT_PIE_CN_CANOSIO_CAPOLUOGO_MAN 2002 16 169 OK
HSD_IT_PIE_CN_CANOSIO_CAPOLUOGO_MAN 2003 72 81 OK
HSD_IT_PIE_CN_CANOSIO_CAPOLUOGO_MAN 2004 38 121 OK
HSD_IT_PIE_CN_CANOSIO_CAPOLUOGO_MAN 2005 9 115 OK
HSD_IT_PIE_CN_CANOSIO_CAPOLUOGO_MAN 2006 27 91 OK
HSD_IT_PIE_CN_CANOSIO_CAPOLUOGO_MAN 2007 6 146 OK
HSD_IT_PIE_CN_CASTELMAGNO 2001 137 67 OK
HSD_IT_PIE_CN_CASTELMAGNO 2002 43 159 OK
HSD_IT_PIE_CN_CASTELMAGNO 2003 116 82 OK
HSD_IT_PIE_CN_CASTELMAGNO 2004 112 88 OK
HSD_IT_PIE_CN_CASTELMAGNO 2005 42 91 OK
HSD_IT_PIE_CN_CASTELMAGNO 2006 60 87 OK
HSD_IT_PIE_CN_CASTELMAGNO 2007 23 97 OK
HSD_IT_PIE_CN_CASTELMAGNO 2008 74 107 OK
HSD_IT_PIE_CN_CASTELMAGNO 2009 175 85 OK
HSD_IT_PIE_CN_CASTELMAGNO 2010 158 91 OK
HSD_IT_PIE_CN_CASTELMAGNO 2011 113 106 OK
HSD_IT_PIE_CN_CASTELMAGNO 2012 28 153 OK
HSD_IT_PIE_CN_CASTELMAGNO 2013 156 82 OK
HSD_IT_PIE_CN_CASTELMAGNO 2014 139 81 OK
HSD_IT_PIE_CN_CASTELMAGNO 2015 91 135 OK
HSD_IT_PIE_CN_CASTELMAGNO 2016 58 160 OK
HSD_IT_PIE_CN_CASTELMAGNO 2017 37 140 OK
HSD_IT_PIE_CN_CASTELMAGNO 2018 145 92 OK
HSD_IT_PIE_CN_CASTELMAGNO 2019 28 145 OK
HSD_IT_PIE_CN_CASTELMAGNO 2020 90 70 OK
HSD_IT_PIE_CN_CASTELMAGNO 2021 85 89 OK
HSD_IT_PIE_CN_CASTELMAGNO 2022 20 77 OK
HSD_IT_PIE_CN_CASTELMAGNO 2023 30 89 OK
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 2001 128 67 OK
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 2002 49 144 OK
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 2003 120 78 OK
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 2004 112 89 OK
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 2005 24 171 OK
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 2006 63 150 OK
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 2007 23 97 OK
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 2008 67 107 OK
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 2009 164 86 OK
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 2010 158 91 OK
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 2011 115 105 OK
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 2012 26 153 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2006 212 65 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2007 185 78 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2008 233 55 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2009 228 63 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2010 236 48 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2011 223 48 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2012 206 84 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2013 242 57 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2014 203 81 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2015 206 65 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2016 172 123 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2017 205 66 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2018 168 122 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2019 220 59 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2020 205 63 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2021 188 89 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2022 196 61 OK
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 2023 217 62 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2001 214 61 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2002 195 72 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2003 183 76 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2004 221 57 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2005 193 70 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2006 184 75 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2007 147 92 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2008 218 55 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2009 230 58 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2010 214 67 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2011 221 48 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2012 214 55 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2013 232 56 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2014 198 81 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2015 193 66 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2016 130 124 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2017 182 79 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2018 210 68 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2019 212 65 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2020 187 63 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2021 168 93 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2022 183 64 OK
HSD_IT_PIE_CN_COLLE_LOMBARDA 2023 162 86 OK
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2001 24 115 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2002 13 169 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2003 53 100 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2004 38 121 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2005 14 222 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2006 15 150 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2007 8 211 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2008 15 131 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2009 111 86 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2010 138 91 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2011 40 166 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2012 21 154 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2013 43 175 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2014 36 114 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2015 35 154 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2016 32 171 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2017 27 149 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2018 53 93 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2019 12 81 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2020 30 75 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2021 29 123 NO
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 2022 4 214 NO
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2003 10 128 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2004 15 173 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2005 6 173 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2006 13 93 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2007 0 NA OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2008 20 127 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2009 85 89 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2010 72 107 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2011 16 115 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2012 24 153 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2013 20 142 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2014 6 155 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2015 27 158 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2016 7 169 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2017 7 159 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2018 29 92 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2019 21 145 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2020 8 76 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2021 32 115 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2022 3 233 OK
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2023 9 106 OK
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 2002 162 73 OK
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 2003 182 74 OK
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 2004 199 69 OK
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 2005 171 93 OK
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 2006 171 75 OK
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 2007 102 94 OK
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 2008 203 51 OK
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 2009 211 59 OK
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 2010 233 48 OK
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 2011 207 48 OK
