HSD_CH_SLFGOR 7.78330 45.98330 2950. 7.78424 45.98423 3060.
HSD_CH_SLFGR2 6.78330 46.35000 1984. 6.78424 46.35090 1784.
HSD_CH_IYGRS 10.50000 46.80000 2040. 10.50090 46.80090 2113.
HSD_CH_GRH 8.33330 46.56670 1980. 8.33424 46.56757 1947.
HSD_CH_SLFFIR 8.06670 46.66670 2110. 8.06757 46.66757 2110.
HSD_CH_IYGSP 12.21670 46.85000 2152. 12.21757 46.85090 2236.
HSD_CH_IYGSR 12.20000 46.85000 2747. 12.20090 46.85090 2508.
HSD_CH_SLFOBM 7.21670 46.41670 2110. 7.21757 46.41757 2159.
HSD_CH_SLFEN2 9.18330 47.00000 2162. 9.18424 47.00090 1702.
HSD_CH_SLFGU2 8.28330 46.68330 2110. 8.28424 46.68423 1920.
HSD_CH_GUE 8.61670 46.65000 2286. 8.61757 46.65090 2216.
HSD_CH_SLFHT2 9.20000 46.55000 2150. 9.20090 46.55090 2438.
HSD_CH_SLFHT3 9.35000 46.53330 2200. 9.35090 46.53423 2281.
HSD_CH_HOE 8.93330 47.36670 1132. 8.93424 47.36757 886.
HSD_CH_SLFJA2 7.26670 46.63330 1716. 7.26757 46.63424 1760.
HSD_CH_SLFJU2 9.70000 46.48330 2430. 9.70090 46.48423 2720.
HSD_CH_SLFFIS 7.66670 46.46670 2160. 7.66757 46.46757 1612.
HSD_CH_SLFKE2 9.90000 46.61670 2725. 9.90090 46.61757 2691.
HSD_CH_SLFKL3 9.93330 46.83330 2310. 9.93424 46.83424 2413.
HSD_CH_SLFKL2 9.86670 46.91670 2140. 9.86757 46.91757 2359.
HSD_CH_CDF 6.80000 47.08330 1017. 6.80090 47.08424 1010.
HSD_CH_DOL 6.10000 46.41670 1669. 6.10090 46.41757 1555.
HSD_CH_SLFFO2 7.03330 45.98330 2942. 7.03424 45.98423 3289.
HSD_CH_IYLAD 11.36670 46.93330 1960. 11.36757 46.93423 1941.
HSD_CH_SLFGA2 7.76670 46.43330 2717. 7.76757 46.43423 2829.
HSD_CH_SLFLE2 7.38330 46.43330 1970. 7.38424 46.43423 2015.
HSD_CH_IYLAU 11.03330 46.51670 2165. 11.03424 46.51757 2103.
HSD_CH_MLS 7.01670 46.55000 1974. 7.01757 46.55090 1875.
HSD_CH_SLFATT 7.26670 46.10000 2545. 7.26757 46.10090 2673.
HSD_CH_SLFDIA 7.25000 46.31670 2575. 7.25090 46.31757 2511.
HSD_CH_SLFTR2 7.58330 46.36670 2480. 7.58424 46.36757 2508.
HSD_CH_SLFBV2 7.23330 45.98330 2700. 7.23424 45.98423 2625.
HSD_CH_SLFORT 8.95000 46.91670 1830. 8.95090 46.91757 1830.
HSD_CH_SLFLU2 8.78330 46.60000 2550. 8.78424 46.60090 2611.
HSD_CH_SLFSCB 8.10000 46.78330 1770. 8.10090 46.78423 1838.
HSD_CH_SLFML2 9.61670 47.08330 1976. 9.61757 47.08424 2150.
HSD_CH_SLFMTR 8.91670 46.41670 1890. 8.91757 46.41757 2020.
HSD_CH_SLFMEI 8.55000 46.75000 2210. 8.55090 46.75090 2474.
HSD_CH_IYMEL 10.61670 46.85000 2450. 10.61757 46.85090 2535.
HSD_CH_SLFME2 9.16670 46.41670 2380. 9.16757 46.41757 2241.
HSD_CH_PERLAP 7.28330 46.10000 2505. 7.28424 46.10090 2894.
HSD_CH_SLFMU2 7.93330 46.33330 2210. 7.93424 46.33424 1862.
HSD_CH_SLFMO2 8.75000 46.93330 2083. 8.75090 46.93423 1886.
HSD_CH_SLFMT2 9.01670 46.86670 2474. 9.01757 46.86757 2807.
HSD_CH_SLFMAE 7.95000 46.61670 2165. 7.95090 46.61757 1965.
HSD_CH_SLFNAS 10.25000 46.81670 2350. 10.25090 46.81757 2509.
HSD_CH_NAP 7.93330 47.00000 1403. 7.93424 47.00090 1206.
HSD_CH_SLFNA2 8.86670 46.46670 2070. 8.86757 46.46757 2208.
HSD_CH_SLFNE3 7.33330 46.15000 2204. 7.33424 46.15090 2037.
HSD_CH_SLFOB2 8.31670 46.55000 2430. 8.31757 46.55090 2526.
HSD_CH_SLFOB3 8.35000 46.50000 2200. 8.35090 46.50090 2117.
HSD_CH_SLFOF2 10.28330 46.63330 2360. 10.28424 46.63424 2312.
HSD_CH_IYPTR 11.48330 46.80000 2100. 11.48424 46.80090 2354.
HSD_CH_IYPFE 11.08330 46.80000 1640. 11.08424 46.80090 1823.
HSD_CH_IYPFG 11.10000 46.80000 2015. 11.10090 46.80090 1599.
HSD_CH_IYPFD 11.68330 46.95000 2808. 11.68424 46.95090 2703.
HSD_CH_IYPFS 11.68330 46.93330 2050. 11.68424 46.93423 2471.
HSD_CH_SLFLA3 9.70000 46.41670 2300. 9.70090 46.41757 2108.
HSD_CH_SLFLA2 9.75000 46.45000 2730. 9.75090 46.45090 2616.
HSD_CH_SLFPMA 9.53330 46.58330 2430. 9.53424 46.58424 2426.
HSD_CH_PLF 7.26670 46.75000 1042. 7.26757 46.75090 1024.
HSD_CH_ROB 10.06670 46.35000 1078. 10.06757 46.35090 1100.
HSD_CH_IYPRR 12.11670 46.66670 2340. 12.11757 46.66757 2309.
HSD_CH_IYPRM 12.11670 47.03330 2006. 12.11757 47.03423 2005.
HSD_CH_SLFPU2 8.86670 46.63330 2195. 8.86757 46.63424 2064.
HSD_CH_IYRAT 11.30000 46.85000 1907. 11.30090 46.85090 1772.
HSD_CH_SBE 9.18330 46.46670 1638. 9.18424 46.46757 1745.
HSD_CH_SLFSA4 7.90000 46.11670 2680. 7.90090 46.11757 2679.
HSD_CH_SLFSA5 7.98330 46.13330 2952. 7.98424 46.13424 2883.
HSD_CH_SLFSA3 7.96670 46.11670 2810. 7.96757 46.11757 2687.
HSD_CH_SLFSA2 7.88330 46.16670 2480. 7.88424 46.16757 2180.
HSD_CH_SAM 9.88330 46.53330 1708. 9.88424 46.53423 1702.
HSD_CH_SLFSMN 10.33330 46.95000 2520. 10.33424 46.95090 2639.
HSD_CH_PERSCH 7.83330 46.55000 2913. 7.83424 46.55090 2300.
HSD_CH_SLFSH2 7.83330 46.58330 2360. 7.83424 46.58424 2529.
HSD_CH_IYSFI 10.81670 46.73330 1950. 10.81757 46.73423 1734.
HSD_CH_IYSTG 10.76670 46.78330 3035. 10.76757 46.78423 3019.
HSD_CH_SLFSC3 8.78330 46.88330 2330. 8.78424 46.88424 2004.
HSD_CH_SLFSC2 8.71670 46.81670 2030. 8.71757 46.81757 2249.
HSD_CH_SCU 10.28330 46.80000 1303. 10.28424 46.80090 1544.
HSD_CH_PERRIT 7.85000 46.16670 2690. 7.85090 46.16757 2710.
HSD_CH_IYSEI 11.68330 46.51670 2055. 11.68424 46.51757 2027.
HSD_CH_IYROT 12.36670 46.66670 1910. 12.36757 46.66757 1715.
HSD_CH_SLFSHE 7.81670 46.75000 1850. 7.81757 46.75090 1827.
HSD_CH_SLFBOR 8.11670 46.28330 2520. 8.11757 46.28423 2729.
HSD_CH_SLFSP3 8.05000 46.18330 2420. 8.05090 46.18423 2187.
HSD_CH_SLFSP2 8.11670 46.23330 2620. 8.11757 46.23423 2721.
HSD_CH_SLFSTN 7.75000 46.16670 2910. 7.75090 46.16757 2908.
HSD_CH_PERSTO 7.81670 45.98330 3415. 7.81757 45.98423 3070.
HSD_CH_SLFST2 7.51670 46.68330 1780. 7.51757 46.68423 1746.
HSD_CH_IYSUM 10.61670 46.50000 2825. 10.61757 46.50090 3005.
HSD_CH_SLFTA3 9.45000 46.88330 2170. 9.45090 46.88424 2309.
HSD_CH_SLFTA2 9.38330 46.96670 2460. 9.38424 46.96757 2432.
HSD_CH_IYTIM 11.15000 46.91670 2230. 11.15090 46.91757 2253.
HSD_CH_SLFTIT 8.41670 46.78330 2140. 8.41757 46.78423 2364.
HSD_CH_SLFTU2 8.71670 46.68330 2270. 8.71757 46.68423 2403.
HSD_CH_SLFTU3 8.73330 46.65000 2220. 8.73424 46.65090 2064.
HSD_CH_ULR 8.30000 46.50000 1345. 8.30090 46.50090 1343.
HSD_CH_IYRBW 10.81670 46.46670 2255. 10.81757 46.46757 2322.
HSD_CH_SLFUR2 8.51670 46.58330 2170. 8.51757 46.58424 2280.
HSD_CH_SLFIL2 6.83330 46.18330 2020. 6.83424 46.18423 1687.
HSD_CH_SLFVL2 9.20000 46.66670 2070. 9.20090 46.66757 1703.
HSD_CH_SLFVI2 10.45000 46.93330 2730. 10.45090 46.93423 2364.
HSD_CH_SLFRNZ 8.63330 46.68330 2400. 8.63424 46.68423 2835.
HSD_CH_IYWEI 11.86670 46.93330 2155. 11.86757 46.93423 1763.
HSD_CH_IYWEN 11.53330 46.43330 1128. 11.53424 46.43423 1401.
HSD_CH_SLFYBR 8.83330 47.03330 1701. 8.83424 47.03423 1850.
HSD_CH_ZER 7.75000 46.03330 1638. 7.75090 46.03423 1873.
HSD_CH_SLFZE4 7.70000 46.00000 2408. 7.70090 46.00090 2367.
HSD_CH_SLFZE2 7.73330 46.05000 2750. 7.73424 46.05090 3179.
HSD_CH_SLFZN2 10.01670 46.70000 2680. 10.01757 46.70090 2654.
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 7.49137 45.89970 1979. 7.49049 45.89882 1928.
HSD_IT_VDA_AO_CHAMOIS-LAC_DE_LOU_1080 7.62275 45.84460 2020. 7.62174 45.84465 2013.
HSD_IT_VDA_AO_CHAMPORCHER-RIFUGIO_DONDENA_1120 7.55184 45.61230 2181. 7.55090 45.61132 2205.
HSD_IT_VDA_AO_COGNE-LILLAZ_1140 7.39184 45.59510 1613. 7.39257 45.59465 1628.
HSD_IT_VDA_AO_COGNE-GRAND_CROT_1160 7.36744 45.58800 2279. 7.36757 45.58840 2259.
HSD_IT_VDA_AO_COURMAYEUR-FERRACHET_1170 7.02754 45.86680 2290. 7.02799 45.86757 2349.
HSD_IT_VDA_AO_COURMAYEUR-MONT_DE_LA_SAXE_1200 6.98204 45.81700 2110. 6.98215 45.81757 2080.
HSD_IT_VDA_AO_COURMAYEUR-PRE_DE_BARD_1220 7.06523 45.88430 2040. 7.06549 45.88424 2042.
HSD_IT_VDA_AO_FENIS-LAVODILEC_1240 7.48514 45.64480 2250. 7.48424 45.64465 2261.
HSD_IT_VDA_AO_GRESSAN-PILA_LEISSE_1250 7.30885 45.66430 2280. 7.30924 45.66340 2288.
HSD_IT_VDA_AO_GRESSONEY-LA_TRINITE_ESELBODE_1270 7.82587 45.83060 1642. 7.82590 45.83007 1646.
HSD_IT_VDA_AO_GRESSONEY-SAINT_JEAN_WEISSMATTEN_1300 7.82505 45.74840 2038. 7.82590 45.74882 2005.
HSD_IT_VDA_AO_LA_THUILE-LA_GRANDE_TETE_1340 6.91591 45.68370 2430. 6.91549 45.68423 2426.
HSD_IT_VDA_AO_LA_THUILE-VILLARET_1360 6.95609 45.70950 1488. 6.95507 45.70924 1485.
HSD_IT_VDA_AO_MORGEX-LAVANCHER_1390 7.02014 45.79520 2842. 7.01965 45.79465 2783.
HSD_IT_VDA_AO_OLLOMONT-BY_1440 7.30066 45.88140 2017. 7.30090 45.88215 2005.
HSD_IT_VDA_AO_PRE_SAINT_DIDIER-PLAN_PRAZ_1500 6.95213 45.75470 2177. 6.95299 45.75507 2097.
HSD_IT_VDA_AO_RHEMES_NOTRE_DAME-CHANAVEY_1520 7.12338 45.57880 1690. 7.12382 45.57798 1696.
HSD_IT_VDA_AO_RHEMES_SAINT_GEORGES-FELEUMAZ_1530 7.12436 45.60780 2362. 7.12382 45.60715 2369.
HSD_IT_VDA_AO_SAINT_RHEMY_EN_BOSSES-CREVACOL_1590 7.15589 45.82910 2018. 7.15507 45.83007 2071.
HSD_IT_VDA_AO_SAINT_RHEMY_EN_BOSSES-GRAN_SAN_BERNARDO_1600 7.15363 45.86950 2360. 7.15299 45.86965 2388.
HSD_IT_VDA_AO_VALGRISENCHE-MENTHIEU_1620 7.05250 45.61370 1859. 7.05299 45.61340 1826.
HSD_IT_VDA_AO_VALPELLINE-CHOSOZ_1630 7.33963 45.82690 1029. 7.34049 45.82590 1010.
HSD_IT_VDA_AO_VALSAVARENCHE-ORVIEILLE_1670 7.19196 45.57990 2170. 7.19257 45.58007 2165.
HSD_IT_VDA_AO_VALTOURNENCHE-LAGO_GOILLET_1700 7.66271 45.93130 2541. 7.66340 45.93215 2498.
HSD_IT_VDA_AO_VALTOURNENCHE-GRANDES_MURAILLES_1710 7.60298 45.92950 2566. 7.60299 45.93007 2523.
HSD_IT_VDA_AO_AYAS-ALPE_AVENTINE_1730 7.71959 45.87420 2045. 7.71965 45.87382 2066.
HSD_IT_VDA_AO_SAINT_PIERRE-LAGO_DELLE_RANE_2530 7.19172 45.76360 2370. 7.19257 45.76340 2395.
HSD_IT_VDA_AO_GRESSONEY_SAINT_JEAN-LAGO_DI_SEEBNA_2560 7.90497 45.74100 2270. 7.90507 45.74049 2251.
HSD_IT_VDA_AO_GRESSONEY_SAINT_JEAN-BIELTSCHOCKE_3040 7.83305 45.76740 1370. 7.83215 45.76757 1376.
HSD_IT_VDA_AO_CHAMPORCHER-PETIT_MONT_BLANC_3050 7.60947 45.62470 1640. 7.60924 45.62382 1534.
HSD_IT_VDA_AO_RHEMES_NOTRE_DAME-CHAUDANNE_3060 7.11374 45.56040 1794. 7.11340 45.56132 1800.
HSD_IT_VDA_AO_VALSAVARENCHE-PONT_3070 7.20093 45.52680 1951. 7.20090 45.52590 1962.
HSD_IT_VDA_AO_NUS-SAINT_BARTHELEMY_OSSERVATORIO_3080 7.47806 45.79000 1675. 7.47799 45.79049 1674.
HSD_IT_VDA_AO_COURMAYEUR-DOLONNE_3110 6.96642 45.79450 1200. 6.96549 45.79465 1191.
HSD_IT_VDA_AO_VALTOURNENCHE-BREUIL_CERVINIA_3590 7.62623 45.93140 1998. 7.62590 45.93215 1992.
HSD_IT_VDA_AO_SAINT_CHRISTOPHE-AEROPORTO_4090 7.36344 45.73930 545. 7.36340 45.73840 544.
HSD_IT_VEN_BL_MONTI_ALTI_DI_ORNELLA_382 11.88628 46.47569 2227. 11.88632 46.47590 2220.
HSD_IT_VEN_BL_CIMA_PRADAZZO_383 11.82267 46.35590 2195. 11.82174 46.35507 2201.
HSD_IT_VEN_BL_COL_DEI_BALDI_384 12.07313 46.41522 1913. 12.07382 46.41549 1905.
HSD_IT_VEN_BL_RA_VALLES_385 12.07692 46.54917 2592. 12.07590 46.54882 2609.
HSD_IT_VEN_VI_MONTE_LISSER_386 11.65097 45.95425 1422. 11.65090 45.95507 1388.
HSD_IT_VEN_VR_MONTE_BALDO_387 10.86569 45.77314 1756. 10.86549 45.77382 1736.
HSD_IT_VEN_BL_FAVERGHERA_388 12.30125 46.07508 1603. 12.30090 46.07590 1604.
HSD_IT_VEN_BL_CASERA_DOANA_389 12.54097 46.48119 1887. 12.54049 46.48215 1865.
HSD_IT_VEN_BL_MALGA_LOSCH_390 11.95947 46.26239 1757. 11.95924 46.26340 1748.
HSD_IT_VEN_TV_MONTE_GRAPPA_391 11.78247 45.86940 1540. 11.78215 45.86965 1528.
HSD_IT_VEN_VR_MONTE_TOMBA_392 11.06889 45.68342 1624. 11.06965 45.68423 1601.
HSD_IT_VEN_VI_PASSO_CAMPOGROSSO_393 11.16839 45.72850 1462. 11.16757 45.72799 1461.
HSD_IT_VEN_BL_MONTE_PIANA_394 12.25026 46.61342 2262. 12.25090 46.61340 2255.
HSD_IT_VEN_BL_CASERA_COLTRONDO_395 12.44353 46.66519 1929. 12.44257 46.66549 1941.
HSD_IT_VEN_VI_CAMPOMOLON_396 11.27292 45.87317 1732. 11.27382 45.87382 1713.
HSD_IT_VEN_BL_CASERA_PALANTINA_397 12.47589 46.11894 1492. 12.47590 46.11965 1505.
HSD_IT_VEN_VI_MALGA_LARICI_398 11.41930 45.96362 1606. 11.41965 45.96340 1614.
HSD_IT_VEN_BL_PASSO_FALZAREGO_347 12.02802 46.52017 1988. 12.02799 46.51965 1988.
HSD_IT_PIE_AL_BRIC_CASTELLARO 8.79028 44.64278 415. 8.79049 44.64257 384.
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 8.76833 44.56306 780. 8.76757 44.56340 795.
HSD_IT_PIE_AL_PIANI_DI_CARREGA 9.18750 44.61361 1245. 9.18840 44.61340 1250.
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 8.53917 44.51833 773. 8.53840 44.51757 761.
HSD_IT_PIE_AT_ASTI 8.19000 44.91778 175. 8.19049 44.91757 168.
HSD_IT_PIE_BI_BIELMONTE 8.07583 45.66111 1480. 8.07590 45.66132 1476.
HSD_IT_PIE_BI_CAMPARIENT 8.08500 45.73222 1515. 8.08424 45.73215 1493.
HSD_IT_PIE_BI_GRAGLIA 7.95000 45.56917 1005. 7.95090 45.56965 982.
HSD_IT_PIE_BI_PIEDICAVALLO 7.95639 45.68944 1040. 7.95715 45.68840 1034.
HSD_IT_PIE_CN_ACCEGLIO 6.98139 44.48528 1610. 6.98215 44.48632 1602.
HSD_IT_PIE_CN_ACCEGLIO_COLLET 6.90766 44.52081 1984. 6.90715 44.52174 1989.
HSD_IT_PIE_CN_ARGENTERA 6.93944 44.39528 1680. 6.93840 44.39465 1722.
HSD_IT_PIE_CN_BOVES 7.56194 44.33500 575. 7.56132 44.33424 578.
HSD_IT_PIE_CN_BRA 7.85167 44.70111 298. 7.85090 44.70090 295.
HSD_IT_PIE_CN_CASTELMAGNO 7.16806 44.40000 1755. 7.16757 44.40090 1781.
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 6.97861 44.68083 2685. 6.97799 44.68007 2689.
HSD_IT_PIE_CN_COLLE_LOMBARDA 7.14778 44.20778 2305. 7.14882 44.20715 2321.
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 7.52722 44.37000 575. 7.52799 44.36965 574.
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 7.33417 44.16111 2020. 7.33424 44.16132 1999.
HSD_IT_PIE_CN_ELVA 7.08917 44.54611 1770. 7.08840 44.54673 1801.
HSD_IT_PIE_CN_FEISOGLIO 8.11222 44.54583 770. 8.11132 44.54673 748.
HSD_IT_PIE_CN_GARDETTA 7.01194 44.40917 2337. 7.01132 44.40923 2339.
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 7.59000 44.16083 1875. 7.59049 44.16132 1883.
HSD_IT_PIE_CN_LIMONE_PANCANI_2008m 7.59528 44.15750 2008. 7.59465 44.15715 2019.
HSD_IT_PIE_CN_MONVISO_FINO_2010 7.08827 44.66025 3325. 7.08840 44.65923 3293.
HSD_IT_PIE_CN_ORMEA_STANTI 7.85440 44.18720 1928. 7.85507 44.18632 1949.
HSD_IT_PIE_CN_PAESANA 7.26276 44.66148 1257. 7.26340 44.66132 1240.
HSD_IT_PIE_CN_PALANFRE 7.48861 44.19333 1625. 7.48840 44.19257 1659.
HSD_IT_PIE_CN_PIAGGIA 7.73139 44.07167 1645. 7.73215 44.07174 1639.
HSD_IT_PIE_CN_PIAN_DELLE_BARACCHE 7.13333 44.54889 2135. 7.13424 44.54882 2137.
HSD_IT_PIE_CN_PIAN_GIASSET 7.12861 44.68944 2150. 7.12799 44.68840 2170.
