name year mark los_MOD los_STA
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE 2017 NO 38 79
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE 2021 NO 64 88
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE 2022 NO 7 14
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2004 OK 37 62
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2005 OK 12 28
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2006 OK 25 112
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2008 OK 30 57
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2013 OK 40 59
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2014 OK 9 19
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2015 OK 27 40
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2017 OK 7 19
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2018 OK 48 76
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2019 OK 22 36
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2022 OK 4 16
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 2023 OK 19 32
HSD_IT_PIE_CN_ELVA 2005 OK 70 123
HSD_IT_PIE_CN_ELVA 2007 OK 34 83
HSD_IT_PIE_CN_ELVA 2012 OK 43 61
HSD_IT_PIE_CN_ELVA 2016 OK 61 84
HSD_IT_PIE_CN_ELVA 2017 OK 65 120
HSD_IT_PIE_CN_ELVA 2019 OK 66 103
HSD_IT_PIE_CN_ELVA 2020 OK 82 127
HSD_IT_PIE_CN_ELVA 2021 OK 81 108
HSD_IT_PIE_CN_ELVA 2022 OK 40 67
HSD_IT_PIE_CN_ELVA 2023 OK 66 112
HSD_IT_PIE_CN_ELVA_B_TA_CLARI 2007 NO 34 65
HSD_IT_PIE_CN_ENTRACQUE_CASERMETTE 2007 OK 6 44
HSD_IT_PIE_CN_ENTRACQUE_CASERMETTE 2015 OK 60 83
HSD_IT_PIE_CN_ENTRACQUE_CASERMETTE 2017 OK 42 78
HSD_IT_PIE_CN_ENTRACQUE_CASERMETTE 2020 OK 41 92
HSD_IT_PIE_CN_ENTRACQUE_CASERMETTE 2022 OK 10 49
HSD_IT_PIE_CN_FEISOGLIO 2001 OK 23 47
HSD_IT_PIE_CN_FEISOGLIO 2002 OK 23 32
HSD_IT_PIE_CN_FEISOGLIO 2005 OK 18 39
HSD_IT_PIE_CN_FEISOGLIO 2006 OK 32 60
HSD_IT_PIE_CN_FEISOGLIO 2008 OK 23 30
HSD_IT_PIE_CN_FEISOGLIO 2013 OK 18 39
HSD_IT_PIE_CN_FEISOGLIO 2014 OK 13 23
HSD_IT_PIE_CN_FEISOGLIO 2017 OK 21 37
HSD_IT_PIE_CN_FEISOGLIO 2018 OK 26 85
HSD_IT_PIE_CN_FEISOGLIO 2019 OK 9 27
HSD_IT_PIE_CN_FEISOGLIO 2020 OK 12 20
HSD_IT_PIE_CN_FEISOGLIO 2022 OK 0 28
HSD_IT_PIE_CN_FEISOGLIO 2023 OK 1 46
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2012 REV 109 143
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2022 REV 121 177
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2023 REV 123 163
HSD_IT_PIE_CN_LIMONE_PANCANI_2008m 2001 OK 0 194
HSD_IT_PIE_CN_LIMONE_PANCANI_2008m 2002 OK 0 195
HSD_IT_PIE_CN_LIMONE_PANCANI_2008m 2003 OK 0 193
HSD_IT_PIE_CN_LIMONE_PANCANI_2008m 2004 OK 0 225
HSD_IT_PIE_CN_LIMONE_PANCANI_2008m 2005 OK 0 190
HSD_IT_PIE_CN_LIMONE_PANCANI_2008m 2006 OK 0 202
HSD_IT_PIE_CN_MONVISO_FINO_2010 2007 OK 189 289
HSD_IT_PIE_CN_PAESANA 2001 OK 39 110
HSD_IT_PIE_CN_PAESANA 2002 OK 45 80
HSD_IT_PIE_CN_PAESANA 2003 OK 18 97
HSD_IT_PIE_CN_PAESANA 2004 OK 65 160
HSD_IT_PIE_CN_PAESANA 2006 OK 56 131
HSD_IT_PIE_CN_PAESANA 2007 OK 1 56
HSD_IT_PIE_CN_PAESANA 2008 OK 29 99
HSD_IT_PIE_CN_PAESANA 2009 OK 88 143
HSD_IT_PIE_CN_PAESANA 2010 OK 94 147
HSD_IT_PIE_CN_PAESANA 2011 OK 52 122
HSD_IT_PIE_CN_PAESANA 2012 OK 24 46
HSD_IT_PIE_CN_PAESANA 2013 OK 34 86
HSD_IT_PIE_CN_PAESANA 2014 OK 38 111
HSD_IT_PIE_CN_PAESANA 2015 OK 39 80
HSD_IT_PIE_CN_PAESANA 2016 OK 27 56
HSD_IT_PIE_CN_PAESANA 2017 OK 4 90
HSD_IT_PIE_CN_PAESANA 2018 OK 38 109
HSD_IT_PIE_CN_PAESANA 2019 OK 11 32
HSD_IT_PIE_CN_PAESANA 2020 OK 4 47
HSD_IT_PIE_CN_PAESANA 2021 OK 46 115
HSD_IT_PIE_CN_PAESANA 2023 OK 46 86
HSD_IT_PIE_CN_PALANFRE 2022 OK 60 154
HSD_IT_PIE_CN_PALANFRE 2023 OK 100 149
HSD_IT_PIE_CN_PIAGGIA 2002 OK 62 81
HSD_IT_PIE_CN_PIAGGIA 2005 OK 83 121
HSD_IT_PIE_CN_PIAGGIA 2012 OK 34 46
HSD_IT_PIE_CN_PIAN_GIASSET 2016 OK 109 147
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2002 OK 51 104
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2003 OK 100 141
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2004 OK 120 183
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2005 OK 43 127
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2006 OK 85 133
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2007 OK 35 57
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2008 OK 77 124
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2009 OK 118 167
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2012 OK 38 50
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2013 OK 111 148
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2014 OK 101 144
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2016 OK 42 62
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2017 OK 52 83
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2018 OK 117 153
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2019 OK 49 68
HSD_IT_PIE_CN_PONTECH_L_CASTELLO 2020 OK 69 111
HSD_IT_PIE_CN_PONTECHIANALE 2002 OK 55 89
HSD_IT_PIE_CN_PONTECHIANALE 2005 OK 45 132
HSD_IT_PIE_CN_PONTECHIANALE 2007 OK 43 61
HSD_IT_PIE_CN_PONTECHIANALE 2015 OK 89 121
HSD_IT_PIE_CN_PONTECHIANALE 2017 OK 55 117
HSD_IT_PIE_CN_PONTECHIANALE 2019 OK 44 76
HSD_IT_PIE_CN_PONTECHIANALE 2022 OK 25 60
HSD_IT_PIE_CN_PRIERO 2002 OK 22 38
HSD_IT_PIE_CN_PRIERO 2003 OK 19 37
HSD_IT_PIE_CN_PRIERO 2004 OK 44 72
HSD_IT_PIE_CN_PRIERO 2005 OK 24 52
HSD_IT_PIE_CN_PRIERO 2006 OK 48 113
HSD_IT_PIE_CN_PRIERO 2011 OK 25 47
HSD_IT_PIE_CN_PRIERO 2013 OK 22 61
HSD_IT_PIE_CN_PRIERO 2014 OK 29 44
HSD_IT_PIE_CN_PRIERO 2019 OK 13 25
HSD_IT_PIE_CN_PRIERO 2023 OK 14 34
HSD_IT_PIE_CN_ROBURENT_PRA 2005 OK 36 61
HSD_IT_PIE_CN_ROBURENT_PRA 2006 OK 59 117
HSD_IT_PIE_CN_ROBURENT_PRA 2007 OK 0 27
HSD_IT_PIE_CN_ROBURENT_PRA 2008 OK 33 86
HSD_IT_PIE_CN_ROBURENT_PRA 2010 OK 80 123
HSD_IT_PIE_CN_SAMPEYRE_CAPOLUOGO 2004 OK 66 90
HSD_IT_PIE_CN_SAMPEYRE_CAPOLUOGO 2005 OK 44 63
HSD_IT_PIE_CN_SAMPEYRE_CAPOLUOGO 2007 OK 9 15
HSD_IT_PIE_CN_SAMPEYRE_CAPOLUOGO 2016 OK 29 49
HSD_IT_PIE_CN_SAMPEYRE_CAPOLUOGO 2017 OK 29 59
HSD_IT_PIE_CN_SAMPEYRE_CAPOLUOGO 2018 OK 64 84
HSD_IT_PIE_CN_VALDIERI 2001 OK 118 163
HSD_IT_PIE_CN_VALDIERI 2002 OK 73 166
HSD_IT_PIE_CN_VALDIERI 2004 OK 143 190
HSD_IT_PIE_CN_VALDIERI 2005 OK 89 147
HSD_IT_PIE_CN_VALDIERI 2007 OK 35 103
HSD_IT_PIE_CN_VALDIERI 2008 OK 119 166
HSD_IT_PIE_CN_VALDIERI 2010 OK 142 195
HSD_IT_PIE_CN_VALDIERI 2011 OK 140 185
HSD_IT_PIE_CN_VALDIERI 2012 OK 50 81
HSD_IT_PIE_CN_VALDIERI 2013 OK 142 195
HSD_IT_PIE_CN_VALDIERI 2016 OK 56 103
HSD_IT_PIE_CN_VALDIERI 2017 OK 79 139
HSD_IT_PIE_CN_VALDIERI 2019 OK 68 134
HSD_IT_PIE_CN_VALDIERI 2020 OK 79 150
HSD_IT_PIE_CN_VALDIERI 2021 OK 90 141
HSD_IT_PIE_CN_VALDIERI 2022 OK 39 140
HSD_IT_PIE_CN_VALDIERI 2023 OK 48 136
HSD_IT_PIE_CN_VALLE_PESIO 2012 OK 35 57
HSD_IT_PIE_CN_VALLE_PESIO 2014 OK 76 142
HSD_IT_PIE_CN_VALLE_PESIO 2015 OK 45 98
HSD_IT_PIE_CN_VALLE_PESIO 2016 OK 28 80
HSD_IT_PIE_CN_VALLE_PESIO 2017 OK 12 88
HSD_IT_PIE_CN_VALLE_PESIO 2018 OK 63 166
HSD_IT_PIE_CN_VALLE_PESIO 2019 OK 21 88
HSD_IT_PIE_CN_VINADIO_BAGNI 2007 OK 33 92
HSD_IT_PIE_CN_VINADIO_RIOFREDDO 2002 OK 34 72
HSD_IT_PIE_CN_VINADIO_RIOFREDDO 2003 OK 62 122
HSD_IT_PIE_CN_VINADIO_RIOFREDDO 2004 OK 90 149
HSD_IT_PIE_CN_VINADIO_RIOFREDDO 2005 OK 43 99
HSD_IT_PIE_CN_VINADIO_RIOFREDDO 2006 OK 64 129
HSD_IT_PIE_CN_VINADIO_RIOFREDDO 2007 OK 12 65
HSD_IT_PIE_CN_VINADIO_RIOFREDDO 2008 OK 70 131
HSD_IT_PIE_CN_VINADIO_RIOFREDDO 2011 OK 91 132
HSD_IT_PIE_CN_VINADIO_RIOFREDDO 2017 OK 30 43
HSD_IT_PIE_CN_VINADIO_RIOFREDDO 2018 OK 90 147
HSD_IT_PIE_CN_VINADIO_RIOFREDDO 2021 OK 67 93
HSD_IT_PIE_SV_SETTEPANI 2005 NO 6 105
HSD_IT_PIE_SV_SETTEPANI 2006 NO 17 128
HSD_IT_PIE_SV_SETTEPANI 2007 NO 0 36
HSD_IT_PIE_SV_SETTEPANI 2008 NO 0 110
HSD_IT_PIE_SV_SETTEPANI 2009 NO 52 149
HSD_IT_PIE_SV_SETTEPANI 2010 NO 55 146
HSD_IT_PIE_SV_SETTEPANI 2011 NO 25 164
HSD_IT_PIE_SV_SETTEPANI 2013 NO 22 162
HSD_IT_PIE_SV_SETTEPANI 2014 NO 21 142
HSD_IT_PIE_SV_SETTEPANI 2015 NO 6 92
HSD_IT_PIE_SV_SETTEPANI 2016 NO 23 60
HSD_IT_PIE_SV_SETTEPANI 2017 NO 12 84
HSD_IT_PIE_SV_SETTEPANI 2018 NO 3 121
HSD_IT_PIE_SV_SETTEPANI 2019 NO 0 102
HSD_IT_PIE_SV_SETTEPANI 2020 NO 10 66
HSD_IT_PIE_SV_SETTEPANI 2021 NO 32 118
HSD_IT_PIE_SV_SETTEPANI 2022 NO 1 53
HSD_IT_PIE_TO_BARCENISIO 2001 OK 68 138
HSD_IT_PIE_TO_BARCENISIO 2002 OK 36 63
HSD_IT_PIE_TO_BARCENISIO 2003 OK 40 106
HSD_IT_PIE_TO_BARCENISIO 2004 OK 74 156
HSD_IT_PIE_TO_BARCENISIO 2005 OK 21 109
HSD_IT_PIE_TO_BARCENISIO 2006 OK 59 137
HSD_IT_PIE_TO_BARCENISIO 2008 OK 23 110
HSD_IT_PIE_TO_BARCENISIO 2009 OK 109 144
HSD_IT_PIE_TO_BARCENISIO 2010 OK 100 138
HSD_IT_PIE_TO_BARCENISIO 2011 OK 76 135
HSD_IT_PIE_TO_BARCENISIO 2012 OK 28 79
HSD_IT_PIE_TO_BARCENISIO 2013 OK 60 120
HSD_IT_PIE_TO_BARCENISIO 2014 OK 69 130
HSD_IT_PIE_TO_BARCENISIO 2015 OK 52 83
HSD_IT_PIE_TO_BARCENISIO 2017 OK 23 104
HSD_IT_PIE_TO_BARCENISIO 2018 OK 85 151
HSD_IT_PIE_TO_BARCENISIO 2019 OK 18 57
HSD_IT_PIE_TO_BARCENISIO 2020 OK 30 122
HSD_IT_PIE_TO_BARCENISIO 2021 OK 40 94
HSD_IT_PIE_TO_BARCENISIO 2022 OK 5 45
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2004 NO 140 192
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2005 NO 89 122
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2007 NO 64 110
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2012 NO 89 116
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2015 NO 78 118
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2017 NO 90 150
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2019 NO 98 133
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2020 NO 112 146
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2021 NO 89 122
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2022 NO 62 125
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 2007 OK 80 162
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 2010 OK 153 208
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 2012 OK 108 197
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 2013 OK 157 207
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 2014 OK 133 186
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 2015 OK 122 182
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 2016 OK 96 157
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 2017 OK 130 206
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 2019 OK 102 203
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 2020 OK 137 184
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 2021 OK 108 178
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 2022 OK 74 182
HSD_IT_PIE_TO_CALUSO 2010 OK 22 44
HSD_IT_PIE_TO_CALUSO 2013 OK 8 22
HSD_IT_PIE_TO_CALUSO 2015 OK 1 10
HSD_IT_PIE_TO_CALUSO 2018 OK 11 25
HSD_IT_PIE_TO_CALUSO 2019 OK 0 15
HSD_IT_PIE_TO_CERESOLE_REALE 2003 OK 97 132
HSD_IT_PIE_TO_CERESOLE_REALE 2006 OK 97 138
HSD_IT_PIE_TO_CERESOLE_REALE 2007 OK 68 95
HSD_IT_PIE_TO_CERESOLE_REALE 2011 OK 112 147
HSD_IT_PIE_TO_CERESOLE_REALE 2016 OK 70 98
HSD_IT_PIE_TO_CERESOLE_REALE 2022 OK 59 90
HSD_IT_PIE_TO_CERESOLE_VILLA 2003 OK 85 115
HSD_IT_PIE_TO_CERESOLE_VILLA 2007 OK 51 76
HSD_IT_PIE_TO_CERESOLE_VILLA 2012 OK 64 84
HSD_IT_PIE_TO_CERESOLE_VILLA 2015 OK 93 128
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2003 NO 113 162
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2004 NO 142 187
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2005 NO 93 138
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2007 NO 56 134
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2008 NO 121 175
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2012 NO 79 157
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2013 NO 135 187
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2014 NO 127 170
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2015 NO 72 141
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2016 NO 53 107
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2017 NO 61 194
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2018 NO 135 190
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2019 NO 53 190
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2020 NO 105 165
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2021 NO 66 147
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2022 NO 46 163
HSD_IT_PIE_TO_CLOT_DELLA_SOMA 2002 OK 136 191
HSD_IT_PIE_TO_CLOT_DELLA_SOMA 2005 OK 133 186
HSD_IT_PIE_TO_CLOT_DELLA_SOMA 2007 OK 90 158
HSD_IT_PIE_TO_CLOT_DELLA_SOMA 2012 OK 136 187
HSD_IT_PIE_TO_CLOT_DELLA_SOMA 2016 OK 88 137
HSD_IT_PIE_TO_CLOT_DELLA_SOMA 2019 OK 121 197
HSD_IT_PIE_TO_CLOT_DELLA_SOMA 2021 OK 115 176
HSD_IT_PIE_TO_CLOT_DELLA_SOMA 2022 OK 85 165
HSD_IT_PIE_TO_COLLE_BARANT 2006 OK 164 214
HSD_IT_PIE_TO_COLLE_BARANT 2016 OK 122 220
HSD_IT_PIE_TO_COLLE_BARANT 2019 OK 164 234
HSD_IT_PIE_TO_COLLE_BARANT 2021 OK 140 218
HSD_IT_PIE_TO_COLLE_BARANT 2022 OK 145 198
HSD_IT_PIE_TO_COLLERETTO 2001 OK 59 85
HSD_IT_PIE_TO_COLLERETTO 2002 OK 45 72
HSD_IT_PIE_TO_COLLERETTO 2003 OK 5 79
HSD_IT_PIE_TO_COLLERETTO 2004 OK 73 114
HSD_IT_PIE_TO_COLLERETTO 2005 OK 36 63
HSD_IT_PIE_TO_COLLERETTO 2006 OK 54 89
HSD_IT_PIE_TO_COLLERETTO 2007 OK 14 27
HSD_IT_PIE_TO_COLLERETTO 2008 OK 42 86
HSD_IT_PIE_TO_COLLERETTO 2012 OK 35 61
HSD_IT_PIE_TO_COLLERETTO 2013 OK 40 83
HSD_IT_PIE_TO_COLLERETTO 2015 OK 64 102
HSD_IT_PIE_TO_COLLERETTO 2017 OK 26 71
HSD_IT_PIE_TO_COLLERETTO 2018 OK 70 112
HSD_IT_PIE_TO_COLLERETTO 2019 OK 22 63
HSD_IT_PIE_TO_COLLERETTO 2020 OK 25 44
HSD_IT_PIE_TO_COLLERETTO 2021 OK 73 97
HSD_IT_PIE_TO_COLLERETTO 2022 OK 9 27
HSD_IT_PIE_TO_FORNO_ALPI_GRAIE 2020 OK 95 129
HSD_IT_PIE_TO_FORNO_ALPI_GRAIE 2022 OK 45 97
HSD_IT_PIE_TO_GRANGE_MARTINA 2007 OK 60 157
HSD_IT_PIE_TO_GRANGE_MARTINA 2008 OK 102 185
HSD_IT_PIE_TO_GRANGE_MARTINA 2010 OK 131 188
HSD_IT_PIE_TO_GRANGE_MARTINA 2011 OK 140 190
HSD_IT_PIE_TO_GRANGE_MARTINA 2012 OK 63 141
HSD_IT_PIE_TO_GRANGE_MARTINA 2013 OK 127 202
HSD_IT_PIE_TO_GRANGE_MARTINA 2015 OK 88 157
HSD_IT_PIE_TO_GRANGE_MARTINA 2016 OK 54 163
HSD_IT_PIE_TO_GRANGE_MARTINA 2017 OK 105 191
HSD_IT_PIE_TO_GRANGE_MARTINA 2019 OK 63 191
HSD_IT_PIE_TO_GRANGE_MARTINA 2020 OK 122 172
HSD_IT_PIE_TO_GRANGE_MARTINA 2021 OK 81 155
HSD_IT_PIE_TO_GRANGE_MARTINA 2022 OK 40 149
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2005 NO 156 207
HSD_IT_PIE_TO_LE_SELLE 2001 OK 141 185
HSD_IT_PIE_TO_LE_SELLE 2002 OK 80 170
HSD_IT_PIE_TO_LE_SELLE 2003 OK 120 157
HSD_IT_PIE_TO_LE_SELLE 2005 OK 97 168
HSD_IT_PIE_TO_LE_SELLE 2007 OK 65 127
HSD_IT_PIE_TO_LE_SELLE 2008 OK 112 162
HSD_IT_PIE_TO_LE_SELLE 2012 OK 96 149
HSD_IT_PIE_TO_LE_SELLE 2016 OK 77 114
HSD_IT_PIE_TO_LE_SELLE 2017 OK 122 183
HSD_IT_PIE_TO_LE_SELLE 2019 OK 65 170
HSD_IT_PIE_TO_LE_SELLE 2020 OK 104 174
HSD_IT_PIE_TO_LE_SELLE 2021 OK 86 153
HSD_IT_PIE_TO_LE_SELLE 2022 OK 66 158
HSD_IT_PIE_TO_LOCANA_EUGIO 2002 NO 88 149
HSD_IT_PIE_TO_LOCANA_EUGIO 2005 NO 104 144
HSD_IT_PIE_TO_LOCANA_EUGIO 2006 NO 98 144
HSD_IT_PIE_TO_LOCANA_EUGIO 2007 NO 76 123
HSD_IT_PIE_TO_LOCANA_EUGIO 2022 NO 76 101
HSD_IT_PIE_TO_LOCANA_ROSONE 2001 NO 13 32
HSD_IT_PIE_TO_LOCANA_ROSONE 2002 NO 9 67
HSD_IT_PIE_TO_LOCANA_ROSONE 2003 NO 12 46
HSD_IT_PIE_TO_LOCANA_ROSONE 2004 NO 18 51
HSD_IT_PIE_TO_LOCANA_ROSONE 2005 NO 8 43
HSD_IT_PIE_TO_LOCANA_ROSONE 2006 NO 5 49
HSD_IT_PIE_TO_LOCANA_ROSONE 2008 NO 5 48
HSD_IT_PIE_TO_LOCANA_ROSONE 2009 NO 68 102
HSD_IT_PIE_TO_LOCANA_ROSONE 2010 NO 19 78
HSD_IT_PIE_TO_LOCANA_ROSONE 2011 NO 8 46
HSD_IT_PIE_TO_LOCANA_ROSONE 2012 NO 16 36
HSD_IT_PIE_TO_LOCANA_ROSONE 2013 NO 8 44
HSD_IT_PIE_TO_LOCANA_ROSONE 2014 NO 10 24
HSD_IT_PIE_TO_LOCANA_ROSONE 2015 NO 11 40
HSD_IT_PIE_TO_LOCANA_ROSONE 2016 NO 2 18
HSD_IT_PIE_TO_LOCANA_ROSONE 2017 NO 0 20
HSD_IT_PIE_TO_LOCANA_ROSONE 2018 NO 19 50
HSD_IT_PIE_TO_LOCANA_ROSONE 2019 NO 0 26
HSD_IT_PIE_TO_LOCANA_ROSONE 2020 NO 6 10
HSD_IT_PIE_TO_LOCANA_ROSONE 2021 NO 11 53
HSD_IT_PIE_TO_LOCANA_ROSONE 2022 NO 0 20
HSD_IT_PIE_TO_LOCANA_TELESSIO 2005 OK 132 179
HSD_IT_PIE_TO_LOCANA_TELESSIO 2006 OK 111 162
HSD_IT_PIE_TO_LOCANA_TELESSIO 2007 OK 95 134
HSD_IT_PIE_TO_LOCANA_VAL_SOERA 2002 OK 115 207
HSD_IT_PIE_TO_LOCANA_VAL_SOERA 2005 OK 156 221
HSD_IT_PIE_TO_LOCANA_VAL_SOERA 2006 OK 104 211
HSD_IT_PIE_TO_LOCANA_VAL_SOERA 2007 OK 134 189
HSD_IT_PIE_TO_LOCANA_VAL_SOERA 2008 OK 146 230
HSD_IT_PIE_TO_LOCANA_VAL_SOERA 2016 OK 126 174
HSD_IT_PIE_TO_LOCANA_VAL_SOERA 2022 OK 87 140
HSD_IT_PIE_TO_MONCENISIO_LAGO 2003 OK 0 174
HSD_IT_PIE_TO_MONCENISIO_LAGO 2005 OK 0 162
HSD_IT_PIE_TO_MONCENISIO_LAGO 2006 OK 0 170
HSD_IT_PIE_TO_MONCENISIO_LAGO 2007 OK 0 145
HSD_IT_PIE_TO_MONCENISIO_LAGO 2008 OK 0 187
HSD_IT_PIE_TO_MONCENISIO_LAGO 2009 OK 0 204
HSD_IT_PIE_TO_MONCENISIO_LAGO 2010 OK 0 175
HSD_IT_PIE_TO_MONCENISIO_LAGO 2012 OK 0 144
HSD_IT_PIE_TO_PIAMPRATO 2002 OK 70 99
HSD_IT_PIE_TO_PIAMPRATO 2003 OK 82 127
HSD_IT_PIE_TO_PIAMPRATO 2005 OK 84 131
HSD_IT_PIE_TO_PIAMPRATO 2006 OK 77 127
HSD_IT_PIE_TO_PIAMPRATO 2007 OK 59 104
HSD_IT_PIE_TO_PIAMPRATO 2008 OK 99 134
HSD_IT_PIE_TO_PIAMPRATO 2012 OK 82 108
HSD_IT_PIE_TO_PIAMPRATO 2013 OK 117 154
HSD_IT_PIE_TO_PIAMPRATO 2017 OK 72 106
HSD_IT_PIE_TO_PIAMPRATO 2019 OK 61 128
HSD_IT_PIE_TO_PIAMPRATO 2020 OK 110 149
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2003 NO 94 129
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2005 NO 75 126
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2007 NO 46 104
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2008 NO 88 115
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2012 NO 53 105
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2016 NO 58 91
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2017 NO 100 149
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2019 NO 57 112
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2020 NO 95 126
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2021 NO 74 112
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2022 NO 58 103
HSD_IT_PIE_TO_PRAGELATO_TRAVERSES 2007 OK 51 107
HSD_IT_PIE_TO_PRAGELATO_TRAVERSES 2021 OK 88 124
HSD_IT_PIE_TO_PRALY 2001 OK 106 149
HSD_IT_PIE_TO_PRALY 2002 OK 68 118
HSD_IT_PIE_TO_PRALY 2003 OK 71 145
HSD_IT_PIE_TO_PRALY 2005 OK 58 123
HSD_IT_PIE_TO_PRALY 2006 OK 96 128
HSD_IT_PIE_TO_PRALY 2007 OK 29 94
HSD_IT_PIE_TO_PRALY 2008 OK 54 116
HSD_IT_PIE_TO_PRALY 2011 OK 104 145
HSD_IT_PIE_TO_PRALY 2012 OK 49 66
HSD_IT_PIE_TO_PRALY 2013 OK 108 180
HSD_IT_PIE_TO_PRALY 2014 OK 107 148
HSD_IT_PIE_TO_PRALY 2016 OK 46 86
HSD_IT_PIE_TO_PRALY 2017 OK 63 117
HSD_IT_PIE_TO_PRALY 2018 OK 126 176
