2   0.5   4
1.92589   0.426352   4.12955
1.91964   0.539534   4.06353
1.8251   0.403809   4.1505
1.76259   0.551139   4.04947
1.86963   0.552969   4.07729
1.96329   0.647294   3.9029
2.07802   0.541777   4.04715
1.91758   0.473295   3.95273
1.89492   0.666389   3.78063
2.05956   0.656818   3.74007
1.99159   0.520325   3.75046
1.87091   0.420442   3.68559
1.93194   0.375577   3.81427
1.98056   0.335498   3.83499
1.92789   0.37658   3.73911
1.82269   0.303219   3.91912
1.69578   0.375632   3.75013
1.60141   0.538525   3.78793
1.67739   0.706721   3.76638
1.50849   0.508902   3.61912
1.62775   0.342917   3.55761
1.7368   0.476656   3.72532
1.68714   0.455272   3.70293
1.56896   0.338681   3.6854
1.66205   0.473205   3.72964
1.60781   0.384065   3.60997
1.76098   0.480286   3.65731
1.62799   0.661574   3.59611
1.65577   0.854294   3.77181
1.58648   0.862704   3.60189
1.69684   0.766768   3.60607
1.61947   0.702521   3.53191
1.80268   0.715844   3.56323
1.86663   0.55596   3.51849
1.71682   0.526781   3.71475
1.83636   0.480414   3.79334
1.82543   0.46659   3.65703
1.8857   0.484841   3.68093
1.81453   0.332528   3.7736
1.68909   0.489195   3.59512
1.53566   0.423253   3.60245
1.57984   0.3463   3.55059
1.52952   0.371651   3.64357
1.62668   0.459672   3.57124
1.64347   0.490872   3.71145
1.63891   0.574236   3.88294
1.77382   0.443472   3.94944
1.83165   0.553495   3.82034
1.65263   0.459906   3.88877
1.67086   0.545906   3.8419
1.60144   0.36358   3.90624
1.5254   0.516064   4.09141
1.68996   0.418429   4.05102
1.59886   0.448034   4.11788
1.52252   0.460595   4.04241
1.52499   0.318529   4.19293
1.71367   0.466454   4.22785
1.84251   0.30529   4.39361
1.8422   0.467729   4.36237
1.68832   0.449916   4.23136
1.73745   0.552138   4.24421
1.86682   0.700216   4.30212
1.9816   0.652355   4.12374
1.87052   0.504496   4.08351
1.97839   0.475611   3.97767
1.89877   0.397212   4.117
2.08434   0.367126   4.27205
2.0681   0.495353   4.17187
2.00888   0.390479   4.30514
1.83538   0.428343   4.241
1.83138   0.482839   4.20029
1.87493   0.57589   4.07732
1.83852   0.460857   3.89331
1.86043   0.416677   3.88841
1.86828   0.308823   3.73318
1.736   0.371262   3.92495
1.75629   0.301071   3.98694
1.93534   0.46055   3.91297
1.82552   0.521949   3.95934
1.75207   0.56769   4.00569
1.68029   0.648675   4.12696
1.66759   0.533193   4.14972
1.69449   0.438147   4.04514
1.55969   0.584426   3.86121
1.74749   0.69148   3.98972
1.71044   0.540288   3.86372
1.76695   0.697114   3.89332
1.74199   0.506405   4.04556
1.86851   0.533622   3.97158
2.01401   0.414604   3.83506
2.01177   0.480973   3.90526
1.99137   0.495691   3.98329
2.12686   0.394553   3.8447
2.17201   0.43477   3.73176
2.22143   0.433307   3.86838
2.28836   0.487722   3.73234
2.38338   0.388326   3.89339
2.42884   0.513963   4.06663
2.46857   0.375685   3.97768
2.44327   0.483356   4.05356
2.30948   0.652185   4.01327
2.44139   0.473882   3.86027
2.42891   0.64604   3.94956
2.30117   0.539847   3.91224
2.28745   0.588299   4.10268
2.47646   0.564617   4.08891
2.43639   0.563482   4.22458
2.40189   0.573811   4.29224
2.32565   0.536454   4.26388
2.34293   0.541161   4.35068
2.26825   0.557786   4.24866
2.1166   0.599437   4.36073
1.943   0.521029   4.16588
1.89252   0.522647   4.28736
1.92455   0.714643   4.17336
2.11188   0.797174   4.28826
2.28336   0.912754   4.36425
2.17925   0.890721   4.3982
2.04656   1.07692   4.46806
2.20688   1.14778   4.32722
2.21237   1.12697   4.45348
2.0673   1.03371   4.36688
2.16702   1.05001   4.44363
1.98429   0.981274   4.43068
2.02295   1.15449   4.30266
1.86205   1.18517   4.11453
1.85986   1.01683   3.97252
1.80135   1.01462   3.77831
1.9892   0.825413   3.90112
1.86031   0.884564   4.02956
1.94076   0.953751   3.95325
2.09847   1.09961   3.77477
2.16483   1.00409   3.97088
2.02686   0.862446   3.96627
2.07448   0.871646   4.04136
1.91503   0.993251   4.08261
2.02744   1.08716   3.99684
2.03169   1.14039   3.8396
2.07429   0.969487   3.72748
1.92941   0.952303   3.75456
2.03629   1.08992   3.78898
2.03493   0.99019   3.85544
2.15997   1.14031   3.84809
2.28239   1.08134   3.67143
2.26027   1.07083   3.51936
2.1035   1.05126   3.58432
2.17186   1.11922   3.57795
2.12938   1.18909   3.61284
2.14653   1.10052   3.71385
2.29146   0.952153   3.69678
2.37086   1.12644   3.86963
2.19975   0.970702   3.72422
2.26343   0.960494   3.81122
2.43894   0.971644   3.75865
2.30469   1.01482   3.69209
2.49188   0.817886   3.62612
2.29805   0.703876   3.58988
2.16304   0.74389   3.54439
2.11471   0.918878   3.63484
2.25516   0.864927   3.72841
2.21611   0.835027   3.88946
2.36884   0.936687   3.85941
2.18932   0.950737   4.00995
2.03963   0.789382   4.15066
2.20466   0.795782   4.07038
2.29854   0.840014   3.98841
2.17491   0.948874   4.04892
2.24476   0.970129   4.16482
2.42952   1.16783   4.23913
2.25799   1.18314   4.1176
2.19888   1.08087   3.98013
2.29301   0.920292   3.79711
2.44638   1.06523   3.62623
2.48316   1.1874   3.79536
