station year los
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2012 123
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2013 171
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2014 157
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2015 131
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2016 103
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2017 159
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2018 161
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2019 140
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2020 147
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2021 131
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2022 134
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2003 162
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2004 187
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2005 142
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2006 143
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2007 136
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2008 177
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2009 185
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2010 182
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2011 163
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2012 157
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2013 191
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2014 174
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2015 148
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2016 137
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2017 194
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2018 193
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2019 196
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2020 165
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2021 156
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2022 166
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 1991 232
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 1992 194
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 1993 237
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 1994 238
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 1995 227
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 1996 204
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 1997 190
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 1998 161
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 1999 165
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2000 225
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2001 267
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2002 241
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2003 227
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2004 257
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2005 264
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2006 212
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2007 237
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2008 253
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2009 278
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2010 235
HSD_IT_PIE_TO_MALCIAUSSIA 2001 228
HSD_IT_PIE_TO_MALCIAUSSIA 2002 128
HSD_IT_PIE_TO_MALCIAUSSIA 2003 182
HSD_IT_PIE_TO_MALCIAUSSIA 2004 205
HSD_IT_PIE_TO_MALCIAUSSIA 2005 152
HSD_IT_PIE_TO_MALCIAUSSIA 2006 138
HSD_IT_PIE_TO_MALCIAUSSIA 2007 114
HSD_IT_PIE_TO_MALCIAUSSIA 2008 165
HSD_IT_PIE_TO_MALCIAUSSIA 2009 242
HSD_IT_PIE_TO_MALCIAUSSIA 2010 188
HSD_IT_PIE_TO_MALCIAUSSIA 2011 172
HSD_IT_PIE_TO_MALCIAUSSIA 2012 113
HSD_IT_PIE_TO_MALCIAUSSIA 2013 150
HSD_IT_PIE_TO_MALCIAUSSIA 2014 152
HSD_IT_PIE_TO_MALCIAUSSIA 2015 145
HSD_IT_PIE_TO_MALCIAUSSIA 2016 99
HSD_IT_PIE_TO_MALCIAUSSIA 2017 170
HSD_IT_PIE_TO_MALCIAUSSIA 2018 125
HSD_IT_PIE_TO_MALCIAUSSIA 2019 138
HSD_IT_PIE_TO_MALCIAUSSIA 2020 149
HSD_IT_PIE_TO_MALCIAUSSIA 2021 108
HSD_IT_PIE_TO_MALCIAUSSIA 2022 93
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2001 88
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2002 97
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2003 134
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2004 167
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2005 130
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2006 132
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2007 113
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2008 130
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2009 167
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2010 158
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2011 141
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2012 115
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2013 181
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2014 155
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2015 115
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2016 104
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2017 158
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2018 177
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2019 137
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2020 138
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2021 128
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2022 117
HSD_IT_PIE_TO_PRERICHARD 1991 55
HSD_IT_PIE_TO_PRERICHARD 1992 112
