name lon lat ele mark
AT_102889 12.62167 47.47028 960 ok
AT_102905 12.40278 47.67167 590 ok
AT_102954 10.84972 47.31055 854 ok
AT_102962 11.94306 47.15778 1022 ok
AT_102970 11.86306 47.30778 554 ok
AT_103036 11.20722 47.27055 610 ok
AT_103051 11.60444 47.10972 1632 ok
AT_103085 11.14 46.9975 2290 ok
AT_103101 11.255 47.06916 1130 ok
AT_103119 11.90056 47.44473 514 ok
AT_103127 12.04167 47.58889 700 ok
AT_103135 12.55028 47.46833 850 ok
AT_103143 12.44222 47.52028 667 ok
AT_103176 12.23806 47.6725 980 ok
AT_103192 11.83 47.17583 1790 ok
AT_103218 12.30806 47.38334 1005 ok
AT_103226 12.21333 47.51445 660 ok
AT_103309 11.27556 47.23056 890 ok
AT_103333 12.22611 47.42806 995 ok
AT_103358 12.59389 47.51111 870 ok
AT_103382 11.04806 47.33167 967 ok
AT_103986 12.55167 47.59 775 ok
AT_105015 12.79611 46.81889 663 ok
AT_105023 12.40528 47.645 660 ok
AT_113001 12.415 46.74694 1079 ok
AT_113019 12.36333 46.81528 1672 ok
AT_113027 12.36472 46.80917 1376 ok
AT_113035 12.57111 46.77694 1300 ok
AT_113043 12.37556 47.01805 1340 ok
AT_113050 12.54333 47.00333 1001 ok
AT_113084 12.62583 46.905 750 ok
AT_113589 12.61917 46.70861 1400 ok
AT_114900 12.50556 47.11833 1637 NO
AT_114926 12.51278 46.91972 1096 ok
AT_114934 12.79417 46.8675 1903 ok
AT_114942 12.90472 46.78695 650 ok
AT_114959 12.50222 46.725 1374 ok
AT_115469 12.63556 47.00667 1377 ok
AT_119396 11.54556 47.13445 1385 ok
AT_119412 11.3325 47.02833 1280 ok
AT_119792 10.39611 47.07444 1490 ok
AT_120022 11.49944 47.275 560 ok
AT_100206 9.98028 47.09555 886 ok
AT_100263 10.02889 47.12889 951 ok
AT_100313 9.74583 47.10806 1000 ok
AT_100362 9.83778 47.23028 1138 NO
AT_100370 9.76278 47.19528 547 ok
AT_100404 9.58028 47.30278 423 ok
AT_100412 9.74306 47.25694 1025 ok
AT_100420 9.60278 47.46695 399 ok
AT_100438 9.665 47.48167 400 ok
AT_100446 9.66889 47.43361 404 ok
AT_100453 9.74944 47.35111 1051 ok
AT_100461 9.77611 47.39306 530 ok
AT_100479 9.73861 47.40472 441 ok
AT_100487 9.77417 47.46639 720 ok
AT_100503 9.685 47.33556 857 NO
AT_100529 9.68 47.35667 422 ok
AT_100560 9.98 47.32306 807 ok
AT_100602 9.93944 47.36722 705 ok
AT_100628 9.80861 47.42111 1150 ok
AT_100636 9.8775 47.40389 600 ok
AT_100644 9.91194 47.43639 660 ok
AT_100651 10.02833 47.37333 1040 ok
AT_100685 10.03639 47.425 906 ok
AT_100701 9.93944 47.46861 802 ok
AT_100719 9.96139 47.50361 770 ok
AT_100727 9.90194 47.5225 982 ok
AT_100735 9.86139 47.49 710 ok
AT_100776 9.7075 47.50444 400 ok
AT_100792 9.81556 47.56222 929 ok
AT_100800 9.75278 47.55028 425 ok
AT_100826 10.08667 47.13222 1057 ok
AT_100842 9.84917 47.45834 717 ok
AT_100875 9.78528 47.21778 967 NO
AT_100883 9.65472 47.35917 412 ok
AT_100917 9.78472 47.19278 550 ok
AT_100925 9.63583 47.21667 487 ok
AT_100933 9.61222 47.20834 760 ok
AT_100941 9.65833 47.30416 533 ok
AT_100966 10.10417 47.19917 1510 ok
AT_100974 9.78056 47.50861 1055 ok
AT_101113 10.16333 47.17278 1707 ok
AT_101121 10.13611 47.20472 1470 ok
AT_101543 10.12444 47.31111 1216 ok
AT_121053 9.69944 47.48222 401 ok
LOM_BG_CARONA_CARISOLE_08024 9.7938 46.03852 1954 ok
LOM_BG_CARONA_LAGO_FREGABOLGIA_00117 9.863059 46.02445 1955 ok
LOM_BG_CASTIONE_DELLA_PRESOLANA_09035 10.063329 45.92846 1180 NO
LOM_BG_OLTRE_IL_COLLE_ZAMBLA_09037 9.78894 45.89119 1138 ok
LOM_BG_VALBONDIONE_09040 10.038607 46.06457 1784 ok
LOM_BS_BRENO_LAGO_DELLA_VACCA_14364 10.442729 45.9575 2410 ok
LOM_BS_EDOLO_PANTANO_D_AVIO_08020 10.472828 46.17701 2108 ok
LOM_BS_MONNO_09043 10.308807 46.2503 1728 NO
LOM_BS_PONTE_DI_LEGNO_CASE_PIRLI_09042 10.531051 46.28969 1640 ok
LOM_LC_BARZIO_PIANI_DI_BOBBIO_14279 9.501139 45.9595 1713 ok
LOM_SO_APRICA_08017 10.148266 46.12969 1950 ok
LOM_SO_CAMPODOLCINO_ALPE_MOTTA_14252 9.368836 46.42312 1880 ok
LOM_SO_GEROLA_ALTA_PESCEGALLO_08014 9.571121 46.0262 1875 ok
LOM_SO_LANZADA_PALU_08093 9.884528 46.29291 2151 ok
LOM_SO_LANZADA_PASSO_MARINELLI_14205 9.915154 46.34981 3032 ok
LOM_SO_LIVIGNO_LA_VALLACCIA_08028 10.188737 46.47731 2660 ok
LOM_SO_PONTE_IN_VALTELLINA_LAGO_REGUZZO_14178 9.969999 46.09651 2440 ok
LOM_SO_SAN_GIACOMO_FILIPPO_LAGO_TRUZZO_09041 9.319991 46.36054 2064 ok
LOM_SO_VALDISOTTO_OGA_S_COLOMBANO_08009 10.305964 46.45357 2300 ok
LOM_SO_VAL_MASINO_MERDAROLA_17592 9.581636 46.22932 2280 ok
LOM_VA_VEDDASCA_MONTE_CADRIGNA_32384 8.768815 46.07183 1302 ok
