name lon lat ele mark
IT_BZ_Roia_di_Fuori_Osservatore 10.484113 46.80959 1833 ok
IT_BZ_S_Cassiano_Osservatore 11.936462 46.56871 1545 ok
IT_BZ_S_Genesio_Atesino_Osservatore 11.329485 46.53911 1140 ok
IT_BZ_S_Leonardo_in_Passiria_Osservatore 11.247126 46.80906 644 NO
IT_BZ_S_Maddalena_in_Casies_Osservatore 12.239817 46.83497 1403 ok
IT_BZ_S_Martino_in_Passiria_Osservatore 11.227909 46.78268 588 ok
IT_BZ_S_Pancrazio_Osservatore 11.055685 46.56489 810 ok
IT_BZ_S_Valentino_alla_Muta_Osservatore 10.527218 46.77469 1525 ok
IT_BZ_S_Valpurga_d_Ultimo_Osservatore 11.002854 46.54793 1105 ok
IT_BZ_S_Vito_di_Braies_Osservatore 12.10002 46.71188 1285 NO
IT_BZ_San_Candido_Osservatore 12.279865 46.73299 1236 NO
IT_BZ_San_Martino_Osservatore 11.414501 46.70105 1365 NO
IT_BZ_Scena_Osservatore 11.190831 46.6896 680 ok
IT_BZ_Sesto_Osservatore 12.349964 46.70305 1310 ok
IT_BZ_Silandro_Convento_Osservatore 10.774793 46.62765 718 ok
IT_BZ_Slingia_Osservatore 10.47392 46.70413 1690 ok
IT_BZ_Terento_Osservatore 11.793769 46.83212 1240 ok
IT_BZ_Terme_di_Brennero_Osservatore 11.488931 46.98113 1330 ok
IT_BZ_Valles_osservatore 11.630696 46.83866 1352 ok
IT_BZ_Valluzza_Osservatore 11.66281 46.62357 1350 ok
IT_BZ_Vanga_Osservatore 11.397473 46.55179 920 ok
IT_BZ_Vipiteno_osservatore 11.42939 46.89782 948 ok
FR_METEOFRANCE_Abries_rm 6.941 44.7895 2020 NO
FR_METEOFRANCE_Agnieres_en_devoluy 5.8715 44.68783 1262 ok
FR_METEOFRANCE_Aigleton_nivose 6.036167 45.22533 2240 NO
FR_METEOFRANCE_Aiguilles_rouges_nivose 6.8915 45.98517 2365 NO
FR_METEOFRANCE_Aiguines 6.240333 43.77167 800 ok
FR_METEOFRANCE_Aiguines_sapc 6.240167 43.79 563 ok
FR_METEOFRANCE_Albertville_jo 6.369833 45.65733 335 ok
FR_METEOFRANCE_Albiez 6.338 45.20933 1540 NO
FR_METEOFRANCE_Allant_nivose 6.207167 45.65833 1684 NO
FR_METEOFRANCE_Allemond 6.0375 45.202 1270 NO
FR_METEOFRANCE_Allos 6.625667 44.22267 1370 NO
FR_METEOFRANCE_Alpe_d_huez 6.084667 45.086 1860 ok
FR_METEOFRANCE_Ancelle 6.203667 44.62117 1345 ok
FR_METEOFRANCE_Antibes_garoupe 7.1265 43.55883 75 ok
FR_METEOFRANCE_Areches 6.537667 45.6695 1209 NO
FR_METEOFRANCE_Arvieux_la_chalp 6.735333 44.77533 1690 NO
FR_METEOFRANCE_Auris 6.066667 45.02567 730 ok
FR_METEOFRANCE_Auris_en_oisans 6.0725 45.05433 1600 NO
FR_METEOFRANCE_Auron 6.908167 44.20917 1910 NO
FR_METEOFRANCE_Aussois 6.726333 45.242 2166 NO
FR_METEOFRANCE_Aussois_clim 6.74 45.2245 1467 ok
FR_METEOFRANCE_Autrans 5.552667 45.1765 1090 ok
FR_METEOFRANCE_Autrans_nivo 5.575333 45.223 1260 NO
FR_METEOFRANCE_Avoriaz 6.7745 46.185 1768 ok
FR_METEOFRANCE_Avrieux 6.717333 45.20867 1102 NO
FR_METEOFRANCE_Ayze 6.4255 46.07433 449 ok
FR_METEOFRANCE_Beaufort_sur_doron 6.567833 45.688 1030 ok
FR_METEOFRANCE_Bellecote_nivose 6.768667 45.48733 3000 NO
FR_METEOFRANCE_Bernex 6.704833 46.338 1535 NO
FR_METEOFRANCE_Bessans 6.9905 45.319 1713 ok
FR_METEOFRANCE_Bessans_clim 6.9905 45.319 1715 ok
FR_METEOFRANCE_Besse 6.168333 45.06917 1536 ok
FR_METEOFRANCE_Beuil_obs 6.986667 44.0905 1464 ok
FR_METEOFRANCE_Boege 6.390333 46.208 750 ok
FR_METEOFRANCE_Bonneval_nivose 7.050667 45.351 2740 ok
FR_METEOFRANCE_Bonneval_sur_arc 7.054333 45.37083 1830 NO
FR_METEOFRANCE_Bourg_d_oisans 6.174667 45.02467 730 NO
FR_METEOFRANCE_Bourg_st_maurice 6.758 45.60767 865 ok
FR_METEOFRANCE_Bouvante 5.320667 44.95183 1089 NO
FR_METEOFRANCE_Bozel 6.642667 45.43617 865 NO
FR_METEOFRANCE_Briancon 6.634333 44.905 1324 ok
FR_METEOFRANCE_Cannes 6.950333 43.55383 2 ok
FR_METEOFRANCE_Cap_ferrat 7.323667 43.68333 138 NO
FR_METEOFRANCE_Carpentras 5.053 44.0835 99 ok
FR_METEOFRANCE_Ceillac 6.772333 44.66933 1665 ok
FR_METEOFRANCE_Ceillac_nivo 6.772333 44.66933 1665 ok
FR_METEOFRANCE_Cervieres 6.720167 44.85967 1637 NO
FR_METEOFRANCE_Chambery_aix 5.8735 45.63817 235 ok
FR_METEOFRANCE_Chamonix 6.873167 45.92433 1042 ok
FR_METEOFRANCE_Chamonix_obs 6.859667 45.91733 1025 ok
FR_METEOFRANCE_Champcella 6.568667 44.72367 1100 NO
FR_METEOFRANCE_Chamrousse_arselle 5.872333 45.0925 1650 ok
FR_METEOFRANCE_Chamrousse_niverolles 5.890667 45.119 2022 NO
FR_METEOFRANCE_Chapelle_en_valgaudemar 6.1905 44.806 1270 NO
FR_METEOFRANCE_Chapelle_en_ver 5.42 44.95683 879 ok
FR_METEOFRANCE_Chateau_ville_vieille 6.792 44.75517 1355 ok
FR_METEOFRANCE_Chatel 6.82 46.25417 1135 ok
FR_METEOFRANCE_Chatel_nivo_74063405 6.791667 46.22183 1700 NO
FR_METEOFRANCE_Chatillon_en_di 5.475667 44.68933 570 ok
FR_METEOFRANCE_Chedde 6.724667 45.92067 610 ok
FR_METEOFRANCE_Clusaz_la_ 6.423 45.88567 1180 NO
FR_METEOFRANCE_Col_agnel_nivose 6.974667 44.68733 2630 ok
FR_METEOFRANCE_Col_de_l_arzelier 5.589833 44.98717 1156 ok
FR_METEOFRANCE_Col_de_porte 5.768667 45.3 1325 ok
FR_METEOFRANCE_Col_des_saisies_73132003 6.5345 45.75317 1614 ok
FR_METEOFRANCE_Col_du_barioz 6.041667 45.3215 1424 ok
FR_METEOFRANCE_Col_du_rousset 5.404 44.8365 1260 NO
FR_METEOFRANCE_Combloux 6.622667 45.889 1183 NO
FR_METEOFRANCE_Contamines_mj 6.724 45.82 1180 ok
FR_METEOFRANCE_Corps 5.941 44.8185 935 ok
FR_METEOFRANCE_Courchevel 6.626 45.408 1780 NO
FR_METEOFRANCE_Digne_les_bains 6.185333 44.06867 554 ok
FR_METEOFRANCE_Eau_d_olle 6.068667 45.11867 1920 NO
FR_METEOFRANCE_Embrun 6.501333 44.55933 871 NO
FR_METEOFRANCE_Estenc 6.751833 44.23683 1850 NO
FR_METEOFRANCE_Flaine 6.691667 46.00217 1620 ok
FR_METEOFRANCE_Font_d_urle 5.334 44.90433 1425 ok
FR_METEOFRANCE_Freissinieres 6.502 44.74233 1320 NO
FR_METEOFRANCE_Frejus 6.736167 43.42083 7 ok
FR_METEOFRANCE_Galibier_nivose 6.373 45.05417 2559 NO
FR_METEOFRANCE_Gap_bayard 6.084 44.6195 1240 ok
FR_METEOFRANCE_Gets_les_ 6.668833 46.15517 1172 ok
FR_METEOFRANCE_Glandage_sapc 5.609333 44.67133 1000 ok
FR_METEOFRANCE_Grand_bornand 6.440167 45.96883 1300 NO
FR_METEOFRANCE_Grande_chartreuse 5.789 45.35867 945 NO
FR_METEOFRANCE_Grande_parei_nivose 6.641667 45.60883 2240 NO
FR_METEOFRANCE_Grenoble_st_geoirs 5.308 45.35833 384 ok
FR_METEOFRANCE_Greolieres 6.966667 43.83333 1380 ok
FR_METEOFRANCE_Gresse 5.558833 44.893 1220 NO
FR_METEOFRANCE_Gresse_en_vercors 5.541667 44.88917 1254 NO
FR_METEOFRANCE_Hauteluce 6.636667 45.77 1215 ok
FR_METEOFRANCE_Houches_les_ 6.8005 45.889 1005 ok
FR_METEOFRANCE_Isola 7.142667 44.187 1912 NO
FR_METEOFRANCE_Isola_2000 7.142667 44.187 1912 NO
FR_METEOFRANCE_Jarrier 6.305167 45.27433 1200 NO
FR_METEOFRANCE_Jausiers 6.757 44.403 1510 NO
FR_METEOFRANCE_L_alpe_d_huez_2350 6.1 45.1 2350 NO
FR_METEOFRANCE_L_alpe_d_huez_2700 6.1 45.1 2700 NO
FR_METEOFRANCE_L_alpe_d_huez_sata_ 6.070333 45.092 1860 ok
FR_METEOFRANCE_L_alpe_d_huez_sata_1860 6.05 45.07467 1850 NO
FR_METEOFRANCE_L_alpe_du_grand_serre 5.8575 45.01917 1382 NO
FR_METEOFRANCE_La_berarde 6.2885 44.92633 1738 NO
FR_METEOFRANCE_La_clusaz 6.440667 45.8895 1597 NO
FR_METEOFRANCE_La_flegere 6.886833 45.9575 1850 NO
FR_METEOFRANCE_La_foux_d_allos 6.557 44.28717 1900 NO
FR_METEOFRANCE_La_giettaz 6.521333 45.874 1210 NO
FR_METEOFRANCE_La_lechere 6.507 45.554 1340 NO
FR_METEOFRANCE_La_mure_argens 6.518833 43.97283 920 ok
FR_METEOFRANCE_La_mure_radome 5.785 44.93433 885 ok
FR_METEOFRANCE_La_norma 6.692667 45.1865 1960 NO
FR_METEOFRANCE_La_plagne 6.669667 45.503 1970 NO
FR_METEOFRANCE_La_rosiere 6.842333 45.6245 1867 NO
FR_METEOFRANCE_La_salette_38469001 5.973667 44.856 1770 NO
FR_METEOFRANCE_La_salette_38469400 5.974667 44.85 1770 NO
FR_METEOFRANCE_Lambruisse 6.440667 44.039 1123 ok
FR_METEOFRANCE_Lans_en_vercors 5.6055 45.10683 1400 NO
FR_METEOFRANCE_Lanslebourg_mt 6.940167 45.22083 2000 ok
FR_METEOFRANCE_Lauzet_le_ 6.422667 44.43833 1070 NO
FR_METEOFRANCE_Lavaldens 5.883333 44.98767 1070 ok
FR_METEOFRANCE_Le_biot 6.619333 46.2735 690 ok
FR_METEOFRANCE_Le_chevril_nivose 6.956 45.5 2560 ok
FR_METEOFRANCE_Le_collet_d_allevard_38006400 6.121 45.387 1642 NO
FR_METEOFRANCE_Le_collet_d_allevard_38006402 6.1 45.37467 1650 NO
FR_METEOFRANCE_Le_corbier 6.266667 45.23933 1585 ok
FR_METEOFRANCE_Le_dramont 6.851667 43.40867 124 NO
FR_METEOFRANCE_Le_grand_bornand_74136005 6.469833 45.97067 1430 NO
FR_METEOFRANCE_Le_grand_bornand_74136400 6.4525 45.96983 1270 ok
FR_METEOFRANCE_Le_gua_nivose 5.5865 45.009 1646 NO
FR_METEOFRANCE_Le_luc 6.385 43.3765 80 ok
FR_METEOFRANCE_Le_molard 7.009667 45.4385 2310 NO
FR_METEOFRANCE_Le_monetier 6.500667 44.94317 2185 NO
FR_METEOFRANCE_Le_monetier_les_bains 6.5085 44.9695 1459 ok
FR_METEOFRANCE_Le_plenay 6.689167 46.16767 1515 ok
FR_METEOFRANCE_Le_rivier_d_allemond 6.024667 45.11867 1270 NO
FR_METEOFRANCE_Le_tour 6.9425 46.00233 1500 ok
FR_METEOFRANCE_Le_tour_balme 6.969167 46.01917 2196 ok
FR_METEOFRANCE_Le_tour_nivo 6.941667 46.00133 1478 ok
FR_METEOFRANCE_Les_2_alpes_gn_ 6.120333 45.00433 1630 ok
FR_METEOFRANCE_Les_2_alpes_pied_mouttet_ 6.104 45.0055 2084 ok
FR_METEOFRANCE_Les_2_alpes_toura_ne_ 6.169833 44.99133 2550 NO
FR_METEOFRANCE_Les_aillons_margeriaz_ 6.058 45.64033 1400 ok
FR_METEOFRANCE_Les_arcs 6.822667 45.57067 2040 ok
FR_METEOFRANCE_Les_carroz_kedeusaz 6.659333 46.02333 1760 NO
FR_METEOFRANCE_Les_carroz_village 6.639667 46.0215 1152 ok
FR_METEOFRANCE_Les_contamines_montjoie 6.693167 45.7885 1780 ok
FR_METEOFRANCE_Les_deserts 6.003 45.62167 1030 ok
FR_METEOFRANCE_Les_ecrins_nivose 6.341 44.9355 2970 NO
FR_METEOFRANCE_Les_gets 6.6555 46.1595 1530 NO
FR_METEOFRANCE_Les_karellis 6.402333 45.22333 1603 NO
FR_METEOFRANCE_Les_menuires 6.538333 45.32067 1800 ok
FR_METEOFRANCE_Les_orres 6.551333 44.50067 1446 ok
FR_METEOFRANCE_Les_orres_fontaines 6.557667 44.47567 1895 NO
FR_METEOFRANCE_Les_portes_en_valgaudemar 6.1905 44.806 1270 NO
FR_METEOFRANCE_Les_rochilles_nivose 6.468167 45.08433 2443 ok
FR_METEOFRANCE_Les_saisies 6.524 45.755 1636 NO
FR_METEOFRANCE_Lognan 6.939 45.96767 1970 ok
FR_METEOFRANCE_Luceram_obs 7.366667 43.93333 1420 ok
FR_METEOFRANCE_Lus_l_croix_hte 5.7065 44.67033 1059 ok
FR_METEOFRANCE_Maljasset 6.839333 44.58917 1908 ok
FR_METEOFRANCE_Meailles_sapc 6.624333 44.02533 1090 NO
FR_METEOFRANCE_Megeve 6.604833 45.85317 1080 ok
FR_METEOFRANCE_Megeve_auxi 6.604833 45.85333 1080 ok
FR_METEOFRANCE_Meribel_mottaret 6.583333 45.36967 1700 ok
FR_METEOFRANCE_Meythet 6.089667 45.9235 455 ok
FR_METEOFRANCE_Millefonts_nivose 7.1885 44.11767 2430 ok
FR_METEOFRANCE_Modane 6.671167 45.1895 1228 NO
FR_METEOFRANCE_Mont_arbois 6.668 45.85317 1833 NO
FR_METEOFRANCE_Mont_cenis 6.892833 45.26833 2032 NO
FR_METEOFRANCE_Montelimar 4.7265 44.57533 73 ok
FR_METEOFRANCE_Montgenevre 6.7195 44.925 1848 ok
FR_METEOFRANCE_Montgenevre_le_chalvet 6.718333 44.93617 2134 NO
FR_METEOFRANCE_Montmin 6.259 45.80233 1050 NO
FR_METEOFRANCE_Montsapey 6.3355 45.52017 960 NO
FR_METEOFRANCE_Morzine_74191001 6.705 46.17367 960 NO
FR_METEOFRANCE_Morzine_74191400 6.706 46.17467 960 NO
FR_METEOFRANCE_Motte_molines 6.120333 44.74217 1250 NO
FR_METEOFRANCE_Nevache 6.62 45.01783 1603 ok
FR_METEOFRANCE_Nevache_buffere 6.569167 45.00767 2060 NO
FR_METEOFRANCE_Nice 7.205333 43.64267 2 ok
FR_METEOFRANCE_Olmet 6.069667 45.1235 1350 NO
FR_METEOFRANCE_Orange 4.856667 44.14 57 ok
FR_METEOFRANCE_Orcieres_nivose 6.3335 44.718 2294 ok
FR_METEOFRANCE_Orelle 6.569333 45.242 2356 ok
FR_METEOFRANCE_Ornon 5.986333 45.051 950 ok
FR_METEOFRANCE_Parpaillon_nivose 6.635167 44.4905 2545 ok
FR_METEOFRANCE_Passy 6.725667 45.951 1300 ok
FR_METEOFRANCE_Peira_cava 7.358 43.92417 1443 NO
FR_METEOFRANCE_Peisey_nancroix 6.753833 45.53967 1350 ok
FR_METEOFRANCE_Pelvoux 6.485667 44.86917 1270 ok
FR_METEOFRANCE_Pelvoux_st_antoine 6.485667 44.86917 1270 ok
FR_METEOFRANCE_Peone 6.925167 44.09317 1784 NO
FR_METEOFRANCE_Peone_valberg 6.933333 44.1 1659 NO
FR_METEOFRANCE_Plan_aiguille_tmb 6.884833 45.90067 2310 ok
FR_METEOFRANCE_Pra_loup 6.584167 44.356 2100 NO
FR_METEOFRANCE_Pralognan 6.718667 45.37567 1416 ok
FR_METEOFRANCE_Pralognan_la_vanoise 6.716667 45.385 1420 ok
FR_METEOFRANCE_Prapoutel_38002404 5.974667 45.25 1840 NO
FR_METEOFRANCE_Prapoutel_38002405 5.974667 45.25 1570 NO
FR_METEOFRANCE_Prapoutel_38002406 5.990667 45.25367 1355 NO
FR_METEOFRANCE_Prapoutel_pipay 5.974667 45.25 1345 NO
FR_METEOFRANCE_Puy_st_vincent 6.49 44.82383 1380 NO
FR_METEOFRANCE_Puy_st_vincent_1600 6.484833 44.8175 1680 ok
FR_METEOFRANCE_Reallon_iscle 6.336333 44.605 1429 ok
FR_METEOFRANCE_Reallon_nivo 6.351667 44.575 1717 NO
FR_METEOFRANCE_Restefond_nivose 6.8 44.33733 2550 NO
FR_METEOFRANCE_Risoul 6.639833 44.61667 2050 ok
FR_METEOFRANCE_Ristolas 6.984 44.75933 1670 NO
FR_METEOFRANCE_Samoens 6.722833 46.08417 749 NO
FR_METEOFRANCE_Serre_chevalier 6.5695 44.92133 1905 NO
FR_METEOFRANCE_Servoz 6.767 45.92533 815 ok
FR_METEOFRANCE_Seyne 6.358667 44.35083 1210 ok
FR_METEOFRANCE_Seythenex 6.2725 45.70783 1159 NO
FR_METEOFRANCE_St_alban_des_vi 6.240333 45.303 1100 NO
FR_METEOFRANCE_St_andre 6.507 43.96767 890 ok
FR_METEOFRANCE_St_andre_alpes 6.507 43.955 882 NO
FR_METEOFRANCE_St_auban_4049001 5.987167 44.05733 458 ok
FR_METEOFRANCE_St_auban_6116002 6.722833 43.8415 1048 ok
FR_METEOFRANCE_St_baudille 5.790833 44.791 1040 NO
FR_METEOFRANCE_St_bonnet_champsaur 6.070333 44.68383 1005 ok
FR_METEOFRANCE_St_christol 5.489 44.03767 836 ok
FR_METEOFRANCE_St_christophe_38375001 6.186167 44.94067 1570 NO
FR_METEOFRANCE_St_christophe_38375400 6.186333 44.94133 1570 NO
FR_METEOFRANCE_St_colomban_des_villards 6.225333 45.28917 1085 NO
FR_METEOFRANCE_St_crepin 6.6 44.70267 906 ok
FR_METEOFRANCE_St_dalmas_le_se 6.85 44.28333 1500 NO
FR_METEOFRANCE_St_etienne_en_devoluy 5.936 44.68733 1281 NO
FR_METEOFRANCE_St_francois_long 6.358 45.41733 1594 NO
FR_METEOFRANCE_St_hilaire 5.883333 45.305 970 ok
FR_METEOFRANCE_St_hilaire_nivose 5.858167 45.30833 1756 NO
FR_METEOFRANCE_St_jean_d_arves 6.284 45.1875 1285 ok
FR_METEOFRANCE_St_jean_de_belleville 6.4765 45.42333 1050 NO
FR_METEOFRANCE_St_jean_de_maur 6.333333 45.26667 610 NO
FR_METEOFRANCE_St_jean_st_nicolas 6.205833 44.66917 1210 ok
FR_METEOFRANCE_St_martin_de_belleville 6.507833 45.3685 1500 NO
FR_METEOFRANCE_St_michel_de_maurienne 6.488333 45.22083 1360 NO
FR_METEOFRANCE_St_pal_en_chal_meallet 3.959833 45.34017 960 ok
FR_METEOFRANCE_St_paul 6.839333 44.58917 1908 ok
FR_METEOFRANCE_St_pierre_de_ch 5.816667 45.33933 895 ok
FR_METEOFRANCE_St_pierre_de_chartreuse 5.841167 45.34033 1700 NO
FR_METEOFRANCE_St_sorlin_d_arves_73280001 6.217 45.21833 1650 ok
FR_METEOFRANCE_St_sorlin_d_arves_73280402 6.2015 45.217 2090 ok
FR_METEOFRANCE_St_veran 6.868333 44.69317 2039 NO
FR_METEOFRANCE_St_veran_rm 6.867333 44.70317 2140 NO
FR_METEOFRANCE_Ste_foy_station 6.8905 45.57333 1524 NO
FR_METEOFRANCE_Ste_foy_tarentaise 6.8855 45.60117 1230 ok
FR_METEOFRANCE_Super_devoluy 5.904 44.65933 1915 NO
FR_METEOFRANCE_Tende_casterino 7.502167 44.0885 1554 NO
FR_METEOFRANCE_Termignon_clim 6.808667 45.2715 1280 NO
FR_METEOFRANCE_Tignes 6.905 45.46767 2080 ok
FR_METEOFRANCE_Tignes_brevieres 6.919 45.50467 1570 ok
FR_METEOFRANCE_Tignes_sapc 6.904333 45.46683 2084 ok
FR_METEOFRANCE_Toulon 5.900333 43.1095 2 ok
FR_METEOFRANCE_Trevignin 5.973 45.70417 730 ok
FR_METEOFRANCE_Uvernet_fours 6.689167 44.31817 1660 NO
FR_METEOFRANCE_Vacheresse_auxi 6.670667 46.30917 790 NO
FR_METEOFRANCE_Val_casterino 7.5035 44.09183 1554 NO
FR_METEOFRANCE_Val_cenis_la_berche_ 6.92 45.27117 2101 NO
FR_METEOFRANCE_Val_d_isere 6.9735 45.44017 1850 ok
FR_METEOFRANCE_Val_d_isere_jos 6.9735 45.44017 1850 ok
FR_METEOFRANCE_Val_d_isere_joseray 6.9735 45.44033 1854 ok
FR_METEOFRANCE_Val_frejus 6.658833 45.1535 2208 NO
FR_METEOFRANCE_Val_thorens 6.576167 45.29 2283 NO
FR_METEOFRANCE_Valberg 6.938167 44.0855 1630 NO
FR_METEOFRANCE_Valderoure 6.734 43.78867 1105 NO
FR_METEOFRANCE_Valjouffrey 6.017667 44.87467 980 NO
FR_METEOFRANCE_Valloire 6.459167 45.15783 2295 ok
FR_METEOFRANCE_Valloire_forest 6.4265 45.1705 1460 NO
FR_METEOFRANCE_Vallompierre 6.268667 44.8 2560 NO
FR_METEOFRANCE_Vallorcine 6.923 46.0245 1300 ok
FR_METEOFRANCE_Valmeinier 6.489667 45.17233 1788 NO
FR_METEOFRANCE_Valmorel 6.4405 45.45717 1350 NO
FR_METEOFRANCE_Vaujany 6.041667 45.14283 772 NO
FR_METEOFRANCE_Vaujany_nivo 6.092 45.15533 1720 NO
FR_METEOFRANCE_Villar_d_arene 6.357 45.02517 1665 NO
FR_METEOFRANCE_Villar_loubiere 6.141 44.82283 1072 NO
FR_METEOFRANCE_Villar_st_pancrace 6.6375 44.87483 1310 ok
FR_METEOFRANCE_Villard_bois_barbu_38548403 5.5385 45.0695 1018 ok
FR_METEOFRANCE_Villard_cote_2000 5.567333 45.02133 1710 NO
FR_METEOFRANCE_Villard_de_lans_38548001 5.556667 45.07383 1027 ok
AT_101659 13.91472 46.56278 584 ok
AT_110791 13.035 46.67445 933 ok
AT_113100 12.85861 46.85667 1210 ok
AT_113118 12.97361 46.74833 621 ok
AT_113126 13.17944 46.74667 615 ok
AT_113175 12.85194 47.03667 1325 ok
AT_113225 13.03472 46.88834 849 ok
AT_113399 13.50694 46.95472 835 ok
AT_113449 13.44194 46.68139 990 ok
AT_113464 13.56639 46.73333 1026 ok
AT_113480 13.7225 46.68278 542 ok
AT_113555 14.04639 46.69833 510 ok
AT_113563 13.97083 46.66056 526 ok
AT_113597 12.74556 46.70333 1134 ok
AT_113670 13.22917 46.6375 637 ok
AT_113704 13.26556 46.67833 760 ok
AT_113738 13.61056 46.57666 561 ok
AT_113746 13.71167 46.55 574 ok
AT_113787 14.15583 46.46889 987 ok
AT_113803 14.24222 46.52972 453 ok
AT_113837 14.21528 46.46889 1055 ok
AT_113894 14.59667 46.49055 620 ok
AT_113936 14.05917 46.82333 823 ok
AT_114025 14.4925 46.85028 594 ok
AT_114066 14.53389 46.85056 630 ok
AT_114124 14.11 46.68722 581 ok
AT_114165 14.27056 46.80416 1096 ok
AT_114215 14.16556 46.59278 516 ok
AT_114249 14.60167 46.60555 462 ok
AT_114256 14.57333 46.67306 463 ok
AT_114272 14.61722 46.74417 1150 ok
AT_114298 14.74778 47.00722 791 ok
AT_114306 14.80389 46.92806 790 ok
AT_114512 13.0275 46.76361 1153 ok
AT_114538 13.01556 46.66333 692 ok
AT_114561 14.31861 46.61278 458 ok
AT_114587 14.28083 46.975 734 ok
AT_114603 14.55889 46.92195 1055 ok
AT_114629 14.00222 46.61722 535 ok
AT_114694 13.9325 46.78667 976 ok
AT_114702 14.82639 46.82778 461 ok
AT_114777 14.33111 46.73444 490 ok
AT_114876 14.94056 46.64111 348 ok
AT_114884 13.2825 46.61305 615 ok
AT_103432 12.48583 47.25417 900 ok
AT_103440 12.52889 47.29139 816 ok
AT_103580 12.97139 47.15223 1077 ok
AT_103622 13.11583 47.08722 1140 ok
AT_103655 13.08167 47.26472 795 ok
AT_103663 13.08917 47.31667 830 ok
AT_103689 13.24611 47.17167 980 ok
AT_103697 13.2 47.23833 890 ok
AT_103705 13.31944 47.27861 1000 ok
AT_103770 13.31556 47.41306 720 NO
AT_103820 13.1575 47.59167 473 ok
AT_103846 13.2225 47.76111 727 ok
AT_103879 13.0225 47.74667 440 ok
AT_103895 13.12194 47.885 520 ok
AT_103929 12.85167 47.43556 765 ok
AT_103945 12.75417 47.52306 668 ok
AT_103978 12.69972 47.5775 630 ok
AT_104000 13.01167 47.97472 460 ok
AT_104018 12.94833 47.96139 446 ok
AT_104059 12.29833 47.2525 830 ok
AT_104174 13.23278 47.65056 1000 ok
AT_104208 12.23333 47.24389 860 ok
AT_104281 13.08889 47.68889 443 ok
AT_104356 13.25083 47.97722 530 ok
AT_105254 13.4875 47.7225 540 ok
AT_105353 13.30472 47.79333 670 ok
AT_105908 13.39583 47.34722 910 ok
AT_105916 13.45417 47.38917 890 ok
AT_105932 13.50889 47.30555 1016 ok
AT_105940 13.52306 47.43556 1050 ok
AT_106682 12.32111 47.26305 844 ok
AT_106690 13.0925 47.66111 820 ok
AT_110163 13.80889 47.18972 1190 ok
AT_110189 12.72083 47.64528 587 ok
AT_111492 13.42972 47.65111 1170 ok
AT_111500 13.47361 47.10833 1110 NO
AT_111526 13.51444 47.14944 1200 ok
AT_111542 13.62917 47.17806 1200 ok
AT_111559 13.70833 47.17611 1100 ok
AT_111591 13.73444 47.0775 1071 ok
AT_111641 13.95444 47.15611 1210 ok
AT_115022 13.21056 47.86916 741 ok
AT_115030 13.13972 47.66889 495 ok
AT_115055 13.8825 47.07 940 NO
AT_118612 12.91917 47.72806 560 ok
AT_126029 13.42306 47.5375 720 ok
AT_101147 10.2975 47.21333 1380 ok
AT_101162 10.53556 47.26889 1320 ok
AT_101170 10.60556 47.28472 1355 ok
AT_101188 10.45472 47.35917 1100 ok
AT_101196 10.54361 47.35833 954 ok
AT_101204 10.65833 47.355 1260 ok
AT_101212 10.58583 47.41972 910 ok
AT_101220 10.68111 47.47167 874 ok
AT_101246 10.74806 47.41167 1338 ok
AT_101261 10.50389 47.50139 1110 ok
AT_101279 10.63833 47.55167 810 ok
AT_101287 11.26389 47.38945 959 ok
AT_101303 11.1425 47.37111 1135 ok
AT_101311 11.46389 47.48028 920 ok
AT_101493 10.45611 47.57306 1118 ok
AT_101519 10.41083 47.15223 1204 ok
AT_101717 10.43639 46.95889 1643 NO
AT_101790 10.66055 47.0575 895 ok
AT_101816 10.64889 47.09722 1426 ok
AT_101873 10.75306 47.04306 1269 ok
AT_101956 10.47056 47.08472 1063 ok
AT_102004 10.74111 47.24889 860 ok
AT_102046 10.8675 46.9875 1605 ok
AT_102061 10.83889 47.07611 1329 ok
AT_102079 10.78194 47.1225 1120 ok
AT_102228 11.01472 46.985 1332 ok
AT_102236 10.97 47.07639 1180 ok
AT_102251 10.88611 47.20583 760 ok
AT_102269 10.91861 47.23 1695 ok
AT_102277 10.98528 47.27444 711 ok
AT_102285 10.92361 47.30083 950 NO
AT_102301 11.08778 47.30889 618 ok
AT_102319 11.1525 47.18861 1227 ok
AT_102350 11.42639 47.01833 1360 ok
AT_102368 11.41833 47.08444 1235 ok
AT_102376 11.45389 47.13 991 ok
AT_102384 11.40083 47.18389 1009 ok
AT_102400 11.36167 47.17167 1070 ok
AT_102434 11.54139 47.27361 660 ok
AT_102467 11.56167 47.32167 875 ok
AT_102475 11.70555 47.30639 928 ok
AT_102483 11.71139 47.34389 548 ok
AT_102509 11.8 47.38889 563 ok
AT_102517 11.82778 47.37639 960 ok
AT_102632 11.7925 47.09139 1060 ok
AT_102640 11.74389 47.16222 1250 ok
AT_102681 12.03 47.22445 1263 ok
AT_102723 11.96556 47.37361 1040 ok
AT_102749 11.89556 47.49028 920 ok
AT_102756 11.79333 47.52055 1013 ok
AT_102764 12.02667 47.43028 790 NO
AT_102772 12.13889 47.38639 801 ok
AT_102780 12.15278 47.45417 591 ok
AT_102806 12.27861 47.525 750 ok
AT_102830 12.42694 47.38277 950 ok
AT_102863 12.31667 47.44639 830 ok
