station year duration start
HSD_IT_PIE_AL_BRIC_CASTELLARO 2021 39 99
HSD_IT_PIE_AL_BRIC_CASTELLARO 2022 5 100
HSD_IT_PIE_AL_BRIC_CASTELLARO 2023 8 137
HSD_IT_PIE_BI_PIEDICAVALLO 2001 24 117
HSD_IT_PIE_BI_PIEDICAVALLO 2002 14 168
HSD_IT_PIE_BI_PIEDICAVALLO 2003 14 157
HSD_IT_PIE_BI_PIEDICAVALLO 2004 27 173
HSD_IT_PIE_BI_PIEDICAVALLO 2005 8 91
HSD_IT_PIE_BI_PIEDICAVALLO 2006 16 177
HSD_IT_PIE_BI_PIEDICAVALLO 2007 7 146
HSD_IT_PIE_BI_PIEDICAVALLO 2008 6 136
HSD_IT_PIE_BI_PIEDICAVALLO 2009 63 90
HSD_IT_PIE_BI_PIEDICAVALLO 2010 21 131
HSD_IT_PIE_BI_PIEDICAVALLO 2011 5 90
HSD_IT_PIE_BI_PIEDICAVALLO 2012 15 154
HSD_IT_PIE_BI_PIEDICAVALLO 2013 10 174
HSD_IT_PIE_BI_PIEDICAVALLO 2014 20 113
HSD_IT_PIE_BI_PIEDICAVALLO 2015 15 164
HSD_IT_PIE_BI_PIEDICAVALLO 2016 16 187
HSD_IT_PIE_BI_PIEDICAVALLO 2017 3 111
HSD_IT_PIE_BI_PIEDICAVALLO 2018 8 179
HSD_IT_PIE_BI_PIEDICAVALLO 2019 1 345
HSD_IT_PIE_BI_PIEDICAVALLO 2020 3 184
HSD_IT_PIE_BI_PIEDICAVALLO 2021 27 126
HSD_IT_PIE_BI_PIEDICAVALLO 2022 0 NA
HSD_IT_PIE_BI_PIEDICAVALLO 2023 5 111
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2007 25 99
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2008 157 83
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2009 203 64
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2010 165 91
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2011 134 104
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2012 31 152
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2013 167 88
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2014 175 81
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2015 107 138
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2016 69 160
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2017 113 83
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2018 183 68
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2019 114 79
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2020 92 72
