name lon lat diff tcd
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 10.69607322 46.65020588 0.656488549618321 51.5806465148926
HSD_IT_BZ_Anterivo_Osservatore 11.36775099 46.27734539 0.382838283828383 15.5731239318848
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 12.10089664 46.8607218 0.0340909090909091 1.81105804443359
HSD_IT_BZ_Braies_Ferrara_Osservatore 12.12878711 46.71923932 0.0963391136801541 19.9627857208252
HSD_IT_BZ_Bronzolo_Osservatore 11.311066 46.406479 -0.666666666666667 50.8115615844727
HSD_IT_BZ_Casere_di_Fuori_Osservatore 10.92669712 46.73510012 0.160839160839161 16.2084541320801
HSD_IT_BZ_Corona_Cortaccia_Osservatore 11.2067523 46.32075352 0.838874680306905 69.3676910400391
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 10.72507185 46.50906272 0.0778184236780845 36.6797752380371
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 12.05365673 46.75973652 0.252754820936639 37.677864074707
HSD_IT_BZ_Diga_di_Vizze_Osservatore 11.52467213 46.92499205 0.105177993527508 74.3436660766602
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 10.98836178 46.54186662 -0.0137614678899083 31.2303256988525
HSD_IT_BZ_Favogna_di_sotto_Osservatore 11.17926262 46.2716181 0.507317073170732 40.9714889526367
HSD_IT_BZ_Fie_allo_Sciliar_Osservatore 11.50596643 46.51315332 0.326086956521739 10.1522941589355
HSD_IT_BZ_Fontana_Bianca 10.831811 46.486847 -0.0221818181818182 9.82232570648193
HSD_IT_BZ_Fortezza_Osservatore 11.63224644 46.77830405 0.392857142857143 11.1412858963013
HSD_IT_BZ_Fundres_Osservatore 11.70509939 46.88647195 0.164414414414414 2.39588451385498
HSD_IT_BZ_La_Villa_in_Badia_Osservatore 11.90707591 46.58363024 0.0156171284634761 6.04567384719849
