HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2001 155 81
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2002 57 25
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2003 115 35
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2004 154 56
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2005 127 9
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2006 139 54
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2007 95 14
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2009 143 80
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2010 137 45
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2011 139 51
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2012 120 19
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2013 148 27
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2014 147 89
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2015 82 45
HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore 2016 76 0
HSD_IT_BZ_Anterivo_Osservatore 2005 103 27
HSD_IT_BZ_Anterivo_Osservatore 2006 125 110
HSD_IT_BZ_Anterivo_Osservatore 2007 26 17
HSD_IT_BZ_Anterivo_Osservatore 2008 60 33
HSD_IT_BZ_Anterivo_Osservatore 2009 134 115
HSD_IT_BZ_Anterivo_Osservatore 2010 109 60
HSD_IT_BZ_Anterivo_Osservatore 2011 102 54
HSD_IT_BZ_Anterivo_Osservatore 2012 82 38
HSD_IT_BZ_Anterivo_Osservatore 2013 125 91
HSD_IT_BZ_Anterivo_Osservatore 2014 92 80
HSD_IT_BZ_Anterivo_Osservatore 2015 67 18
HSD_IT_BZ_Anterivo_Osservatore 2016 43 27
HSD_IT_BZ_Anterivo_Osservatore 2017 26 9
HSD_IT_BZ_Anterivo_Osservatore 2018 118 69
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2001 115 130
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2003 87 71
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2004 100 107
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2005 103 98
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2006 129 123
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2007 89 91
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2008 127 117
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2009 120 125
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2010 113 113
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2011 107 98
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2012 96 96
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2013 129 125
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2014 119 108
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2016 89 87
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2017 75 69
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2018 143 129
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore 2019 107 98
HSD_IT_BZ_Braies_Ferrara_Osservatore 2004 149 122
HSD_IT_BZ_Braies_Ferrara_Osservatore 2005 118 99
HSD_IT_BZ_Braies_Ferrara_Osservatore 2006 138 120
HSD_IT_BZ_Braies_Ferrara_Osservatore 2008 80 77
HSD_IT_BZ_Braies_Ferrara_Osservatore 2009 132 129
HSD_IT_BZ_Braies_Ferrara_Osservatore 2010 132 126
HSD_IT_BZ_Braies_Ferrara_Osservatore 2011 125 120
HSD_IT_BZ_Braies_Ferrara_Osservatore 2012 103 88
HSD_IT_BZ_Braies_Ferrara_Osservatore 2017 61 57
HSD_IT_BZ_Bronzolo_Osservatore 2003 7 10
HSD_IT_BZ_Bronzolo_Osservatore 2004 12 26
HSD_IT_BZ_Bronzolo_Osservatore 2005 10 18
HSD_IT_BZ_Bronzolo_Osservatore 2008 1 1
HSD_IT_BZ_Bronzolo_Osservatore 2012 2 0
HSD_IT_BZ_Bronzolo_Osservatore 2015 2 2
HSD_IT_BZ_Bronzolo_Osservatore 2016 2 3
HSD_IT_BZ_Casere_di_Fuori_Osservatore 2010 144 126
HSD_IT_BZ_Casere_di_Fuori_Osservatore 2011 147 119
HSD_IT_BZ_Casere_di_Fuori_Osservatore 2012 122 103
HSD_IT_BZ_Casere_di_Fuori_Osservatore 2013 146 126
HSD_IT_BZ_Casere_di_Fuori_Osservatore 2018 156 126
HSD_IT_BZ_Corona_Cortaccia_Osservatore 2003 6 0
HSD_IT_BZ_Corona_Cortaccia_Osservatore 2004 63 9
HSD_IT_BZ_Corona_Cortaccia_Osservatore 2007 7 2
HSD_IT_BZ_Corona_Cortaccia_Osservatore 2008 23 2
HSD_IT_BZ_Corona_Cortaccia_Osservatore 2009 106 30
HSD_IT_BZ_Corona_Cortaccia_Osservatore 2011 53 0
HSD_IT_BZ_Corona_Cortaccia_Osservatore 2012 14 4
HSD_IT_BZ_Corona_Cortaccia_Osservatore 2013 83 13
HSD_IT_BZ_Corona_Cortaccia_Osservatore 2015 9 3
HSD_IT_BZ_Corona_Cortaccia_Osservatore 2016 17 0
HSD_IT_BZ_Corona_Cortaccia_Osservatore 2017 10 0
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2001 200 199
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2002 116 119
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2003 165 161
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2004 213 195
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2005 163 141
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2006 161 154
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2007 142 124
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2008 174 147
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2009 189 170
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2010 191 178
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2011 186 167
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2012 142 146
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2013 198 181
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2014 202 184
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2015 164 142
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2016 126 110
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2017 98 93
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore 2018 177 162
HSD_IT_BZ_Diga_di_Neves_Osservatore 2002 158 95
HSD_IT_BZ_Diga_di_Neves_Osservatore 2011 156 149
HSD_IT_BZ_Diga_di_Neves_Osservatore 2012 125 124
HSD_IT_BZ_Diga_di_Neves_Osservatore 2016 105 108
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2002 22 7
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2003 69 54
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2004 77 64
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2006 129 116
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2007 61 47
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2008 112 69
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2009 120 103
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2010 111 101
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2011 109 57
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2012 101 89
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2013 123 90
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2015 36 10
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2016 84 71
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2017 65 42
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2018 136 107
HSD_IT_BZ_Diga_di_Valdaora_Osservatore 2019 97 58
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2001 142 128
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2002 57 59
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2003 52 71
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2004 114 106
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2005 117 68
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2006 132 119
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2007 95 48
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2009 141 134
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2010 118 107
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2011 126 104
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2012 95 94
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2013 115 93
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2014 103 116
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2015 72 84
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2016 84 57
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2017 62 55
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2018 118 128
HSD_IT_BZ_Diga_di_Vizze_Osservatore 2019 111 88
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2001 96 87
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2002 24 40
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2003 50 74
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2004 137 129
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2005 102 93
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2006 124 123
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2007 81 60
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2008 63 71
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2009 135 144
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2010 118 122
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2011 87 74
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2012 80 73
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2013 93 92
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2014 113 101
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2015 63 59
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2017 15 38
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2018 109 121
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore 2019 36 46
HSD_IT_BZ_Favogna_di_sotto_Osservatore 2005 107 25
HSD_IT_BZ_Favogna_di_sotto_Osservatore 2006 128 102
HSD_IT_BZ_Favogna_di_sotto_Osservatore 2007 27 6
HSD_IT_BZ_Favogna_di_sotto_Osservatore 2008 70 42
HSD_IT_BZ_Favogna_di_sotto_Osservatore 2012 78 27
HSD_IT_BZ_Fie_allo_Sciliar_Osservatore 2001 17 14
HSD_IT_BZ_Fie_allo_Sciliar_Osservatore 2002 1 0
HSD_IT_BZ_Fie_allo_Sciliar_Osservatore 2003 4 0
HSD_IT_BZ_Fie_allo_Sciliar_Osservatore 2004 49 47
