HSD_AT_110791 2008 11 157
HSD_AT_110791 2009 141 83
HSD_AT_110791 2010 76 128
HSD_AT_110791 2011 115 83
HSD_AT_110791 2012 28 155
HSD_AT_110791 2013 88 136
HSD_AT_110791 2014 99 117
HSD_AT_110791 2015 29 152
HSD_AT_110791 2019 28 145
HSD_AT_110791 2020 46 74
HSD_AT_113100 1971 93 118
HSD_AT_113100 1972 115 84
HSD_AT_113100 1973 69 139
HSD_AT_113100 1976 126 77
HSD_AT_113100 1977 108 98
HSD_AT_113100 1978 143 75
HSD_AT_113100 1979 100 108
HSD_AT_113100 1980 109 106
HSD_AT_113100 1981 118 88
HSD_AT_113100 1982 109 110
HSD_AT_113100 1984 125 108
HSD_AT_113100 1985 70 110
HSD_AT_113100 1986 159 74
HSD_AT_113100 1987 116 106
HSD_AT_113100 1988 131 85
HSD_AT_113100 1991 106 87
HSD_AT_113100 1992 106 76
HSD_AT_113100 1993 49 97
HSD_AT_113100 1994 89 103
HSD_AT_113100 1995 104 111
HSD_AT_113100 1997 107 80
HSD_AT_113100 1998 79 91
HSD_AT_113100 1999 122 76
HSD_AT_113100 2000 110 76
HSD_AT_113100 2003 93 94
HSD_AT_113100 2004 94 107
HSD_AT_113100 2005 133 71
HSD_AT_113100 2006 126 85
HSD_AT_113100 2007 49 145
HSD_AT_113100 2008 86 94
HSD_AT_113100 2009 140 83
HSD_AT_113100 2010 88 117
HSD_AT_113100 2011 110 83
HSD_AT_113100 2012 90 99
HSD_AT_113100 2013 133 90
HSD_AT_113100 2014 134 83
HSD_AT_113100 2015 42 150
HSD_AT_113100 2016 54 158
HSD_AT_113100 2017 23 133
HSD_AT_113100 2018 101 118
HSD_AT_113100 2019 106 99
HSD_AT_113100 2020 130 70
HSD_AT_113118 1971 105 99
HSD_AT_113118 1972 107 84
HSD_AT_113118 1973 74 124
HSD_AT_113118 1974 37 105
HSD_AT_113118 1976 134 78
HSD_AT_113118 1977 94 98
HSD_AT_113118 1978 70 134
HSD_AT_113118 1979 115 88
HSD_AT_113118 1980 134 72
HSD_AT_113118 1981 86 107
HSD_AT_113118 1982 86 110
HSD_AT_113118 1984 105 109
HSD_AT_113118 1985 51 111
HSD_AT_113118 1986 139 74
HSD_AT_113118 1987 104 106
HSD_AT_113118 1988 38 85
HSD_AT_113118 1990 9 67
HSD_AT_113118 1991 108 87
HSD_AT_113118 1992 56 110
HSD_AT_113118 1993 58 100
HSD_AT_113118 1994 18 116
HSD_AT_113118 1995 45 112
HSD_AT_113118 1996 91 98
HSD_AT_113118 1997 63 116
HSD_AT_113118 1999 108 84
HSD_AT_113118 2000 78 77
HSD_AT_113118 2002 9 105
HSD_AT_113118 2003 60 127
HSD_AT_113118 2004 83 121
HSD_AT_113118 2005 81 118
HSD_AT_113118 2006 121 85
HSD_AT_113118 2007 41 145
HSD_AT_113118 2008 6 157
HSD_AT_113118 2009 117 90
HSD_AT_113118 2010 59 128
HSD_AT_113118 2011 84 83
HSD_AT_113118 2012 12 160
HSD_AT_113118 2013 57 136
HSD_AT_113118 2014 81 118
HSD_AT_113118 2015 18 152
HSD_AT_113118 2016 15 181
HSD_AT_113118 2017 21 133
HSD_AT_113118 2018 75 119
HSD_AT_113118 2019 30 145
HSD_AT_113118 2020 13 73
HSD_AT_113126 1971 85 118
HSD_AT_113126 1972 102 81
HSD_AT_113126 1973 62 139
HSD_AT_113126 1974 26 123
HSD_AT_113126 1975 27 198
HSD_AT_113126 1976 120 79
HSD_AT_113126 1977 95 94
HSD_AT_113126 1978 105 83
HSD_AT_113126 1979 102 88
HSD_AT_113126 1980 98 106
HSD_AT_113126 1981 109 89
HSD_AT_113126 1982 107 104
HSD_AT_113126 1983 93 102
HSD_AT_113126 1984 104 108
HSD_AT_113126 1985 74 111
HSD_AT_113126 1986 143 74
HSD_AT_113126 1987 112 106
HSD_AT_113126 1988 114 85
HSD_AT_113126 1991 107 88
HSD_AT_113126 1992 109 77
HSD_AT_113126 1993 93 97
HSD_AT_113126 1994 92 89
HSD_AT_113126 1995 68 111
HSD_AT_113126 1996 108 95
HSD_AT_113126 1997 66 116
HSD_AT_113126 1999 109 84
HSD_AT_113126 2000 89 79
HSD_AT_113126 2001 23 107
HSD_AT_113126 2003 59 127
HSD_AT_113126 2004 83 121
HSD_AT_113126 2005 127 71
HSD_AT_113126 2006 119 87
HSD_AT_113126 2007 43 145
HSD_AT_113126 2009 118 86
