name max_hs max_swe
HSD_IT_PIE_AL_BRIC_CASTELLARO 57 114.3
HSD_IT_PIE_AL_CAPANNE_MARCAROLO 124 300.969912416567
HSD_IT_PIE_AL_PIANI_DI_CARREGA 74 137
HSD_IT_PIE_AL_PONZONE_BRIC_BERTON 127 270.57068369308
HSD_IT_PIE_AT_ASTI 45 51.4676295357485
HSD_IT_PIE_BI_BIELMONTE 254 639.742277945117
HSD_IT_PIE_BI_CAMPARIENT 273 776.641150507121
HSD_IT_PIE_BI_GRAGLIA 86 153.293595788799
HSD_IT_PIE_BI_PIEDICAVALLO 123 304.366630029618
HSD_IT_PIE_CN_ACCEGLIO 183 364.17322841489
HSD_IT_PIE_CN_ACCEGLIO_COLLET 205 302.31686647801
HSD_IT_PIE_CN_ACCEGLIO_SARETTO_MAN 250 441.702931682215
HSD_IT_PIE_CN_ARGENTERA 232 554.236633547373
HSD_IT_PIE_CN_BRA 40 67.2
HSD_IT_PIE_CN_CASTELMAGNO 202 525.42398534972
HSD_IT_PIE_CN_COLLE_DELL_AGNELLO 297 678.780572172167
HSD_IT_PIE_CN_COLLE_LOMBARDA 312 901.1
HSD_IT_PIE_CN_CUNEO_CASCINA_VECCHIA 71 101.577106657007
HSD_IT_PIE_CN_DIGA_DEL_CHIOTAS 290 798.8
HSD_IT_PIE_CN_ELVA 171 382.8668639
HSD_IT_PIE_CN_ENTRACQUE_CHIOTAS_MAN 365 1097.08933497441
HSD_IT_PIE_CN_ENTRACQUE_LAGO_PIASTRA_MAN 165 316.298228464701
HSD_IT_PIE_CN_FEISOGLIO 78 120.581362140496
HSD_IT_PIE_CN_GARDETTA 322 686.795700184054
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 386 1182.85620659025
HSD_IT_PIE_CN_LIMONE_PANCANI_2008m 497 792.303147648861
HSD_IT_PIE_CN_PAESANA 162 281.45589347881
HSD_IT_PIE_CN_PALANFRE 263 735.138099634758
HSD_IT_PIE_CN_PIAGGIA 226 338.78366935998
HSD_IT_PIE_CN_PIAN_DELLE_BARACCHE 310 734.707721590827
HSD_IT_PIE_CN_PIAN_GIASSET 248 561.660732256262
HSD_IT_PIE_CN_PONTECH_L_CASTELLO_MAN 220 332.237241961086
HSD_IT_PIE_CN_PONTECHIANALE 180 275.873947741205
HSD_IT_PIE_CN_PRIERO 116 144.440860054772
HSD_IT_PIE_CN_RIFUGIO_MONDOVI 234 686.072471232708
HSD_IT_PIE_CN_VALDIERI 268 786.293390628429
HSD_IT_PIE_CN_VINADIO_RIOFREDDO_MAN 245 345.538473774279
HSD_IT_PIE_SV_SETTEPANI 213 614.866957149314
HSD_IT_PIE_TO_BARCENISIO 202 347.912828879627
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 174 527.261413724113
HSD_IT_PIE_TO_BARDONECCHIA_PRANUDIN 245 793.311201028741
HSD_IT_PIE_TO_CALUSO 25 29.2075400518815
HSD_IT_PIE_TO_CAMINI_FREJUS 510 229.6
HSD_IT_PIE_TO_CERESOLE_L_SERRU_MAN 400 1254.76941996525
HSD_IT_PIE_TO_CERESOLE_REALE_MAN 800 742.39630862439
HSD_IT_PIE_TO_CERESOLE_VILLA 159 418.954618386568
HSD_IT_PIE_TO_CHATEAU_BEAULARD 203 638.425593982788
HSD_IT_PIE_TO_CLOT_DELLA_SOMA 269 816.212707438771
HSD_IT_PIE_TO_COLLE_BARANT 345 690.806562765046
HSD_IT_PIE_TO_COLLE_BERCIA 244 767.121339643698
HSD_IT_PIE_TO_COLLERETTO 112 267.428804050329
HSD_IT_PIE_TO_FORNO_ALPI_GRAIE 156 435.4074719
HSD_IT_PIE_TO_GRANGE_MARTINA 228 613.38171973842
HSD_IT_PIE_TO_LAGO_AGNEL 402 1229.88338604499
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 414 816.5
HSD_IT_PIE_TO_LAGO_DIETRO_LA_TORRE 480 564.839749457203
HSD_IT_PIE_TO_LAGO_PILONE 306 878.669800911094
HSD_IT_PIE_TO_LE_SELLE 223 649.184395262227
HSD_IT_PIE_TO_LOCANA_ROSONE_MAN 105 148.098719812067
HSD_IT_PIE_TO_LOCANA_TELESSIO_MAN 270 822.719484953656
HSD_IT_PIE_TO_LOCANA_VAL_SOERA_MAN 433 1419.9485788743
HSD_IT_PIE_TO_MALCIAUSSIA 301 449.295173464528
HSD_IT_PIE_TO_PIAMPRATO 179 471.37098240654
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 154 378.896235081661
HSD_IT_PIE_TO_PRALY 173 517.106948283434
HSD_IT_PIE_TO_PRERICHARD 140 331.971282304441
HSD_IT_PIE_TO_RIFUGIO_GASTALDI 463 972.237836439328
HSD_IT_PIE_TO_RIFUGIO_VACCARONE 328 994.837880696749
HSD_IT_PIE_TO_ROCHEMOLLES_LAGO_MAN 234 675.669206459616
HSD_IT_PIE_TO_ROSONE 86 192.693836549627
HSD_IT_PIE_TO_SALBERTRAND 129 276.649996451066
HSD_IT_PIE_TO_SAN_SICARIO 215 635.436060970249
HSD_IT_PIE_TO_SAUZE_CESANA 356 550.650469791539
HSD_IT_PIE_TO_SESTRIERE 196 620.445082602348
HSD_IT_PIE_TO_SESTRIERE_BANCHETTA 258 682.228746226907
HSD_IT_PIE_TO_SOMMEILLER 351 722.3
HSD_IT_PIE_TO_TORINO_BUON_PASTORE 54 56.6
HSD_IT_PIE_TO_TORINO_GIARDINI_REALI 36 39.5
HSD_IT_PIE_TO_USSEGLIO_MALCIAUSSIA_MAN 365 1123.60973150176
HSD_IT_PIE_TO_VAL_CLAREA 68 144.177058406713
HSD_IT_PIE_VB_ALPE_CHEGGIO 248 366.116201694621
HSD_IT_PIE_VB_ALPE_DEVERO 398 733.929209823944
HSD_IT_PIE_VB_ALPE_VEGLIA 310 1010.7776809487
HSD_IT_PIE_VB_ANTRONA_A_CAVALLI_MAN 280 673.406873661462
HSD_IT_PIE_VB_ANTRONA_LAGO_CAMPOSECCO_MAN 408 1236.77272905787
HSD_IT_PIE_VB_FORMAZZA 457 1162.24442269796
HSD_IT_PIE_VB_FORMAZZA_BRUGGI 226 582.135671372311
HSD_IT_PIE_VB_FORMAZZA_LAGO_VANNINO_MAN 431 1046.17627347841
HSD_IT_PIE_VB_FORMAZZA_TOGGIA_MAN 385 1228.64938576906
HSD_IT_PIE_VB_LARECCHIO 483 1065.75334567027
HSD_IT_PIE_VB_MACUGNAGA_PECETTO 283 781.606637027258
HSD_IT_PIE_VB_MACUGNAGA_RIFUGIO_ZAMBONI 440 1120.82183167424
HSD_IT_PIE_VB_PASSO_DEL_MORO 549 1766.67029598296
HSD_IT_PIE_VC_ALAGNA 183 299.3
HSD_IT_PIE_VC_ALBANO_VERCELLESE 23 51.6
HSD_IT_PIE_VC_BOCCHETTA_DELLE_PISSE 410 1277.39319419251
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 243 423.217339617026
HSD_IT_VDA_AO_CHAMPORCHER-RIFUGIO_DONDENA_1120 300 647.7
HSD_IT_VDA_AO_COGNE-GRAND_CROT_1160 265 389.9
HSD_IT_VDA_AO_COGNE-LILLAZ_1140 187 217.1
HSD_IT_VDA_AO_COURMAYEUR-DOLONNE_3110 132.5 292.441250272397
HSD_IT_VDA_AO_COURMAYEUR-FERRACHET_1170 339 1231.9
HSD_IT_VDA_AO_COURMAYEUR-MONT_DE_LA_SAXE_1200 318 1009.55722063481
HSD_IT_VDA_AO_COURMAYEUR-PRE_DE_BARD_1220 238 829.6
HSD_IT_VDA_AO_FENIS-LAVODILEC_1240 257 527.6
HSD_IT_VDA_AO_GRESSAN-PILA_LEISSE_1250 258 399.6
HSD_IT_VDA_AO_GRESSONEY_SAINT_JEAN-BIELTSCHOCKE_3040 156.2 278
HSD_IT_VDA_AO_GRESSONEY-LA_TRINITE_ESELBODE_1270 216 585.771923952475
HSD_IT_VDA_AO_LA_THUILE-LA_GRANDE_TETE_1340 276 738.2
HSD_IT_VDA_AO_LA_THUILE-VILLARET_1360 142 361.992059010752
HSD_IT_VDA_AO_NUS-SAINT_BARTHELEMY_OSSERVATORIO_3080 105 204.104598184207
HSD_IT_VDA_AO_PRE_SAINT_DIDIER-PLAN_PRAZ_1500 317 736.973649275515
HSD_IT_VDA_AO_RHEMES_NOTRE_DAME-CHANAVEY_1520 181 325.920179777044
HSD_IT_VDA_AO_RHEMES_SAINT_GEORGES-FELEUMAZ_1530 259 503.6
HSD_IT_VDA_AO_SAINT_CHRISTOPHE-AEROPORTO_4090 81 51.1
HSD_IT_VDA_AO_SAINT_PIERRE-LAGO_DELLE_RANE_2530 265 645.5
HSD_IT_VDA_AO_SAINT_RHEMY_EN_BOSSES-CREVACOL_1590 232 456.4
HSD_IT_VDA_AO_VALPELLINE-CHOSOZ_1630 88 127.623006435803
HSD_IT_VDA_AO_VALSAVARENCHE-ORVIEILLE_1670 222 475.550467080944
HSD_IT_VDA_AO_VALTOURNENCHE-GRANDES_MURAILLES_1710 452 1142.36500977584
HSD_IT_VDA_AO_VALTOURNENCHE-LAGO_GOILLET_1700 188 621.6
HSD_IT_VEN_BL_CASERA_COLTRONDO_395 235 674.963662525291
HSD_IT_VEN_BL_CASERA_DOANA_389 217 748.1
HSD_IT_VEN_BL_CASERA_PALANTINA_397 262 898.7
HSD_IT_VEN_BL_CIMA_PRADAZZO_383 262 729.14162349279
HSD_IT_VEN_BL_COL_DEI_BALDI_384 384 1216.95274690808
HSD_IT_VEN_BL_FAVERGHERA_388 226 959.7
HSD_IT_VEN_BL_MALGA_LOSCH_390 368 1143.14030942759
HSD_IT_VEN_BL_MONTE_PIANA_394 265 816.553173859774
HSD_IT_VEN_BL_MONTI_ALTI_DI_ORNELLA_382 311 975.779706023974
HSD_IT_VEN_BL_PASSO_FALZAREGO_347 267 806.462312009705
HSD_IT_VEN_BL_RA_VALLES_385 367 1198.28128915826
HSD_IT_VEN_TV_MONTE_GRAPPA_391 191 1075.9
HSD_IT_VEN_VI_CAMPOMOLON_396 379 1185.05210051449
HSD_IT_VEN_VI_MALGA_LARICI_398 215 646
HSD_IT_VEN_VI_MONTE_LISSER_386 265 743.513045439159
HSD_IT_VEN_VI_PASSO_CAMPOGROSSO_393 345 1122.9
HSD_IT_VEN_VR_MONTE_BALDO_387 358 1113.83418588488
HSD_IT_VEN_VR_MONTE_TOMBA_392 186 955.9
HSD_LOM_BG_CARONA_CARISOLE_08024 257.4 701.116843079587
HSD_LOM_BG_CASTIONE_DELLA_PRESOLANA_09035 367.7 167.3
HSD_LOM_BS_EDOLO_PANTANO_D_AVIO_08020 276.1 863.479898238057
HSD_LOM_SO_APRICA_08017 279.9 875.340995906429
HSD_LOM_SO_GEROLA_ALTA_PESCEGALLO_08014 356.1 1152.28440711081
HSD_LOM_SO_LANZADA_PALU_08093 318.1 1063.44632771574
HSD_LOM_SO_LIVIGNO_LA_VALLACCIA_08028 398.5 1096.57498870416
HSD_LOM_SO_VALDISOTTO_OGA_S_COLOMBANO_08009 313.4 990.26304164589
HSD_TAA_TN_CANAZEI_CIAMPAC 160.4 395.706379577615
HSD_TAA_TN_CAORIA 85.7 140
HSD_TAA_TN_CIMA_CAVAION 258 662.378202787341
HSD_TAA_TN_DAONE_MALGA_BISSINA 306.2 627.447300755494
HSD_TAA_TN_DOS_DEL_SABION_MONTE_GRUAL 273 643.195853303141
HSD_TAA_TN_GRIGNO_BARRICATA 197.2 495.646128933991
HSD_TAA_TN_LAGO_DI_CALAITA 238.9 647.7
HSD_TAA_TN_MALE_BIVACCO_MARINELLI 217 521.4
HSD_TAA_TN_MARMOLADA_SAS_DEL_MUL 303.6 823.996815259222
HSD_TAA_TN_MONTE_BONDONE_VIOTE 209.8 555.95668004904
HSD_TAA_TN_MONTE_GROSTE_RIFUGIO_GRAFFER 297.6 700.05929978666
HSD_TAA_TN_PAGANELLA_MALGA_TERLAGO 157.5 444.919768808185
HSD_TAA_TN_PASSO_BROCON 217.5 495
HSD_TAA_TN_PASSO_COSTALUNGA 166.9 450.811482861961
HSD_TAA_TN_PASSO_MANGHEN 206.6 534.2806315563
HSD_TAA_TN_PASSO_MENDOLA 119.3 286
HSD_TAA_TN_PASSO_PIAN_DELLE_FUGAZZE 141.1 441.8
HSD_TAA_TN_PASSO_ROLLE 369 700.523083835692
HSD_TAA_TN_PASSO_SOMMO 122.5 307.4
HSD_TAA_TN_PASSO_TONALE 275.6 783.723982584205
HSD_TAA_TN_PASSO_VALLES 283.1 889.415315418003
HSD_TAA_TN_PEIO_CROZZI_TAVIELA 228.7 661.5
HSD_TAA_TN_PINZOLO 65.7 118.3
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 271.8 793.096640845462
HSD_TAA_TN_PRADALAGO_RIFUGIO_VIVIANI 360.3 1091.02492066525
HSD_TAA_TN_ROVERETO_MALGA_ZUGNA 186 499
HSD_TAA_TN_RUMO_LANZA 83.5 321.9
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 219.8 590.223817657771
HSD_TAA_TN_TONADICO_CASTELPIETRA 61.8 316.9
HSD_TAA_TN_TREMALZO 180.8 572.6
HSD_TAA_TN_VAL_DAMBIEZ 325.6 725.732590277718
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 196.8 326.5
HSD_TAA_TN_VAL_NOANA_DIGA 112.1 322.6
HSD_TAA_TN_VERMIGLIO_CAPANNA_PRESENA 478 793.8
HSD_AT_111492 80 26.6
HSD_CH_DLFEB 354 216.3
HSD_CH_GRH 546 869.6
HSD_CH_IYDEO 151 323.9
HSD_CH_IYGRS 162 129.4
HSD_CH_IYGSP 128 263.5
HSD_CH_IYGSR 9 344.3
HSD_CH_IYLAD 172 290.3
HSD_CH_IYLAU 182 397.2
HSD_CH_IYMEL 212 235.1
HSD_CH_IYPFG 170 318.9
HSD_CH_IYPFS 151 334.5
HSD_CH_IYPLI 159 271.5
HSD_CH_IYPRM 198 310.9
HSD_CH_IYPRR 187 559.1
HSD_CH_IYPTR 166 242.6
HSD_CH_IYRAT 128 324.6
HSD_CH_IYRBW 179 294.4
HSD_CH_IYROT 180 401.4
HSD_CH_IYSEI 221 168.8
HSD_CH_IYSFI 104 156.8
HSD_CH_IYSTG 389 577.7
HSD_CH_IYSUM 265 503.6
HSD_CH_IYTIM 176 338.3
HSD_CH_IYWEI 181 330.7
HSD_CH_MLS 396 469.6
HSD_CH_PERCOR 124 227.5
HSD_CH_PERLAP 402 390.6
HSD_CH_PERSCH 102 564.3
HSD_CH_PERSTO 60 11610.5
HSD_CH_RIE_MAN 165 299.2
HSD_CH_SLFALB 107 211.4
HSD_CH_SLFAR3 468 547
HSD_CH_SLFATT 255 396.3
HSD_CH_SLFCA2 577 1018.7
HSD_CH_SLFCSL 64 96.4
HSD_CH_SLFEN2 367 304.7
HSD_CH_SLFFLU 389 362.2
HSD_CH_SLFGR2 318 766.6
HSD_CH_SLFLE2 554 381.4
HSD_CH_SLFSA5 205 324.4
HSD_CH_SLFTA3 327 539.4
HSD_CH_SLFZE4 244 633.5
HSD_CH_WFJ_MAN 255 671
HSD_FR_METEOFRANCE_Abries_rm 224 395.8
HSD_FR_METEOFRANCE_Aiguines 60 59.5
HSD_FR_METEOFRANCE_Aiguines_sapc 33 22.9
HSD_FR_METEOFRANCE_Allemond 240 363.4
HSD_FR_METEOFRANCE_Allos 103 155.7
HSD_FR_METEOFRANCE_Areches 280 453.1
HSD_FR_METEOFRANCE_Auris 68 61.8
HSD_FR_METEOFRANCE_Auris_en_oisans 245 220.9
HSD_FR_METEOFRANCE_Auron 254 514.9
HSD_FR_METEOFRANCE_Aussois 215 426.5
HSD_FR_METEOFRANCE_Autrans_nivo 200 244.1
HSD_FR_METEOFRANCE_Avoriaz 360 678
HSD_FR_METEOFRANCE_Avrieux 55 71.8
HSD_FR_METEOFRANCE_Bernex 200 426.8
HSD_FR_METEOFRANCE_Boege 7 15.7
HSD_FR_METEOFRANCE_Bonneval_sur_arc 260 400.2
HSD_FR_METEOFRANCE_Bourg_d_oisans 68 49.9
HSD_FR_METEOFRANCE_Cervieres 112 221.5
HSD_FR_METEOFRANCE_Champcella 48 58.2
HSD_FR_METEOFRANCE_Chamrousse_arselle 243 366.2
HSD_FR_METEOFRANCE_Chamrousse_niverolles 388 440.2
HSD_FR_METEOFRANCE_Chapelle_en_ver 45 70.3
HSD_FR_METEOFRANCE_Chatel_nivo_74063405 315 573.1
HSD_FR_METEOFRANCE_Chatillon_en_di 30 13.2
HSD_FR_METEOFRANCE_Col_de_l_arzelier 132 148.7
HSD_FR_METEOFRANCE_Col_du_barioz 180 107.5
HSD_FR_METEOFRANCE_Col_du_rousset 125 156.2
HSD_FR_METEOFRANCE_Courchevel 260 462.2
HSD_FR_METEOFRANCE_Estenc 300 479
HSD_FR_METEOFRANCE_Flaine 250 733.9
HSD_FR_METEOFRANCE_Font_d_urle 200 249.5
HSD_FR_METEOFRANCE_Freissinieres 140 230.2
HSD_FR_METEOFRANCE_Gap_bayard 109 95.3
HSD_FR_METEOFRANCE_Greolieres 135 253.9
HSD_FR_METEOFRANCE_Gresse_en_vercors 139 230.5
HSD_FR_METEOFRANCE_L_alpe_d_huez_2350 270 664.2
HSD_FR_METEOFRANCE_L_alpe_d_huez_2700 200 425.6
HSD_FR_METEOFRANCE_L_alpe_d_huez_sata_ 272 436.2
HSD_FR_METEOFRANCE_L_alpe_d_huez_sata_1860 100 263.4
HSD_FR_METEOFRANCE_L_alpe_du_grand_serre 146 175.7
HSD_FR_METEOFRANCE_La_berarde 105 156.6
HSD_FR_METEOFRANCE_La_clusaz 205 393.4
HSD_FR_METEOFRANCE_La_flegere 360 681.6
HSD_FR_METEOFRANCE_La_foux_d_allos 258 397.8
HSD_FR_METEOFRANCE_La_giettaz 200 365.7
HSD_FR_METEOFRANCE_La_norma 248 297.8
HSD_FR_METEOFRANCE_La_rosiere 320 461.3
HSD_FR_METEOFRANCE_La_salette_38469001 235 424.1
HSD_FR_METEOFRANCE_La_salette_38469400 182 280.2
HSD_FR_METEOFRANCE_Lans_en_vercors 213 261
HSD_FR_METEOFRANCE_Lauzet_le_ 20 0
HSD_FR_METEOFRANCE_Le_collet_d_allevard_38006400 195 295.3
HSD_FR_METEOFRANCE_Le_corbier 163 226.4
HSD_FR_METEOFRANCE_Le_molard 371 452.1
HSD_FR_METEOFRANCE_Le_monetier 340 472.4
HSD_FR_METEOFRANCE_Le_plenay 164 358.8
HSD_FR_METEOFRANCE_Le_rivier_d_allemond 105 95.1
HSD_FR_METEOFRANCE_Le_tour_balme 440 1067.4
HSD_FR_METEOFRANCE_Le_tour_nivo 285 426.1
HSD_FR_METEOFRANCE_Les_2_alpes_gn_ 450 256.1
HSD_FR_METEOFRANCE_Les_2_alpes_pied_mouttet_ 224 496.5
HSD_FR_METEOFRANCE_Les_2_alpes_toura_ne_ 432 623.2
HSD_FR_METEOFRANCE_Les_aillons_margeriaz_ 277 419.3
HSD_FR_METEOFRANCE_Les_arcs 335 574.4
HSD_FR_METEOFRANCE_Les_carroz_kedeusaz 315 616.9
HSD_FR_METEOFRANCE_Les_contamines_montjoie 300 628
HSD_FR_METEOFRANCE_Les_gets 280 478.7
HSD_FR_METEOFRANCE_Les_karellis 195 292.9
HSD_FR_METEOFRANCE_Les_menuires 205 384.2
HSD_FR_METEOFRANCE_Les_orres_fontaines 166 333.4
HSD_FR_METEOFRANCE_Les_saisies 272 527.3
HSD_FR_METEOFRANCE_Lognan 332 953.9
HSD_FR_METEOFRANCE_Luceram_obs 120 189.1
HSD_FR_METEOFRANCE_Meribel_mottaret 183 274.8
HSD_FR_METEOFRANCE_Modane 64 68.2
HSD_FR_METEOFRANCE_Montgenevre_le_chalvet 192 350.9
HSD_FR_METEOFRANCE_Morzine_74191001 70 176.8
HSD_FR_METEOFRANCE_Morzine_74191400 124 371.7
HSD_FR_METEOFRANCE_Nevache_buffere 250 352.1
HSD_FR_METEOFRANCE_Olmet 150 180.7
HSD_FR_METEOFRANCE_Orelle 280 591.5
HSD_FR_METEOFRANCE_Ornon 33 17.6
HSD_FR_METEOFRANCE_Passy 85 206.7
HSD_FR_METEOFRANCE_Peira_cava 49 98.9
HSD_FR_METEOFRANCE_Peone 127 130.6
HSD_FR_METEOFRANCE_Peone_valberg 170 164.2
HSD_FR_METEOFRANCE_Plan_aiguille_tmb 220 1054
HSD_FR_METEOFRANCE_Pra_loup 250 400.7
HSD_FR_METEOFRANCE_Pralognan 195 332.1
HSD_FR_METEOFRANCE_Prapoutel_38002404 105 136
HSD_FR_METEOFRANCE_Prapoutel_38002405 195 193.6
HSD_FR_METEOFRANCE_Prapoutel_38002406 125 228.2
HSD_FR_METEOFRANCE_Prapoutel_pipay 180 341.1
HSD_FR_METEOFRANCE_Puy_st_vincent_1600 230 334.8
HSD_FR_METEOFRANCE_Reallon_iscle 120 212.2
HSD_FR_METEOFRANCE_Reallon_nivo 179 332.1
HSD_FR_METEOFRANCE_Risoul 190 313.6
HSD_FR_METEOFRANCE_Ristolas 182 220.9
HSD_FR_METEOFRANCE_Serre_chevalier 215 449.2
HSD_FR_METEOFRANCE_Seythenex 146 164.1
HSD_FR_METEOFRANCE_St_alban_des_vi 125 141
HSD_FR_METEOFRANCE_St_andre 63 12.4
HSD_FR_METEOFRANCE_St_auban_6116002 65 16.8
HSD_FR_METEOFRANCE_St_bonnet_champsaur 24 35.4
HSD_FR_METEOFRANCE_St_christophe_38375400 170 237.6
HSD_FR_METEOFRANCE_St_dalmas_le_se 235 366.5
HSD_FR_METEOFRANCE_St_francois_long 208 214.9
HSD_FR_METEOFRANCE_St_hilaire 201 258
HSD_FR_METEOFRANCE_St_jean_st_nicolas 44 61
HSD_FR_METEOFRANCE_St_pierre_de_chartreuse 270 555.2
HSD_FR_METEOFRANCE_St_sorlin_d_arves_73280402 285 592.5
HSD_FR_METEOFRANCE_St_veran_rm 192 383.9
HSD_FR_METEOFRANCE_Ste_foy_station 175 242.9
HSD_FR_METEOFRANCE_Super_devoluy 266 294.5
HSD_FR_METEOFRANCE_Tignes 278 649.7
HSD_FR_METEOFRANCE_Val_casterino 220 503.4
HSD_FR_METEOFRANCE_Val_cenis_la_berche_ 245 315.6
HSD_FR_METEOFRANCE_Val_d_isere 95 150.9
HSD_FR_METEOFRANCE_Val_d_isere_joseray 280 581.6
HSD_FR_METEOFRANCE_Val_frejus 262 401
HSD_FR_METEOFRANCE_Val_thorens 273 579.5
HSD_FR_METEOFRANCE_Valberg 220 344.9
HSD_FR_METEOFRANCE_Valloire 229 554.6
HSD_FR_METEOFRANCE_Vallompierre 441 904.9
HSD_FR_METEOFRANCE_Valmeinier 210 235.6
HSD_FR_METEOFRANCE_Valmorel 186 235.3
HSD_FR_METEOFRANCE_Vaujany 120 175.2
HSD_FR_METEOFRANCE_Vaujany_nivo 236 295.7
HSD_FR_METEOFRANCE_Villar_d_arene 172 105.5
HSD_FR_METEOFRANCE_Villard_cote_2000 249 410.2
HSD_IT_FVG_Aupa 160 297.2
HSD_IT_FVG_Casetta_in_Canada 160 465.2
HSD_IT_FVG_Cave_del_Predil 200 707.2
HSD_IT_FVG_Claut 125 361.8
HSD_IT_FVG_Collina 165 609.6
HSD_IT_FVG_Florianca 322 612.2
HSD_IT_FVG_Forni_di_Sopra 212 407.1
HSD_IT_FVG_Fusine_Val_Romana 180 436.9
HSD_IT_FVG_Gilberti 670 1540.9
HSD_IT_FVG_Lussari 460 887.8
HSD_IT_FVG_Monte_Zoncolan 501 1114
HSD_IT_FVG_Paluzza 115 383.7
HSD_IT_FVG_Passo_del_Predil 68 280.2
HSD_IT_FVG_Passo_Pramollo 380 1077.7
HSD_IT_FVG_Paularo 58 87.8
HSD_IT_FVG_Piancavallo 243 969.5
HSD_IT_FVG_Pontebba 90 386.8
HSD_IT_FVG_Pradibosco 196 617.5
HSD_IT_FVG_Prescudin 132 331.3
HSD_IT_FVG_Ravascletto 120 465.6
HSD_IT_FVG_Rifugio_Arneri 225 534.7
HSD_IT_FVG_Rifugio_Zacchi 125 182.7
HSD_IT_FVG_Rutte_Piccolo 157 243.8
HSD_IT_FVG_Sauris_di_Sopra 259 695.8
HSD_IT_FVG_Sauris_di_Sopra_2 260 531.2
HSD_IT_FVG_Sella_Lius 134 454.7
HSD_IT_FVG_Sella_Nevea 270 965.6
HSD_IT_FVG_Tarvisio 201 379.4
HSD_IT_FVG_Val_Saisera 182 309.9
HSD_IT_FVG_Varmost 215 309
HSD_IT_PIE_CN_ACCEGLIO_CHIAPPERA_MAN 190 147.2
HSD_IT_PIE_CN_BELLINO_RIBIERA_MAN 120 84.2
HSD_IT_PIE_CN_BOVES 40 6.1
HSD_IT_PIE_CN_BRIGA_ALTA_UPEGA_MAN 175 87.6
HSD_IT_PIE_CN_CANOSIO_CAPOLUOGO_MAN 125 73.4
HSD_IT_PIE_CN_CASTELMAGNO_CHIAPPI_MAN 328 246.1
HSD_IT_PIE_CN_CRISSOLO-BORGATA_SERRE_MAN 220 200.6
HSD_IT_PIE_CN_ELVA_B_TA_CLARI_MAN 223 143.5
HSD_IT_PIE_CN_ELVA_B_TA_MEIRA_MAN 185 108.1
HSD_IT_PIE_CN_ENTRACQUE_CASERMETTE_MAN 208 308.8
HSD_IT_PIE_CN_LIMONE_LIMONETTO_MAN 621 297.4
HSD_IT_PIE_CN_MONVISO_FINO_2010 563 669.7
HSD_IT_PIE_CN_ORMEA_STANTI 172 166.3
HSD_IT_PIE_CN_PAESANA_PRATO_GUGLIELMO_MAN 175 126.9
HSD_IT_PIE_CN_ROBURENT_PRA_MAN 195 148
HSD_IT_PIE_CN_SAMPEYRE_CAPOLUOGO_MAN 100 170.3
HSD_IT_PIE_CN_VALDIERI_T_GAINA_MAN 146 93.4
HSD_IT_PIE_CN_VALLE_PESIO_MAN 350 158.7
HSD_IT_PIE_CN_VERNANTE_RENETTA_MAN 198 240.8
HSD_IT_PIE_CN_VINADIO_BAGNI_MAN 270 282.2
HSD_IT_PIE_TO_CLAVIERE 175 270.9
HSD_IT_PIE_TO_LOCANA_EUGIO_MAN 250 519
HSD_IT_PIE_TO_MONCENISIO_LAGO_MAN 240 254.7
HSD_IT_PIE_TO_PRAGELATO 154 159.4
HSD_IT_PIE_TO_PRAGELATO_TRAVERSES_MAN 183 159.3
HSD_IT_PIE_TO_USSEGLIO_CAPOLUOGO_MAN 160 114.5
HSD_IT_PIE_VB_FORMAZZA_LAGO_SABBIONE_MAN 406 647.6
HSD_IT_PIE_VB_FORMAZZA_PONTE_MAN 235 388.2
HSD_IT_PIE_VB_MACUGNAGA_CAP_MAN 250 276.1
HSD_IT_PIE_VC_ALAGNA_CAP_MAN 847 277.1
HSD_IT_PIE_VC_CARCOFORO_CAP_MAN 335 355.6
HSD_IT_VDA_AO_AYAS-ALPE_AVENTINE_1730 171 324.6
HSD_IT_VDA_AO_CHAMOIS-LAC_DE_LOU_1080 218 289
HSD_IT_VDA_AO_CHAMPORCHER-PETIT_MONT_BLANC_3050 204 333.2
HSD_IT_VDA_AO_GRESSONEY_SAINT_JEAN-LAGO_DI_SEEBNA_2560 276.2 481.7
HSD_IT_VDA_AO_GRESSONEY-SAINT_JEAN_WEISSMATTEN_1300 296 457.4
HSD_IT_VDA_AO_MORGEX-LAVANCHER_1390 417 1112.9
HSD_IT_VDA_AO_OLLOMONT-BY_1440 284 377.3
HSD_IT_VDA_AO_RHEMES_NOTRE_DAME-CHAUDANNE_3060 192 301.1
HSD_IT_VDA_AO_SAINT_RHEMY_EN_BOSSES-GRAN_SAN_BERNARDO_1600 352 785.3
HSD_IT_VDA_AO_VALGRISENCHE-MENTHIEU_1620 170 285.5
HSD_IT_VDA_AO_VALSAVARENCHE-PONT_3070 186.9 391.4
