HSD_IT_BZ_Alliz_Maso_Strimo_Osservatore	10.69607322	46.65020588	1997	2016	OK
HSD_IT_BZ_Anterivo_Osservatore	11.36775099	46.27734539	1984	2018	OK
HSD_IT_BZ_Anterselva_di_Mezzo_Osservatore	12.10089664	46.8607218	1989	2019	OK
HSD_IT_BZ_Braies_Ferrara_Osservatore	12.12878711	46.71923932	1995	2017	OK
HSD_IT_BZ_Bronzolo_Osservatore	11.311066	46.406479	1981	2016	REV
HSD_IT_BZ_Casere_di_Fuori_Osservatore	10.92669712	46.73510012	1984	2018	OK
HSD_IT_BZ_Corona_Cortaccia_Osservatore	11.2067523	46.32075352	2003	2017	OK
HSD_IT_BZ_Diga_di_Gioveretto_Osservatore	10.72507185	46.50906272	1983	2018	OK
HSD_IT_BZ_Diga_di_Neves_Osservatore	11.78708948	46.94141718	1982	2016	OK
HSD_IT_BZ_Diga_di_Quaira_Osservatore	10.89376378	46.55203116	1982	1990	OK
HSD_IT_BZ_Diga_di_Valdaora_Osservatore	12.05365673	46.75973652	1981	2019	OK
HSD_IT_BZ_Diga_di_Vizze_Osservatore	11.52467213	46.92499205	1981	2019	OK
HSD_IT_BZ_Diga_di_Zoccolo_Osservatore	10.98836178	46.54186662	1981	2019	OK
HSD_IT_BZ_Favogna_di_sotto_Osservatore	11.17926262	46.2716181	2005	2012	NO
HSD_IT_BZ_Fie_allo_Sciliar_Osservatore	11.50596643	46.51315332	2000	2019	OK
HSD_IT_BZ_Fontana_Bianca	10.831811	46.486847	1981	2018	REV
HSD_IT_BZ_Fortezza_Osservatore	11.63224644	46.77830405	1983	2019	OK
HSD_IT_BZ_Fundres_Osservatore	11.70509939	46.88647195	1981	2019	OK
HSD_IT_BZ_La_Villa_in_Badia_Osservatore	11.90707591	46.58363024	1988	2018	OK
HSD_IT_BZ_Lago_Verde_Osservatore	10.79940084	46.48233084	1983	2018	OK
HSD_IT_BZ_Lazfons_Osservatore	11.54613906	46.67240068	1981	2019	OK
HSD_IT_BZ_Longiaru_Osservatore	11.86087783	46.63934483	1984	2014	OK
HSD_IT_BZ_Luson_Osservatore	11.76389072	46.74503109	1981	2019	NO
HSD_IT_BZ_Maia_Alta_Osservatore	11.18323356	46.65781956	1986	2019	OK
HSD_IT_BZ_Mazia_Osservatore	10.61752603	46.69431612	1982	2019	OK
HSD_IT_BZ_Melago_Osservatore	10.65658212	46.83743202	1991	2018	OK
HSD_IT_BZ_Meltina_Osservatore	11.25168818	46.58577223	1981	2018	NO
HSD_IT_BZ_Molini_di_Tures_Osservatore	11.94156802	46.89781576	1982	2017	OK
HSD_IT_BZ_Monte_Maria_Osservatore	10.52099558	46.70625056	1981	2011	OK
HSD_IT_BZ_Nova_Levante_Osservatore	11.53739936	46.43057753	1989	1989	OK
HSD_IT_BZ_Nova_Ponente_Maso_di_sopra_Osservatore	11.4125352	46.41913322	1993	2018	OK
HSD_IT_BZ_Ora_Osservatore	11.30501737	46.34688534	2008	2019	OK
HSD_IT_BZ_Ortisei_Osservatore	11.67296417	46.57404428	1982	2019	NO
HSD_IT_BZ_Pennes_Osservatore	11.42688727	46.78148685	1984	2016	OK
HSD_IT_BZ_Plata_Osservatore	11.17696798	46.82284696	1982	2019	OK
HSD_IT_BZ_Prato_allo_Stelvio_Osservatore	10.59715259	46.62478425	2007	2019	OK
HSD_IT_BZ_Racines_di_Dentro_Osservatore	11.31719656	46.86602596	1984	2019	OK
HSD_IT_BZ_Redagno_Osservatore	11.3982488	46.34736099	1999	2019	OK
HSD_IT_BZ_Ridanna_Osservatore	11.29949127	46.91074127	1982	2013	OK
HSD_IT_BZ_Rifiano_Beobachter	11.18360656	46.70503357	2007	2018	OK
HSD_IT_BZ_Roia_di_Fuori_Osservatore	10.48411319	46.80958827	1986	2018	NO
HSD_IT_BZ_S_Cassiano_Osservatore	11.93646224	46.56871297	1982	2018	OK
HSD_IT_BZ_S_Maddalena_in_Casies_Osservatore	12.23981675	46.83497359	1981	2017	OK
HSD_IT_BZ_S_Martino_in_Passiria_Osservatore	11.22790902	46.78268248	1981	2019	OK
HSD_IT_BZ_S_Pancrazio_Osservatore	11.0556847	46.56489451	1981	2018	OK
HSD_IT_BZ_S_Valentino_alla_Muta_Osservatore	10.52721822	46.77468882	1983	2019	OK
HSD_IT_BZ_S_Valpurga_d_Ultimo_Osservatore	11.00285375	46.54793154	2005	2007	OK
HSD_IT_BZ_S_Vito_di_Braies_Osservatore	12.10002	46.71188	1981	1990	REV
HSD_IT_BZ_San_Candido_Osservatore	12.27986491	46.73298667	2010	2019	NO
HSD_IT_BZ_San_Martino_Osservatore	11.41450085	46.70104913	1990	2018	NO
HSD_IT_BZ_Scena_Osservatore	11.19083113	46.68959605	1986	2019	NO
HSD_IT_BZ_Sesto_Osservatore	12.357688	46.691541	1981	2018	REV
HSD_IT_BZ_Silandro_Convento_Osservatore	10.77479328	46.62764654	1989	2016	OK
HSD_IT_BZ_Slingia_Osservatore	10.47392044	46.70413091	1981	2019	OK
HSD_IT_BZ_Terento_Osservatore	11.79376923	46.83211565	1995	2019	OK
HSD_IT_BZ_Terme_di_Brennero_Osservatore	11.48893131	46.98113046	1981	2013	OK
HSD_IT_BZ_Valles_osservatore	11.63069588	46.83865542	1989	2019	OK
HSD_IT_BZ_Valluzza_Osservatore	11.66281012	46.62357387	1981	2019	OK
HSD_IT_BZ_Vanga_Osservatore	11.3974726	46.55179481	1984	2017	OK
HSD_IT_BZ_Vipiteno_osservatore	11.42939036	46.89782461	1982	2001	OK
HSD_IT_FVG_Casetta_in_Canada	12.9553	46.5919	2008	2017	NO
HSD_IT_FVG_Cave_del_Predil	13.5714	46.4403	1986	2017	OK
HSD_IT_FVG_Claut	12.5142	46.2661	1975	2017	OK
HSD_IT_FVG_Collina	12.8508	46.5886	1974	2017	OK
